YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,SUGARCANE_EQUIVALENT_TONNES
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,GHANA,GHANA,Sugarcane equivalents,9857306,151591.0302
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,GREECE,EUROPEAN UNION,Sugarcane equivalents,1006344,20540.79
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,GREECE,EUROPEAN UNION,Sugarcane equivalents,1441869,30811.185
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,GREECE,EUROPEAN UNION,Sugarcane equivalents,951327,14378.553
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,GUINEA-BISSAU,GUINEA-BISSAU,Sugarcane equivalents,117477,2054.079
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,GUINEA,GUINEA,Sugarcane equivalents,592123,11502.8424
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,GUINEA,GUINEA,Sugarcane equivalents,326571,7189.2765
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,INDIA,INDIA,Sugarcane equivalents,16337835,306169.2314127
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,INDIA,INDIA,Sugarcane equivalents,6935979,153856.3369905
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,INDONESIA,INDONESIA,Sugarcane equivalents,8096310,136436.8341465
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,IRAN,IRAN,Sugarcane equivalents,4305513,102017.8419678
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,IRAQ,IRAQ,Sugarcane equivalents,1657098,39109.4207136
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,ISRAEL,ISRAEL,Sugarcane equivalents,160300,4108.158
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,KENYA,KENYA,Sugarcane equivalents,128198,2054.079
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,LIBERIA,LIBERIA,Sugarcane equivalents,289012,6162.237
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,LIBERIA,LIBERIA,Sugarcane equivalents,1952691,33481.4877
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,LIBERIA,LIBERIA,Sugarcane equivalents,1416603,21567.8295
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,MADAGASCAR,MADAGASCAR,Sugarcane equivalents,40075,1027.0395
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,MADAGASCAR,MADAGASCAR,Sugarcane equivalents,762477,17459.6715
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,MALAYSIA,MALAYSIA,Sugarcane equivalents,4523407,72873.4964301
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,MAURITIUS,MAURITIUS,Sugarcane equivalents,118143,2054.079
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,MONTENEGRO,MONTENEGRO,Sugarcane equivalents,1488080,32865.264
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,MONTENEGRO,MONTENEGRO,Sugarcane equivalents,911639,20540.79
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,MOROCCO,MOROCCO,Sugarcane equivalents,4234968,76837.77
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,MOROCCO,MOROCCO,Sugarcane equivalents,4693709,99885.8220813
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,MOZAMBIQUE,MOZAMBIQUE,Sugarcane equivalents,363334,8216.316
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,MYANMAR,MYANMAR,Sugarcane equivalents,19212209,384523.5888
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,NIGERIA,NIGERIA,Sugarcane equivalents,3471049,66567.375
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,NIGERIA,NIGERIA,Sugarcane equivalents,4724339,112370.750082
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,OMAN,OMAN,Sugarcane equivalents,349519,5135.1975
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,PAKISTAN,PAKISTAN,Sugarcane equivalents,402940,8216.316
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Sugarcane equivalents,24045,616.2237
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,6601967,150738.9678
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,447058,10681.2108
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,164075,2054.079
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,2238478,41447.0234772
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,183409,3803.85
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SENEGAL,SENEGAL,Sugarcane equivalents,835380,17254.2636
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SENEGAL,SENEGAL,Sugarcane equivalents,148240,3491.9343
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SENEGAL,SENEGAL,Sugarcane equivalents,1422819,19924.5663
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SIERRA LEONE,SIERRA LEONE,Sugarcane equivalents,83316,1027.0395
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SOMALIA,SOMALIA,Sugarcane equivalents,887555,21567.8295
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SOMALIA,SOMALIA,Sugarcane equivalents,483401,11297.4345
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SOMALIA,SOMALIA,Sugarcane equivalents,4334643,64498.0806
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SOUTH AFRICA,SOUTH AFRICA,Sugarcane equivalents,1944866,45395.1459
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SOUTH AFRICA,SOUTH AFRICA,Sugarcane equivalents,2535841,44162.6985
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SOUTH AFRICA,SOUTH AFRICA,Sugarcane equivalents,13246265,198424.0314
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SRI LANKA,SRI LANKA,Sugarcane equivalents,2448697,53406.054
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SRI LANKA,SRI LANKA,Sugarcane equivalents,20158001,409172.5368
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SUDAN,SUDAN,Sugarcane equivalents,3200363,80109.081
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SUDAN,SUDAN,Sugarcane equivalents,11560445,236219.085
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SUDAN,SUDAN,Sugarcane equivalents,636052,8216.316
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SURINAME,SURINAME,Sugarcane equivalents,57638,1217.232
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,SURINAME,SURINAME,Sugarcane equivalents,195418,3902.7501
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,TANZANIA,TANZANIA,Sugarcane equivalents,745142,14789.3688
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,TANZANIA,TANZANIA,Sugarcane equivalents,734178,13146.1056
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,TANZANIA,TANZANIA,Sugarcane equivalents,1036989,14378.553
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,TOGO,TOGO,Sugarcane equivalents,1407393,25265.1717
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,TOGO,TOGO,Sugarcane equivalents,5281234,103730.9895
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,TOGO,TOGO,Sugarcane equivalents,8319427,126120.4506
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,TURKEY,TURKEY,Sugarcane equivalents,590217,10270.395
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,112850,2054.079
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,2371948,45189.738
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,2266685,57259.734435
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,20185465,322284.9951
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,66493308,981153.5357268
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,VENEZUELA,VENEZUELA,Sugarcane equivalents,219565,4914.5742
2017,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,VENEZUELA,VENEZUELA,Sugarcane equivalents,200773,3286.5264
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,VIETNAM,VIETNAM,Sugarcane equivalents,1279430,26626.95
2015,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,YEMEN,YEMEN,Sugarcane equivalents,1558346,32865.264
2016,BRAZIL,SANTOS,VA&E TRADING DO BRASIL LTDA,VA&E TRADING DO BRASIL LTDA,YEMEN,YEMEN,Sugarcane equivalents,23621836,465454.3014
2017,BRAZIL,SANTOS,VALE DO PARANA S/A - ALCOOL E ACUCAR,VALE DO PARANA S/A - ALCOOL E ACUCAR,BANGLADESH,BANGLADESH,Sugarcane equivalents,1565191,34238.2027959
2017,BRAZIL,SANTOS,VALE DO PARANA S/A - ALCOOL E ACUCAR,VALE DO PARANA S/A - ALCOOL E ACUCAR,IRAQ,IRAQ,Sugarcane equivalents,1205986,29224.599165
2017,BRAZIL,SANTOS,VALE DO PARANA S/A - ALCOOL E ACUCAR,VALE DO PARANA S/A - ALCOOL E ACUCAR,MALAYSIA,MALAYSIA,Sugarcane equivalents,623816,15244.3472985
2017,BRAZIL,SANTOS,VALE DO PARANA S/A - ALCOOL E ACUCAR,VALE DO PARANA S/A - ALCOOL E ACUCAR,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,1711136,41838.7972041
2017,BRAZIL,SANTOS,VALE DO PARANA S/A - ALCOOL E ACUCAR,VALE DO PARANA S/A - ALCOOL E ACUCAR,VENEZUELA,VENEZUELA,Sugarcane equivalents,802135,19513.2788226
2017,BRAZIL,SANTOS,VALE DO PONTAL ACUCAR E ALCOOL,VALE DO PONTAL ACUCAR E ALCOOL,ALGERIA,ALGERIA,Sugarcane equivalents,2409847,58658.9654421
2017,BRAZIL,SANTOS,VALE DO PONTAL ACUCAR E ALCOOL,VALE DO PONTAL ACUCAR E ALCOOL,BANGLADESH,BANGLADESH,Sugarcane equivalents,340931,8323.7215086
2017,BRAZIL,SANTOS,VALE DO PONTAL ACUCAR E ALCOOL,VALE DO PONTAL ACUCAR E ALCOOL,INDIA,INDIA,Sugarcane equivalents,2171941,53509.899105
2017,BRAZIL,SANTOS,VALE DO PONTAL ACUCAR E ALCOOL,VALE DO PONTAL ACUCAR E ALCOOL,MALAYSIA,MALAYSIA,Sugarcane equivalents,301075,7607.7
2017,BRAZIL,SANTOS,VALE DO PONTAL ACUCAR E ALCOOL,VALE DO PONTAL ACUCAR E ALCOOL,MOROCCO,MOROCCO,Sugarcane equivalents,407277,9943.5225618
2017,BRAZIL,SANTOS,VALE DO PONTAL ACUCAR E ALCOOL,VALE DO PONTAL ACUCAR E ALCOOL,NIGERIA,NIGERIA,Sugarcane equivalents,2223763,54181.7807382
2017,BRAZIL,SANTOS,VALE DO PONTAL ACUCAR E ALCOOL,VALE DO PONTAL ACUCAR E ALCOOL,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,1055953,24968.5246539
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,ALGERIA,ALGERIA,Sugarcane equivalents,3245863,82650.0528
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,ALGERIA,ALGERIA,Sugarcane equivalents,3305770,84776.8690197
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,ALGERIA,ALGERIA,Sugarcane equivalents,16425381,290883.1254489
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,BAHRAIN,BAHRAIN,Sugarcane equivalents,1252811,34462.881
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,BAHRAIN,BAHRAIN,Sugarcane equivalents,768642,15215.4
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,BANGLADESH,BANGLADESH,Sugarcane equivalents,12393859,276756.7372731
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,BANGLADESH,BANGLADESH,Sugarcane equivalents,9908270,201744.8000577
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,BANGLADESH,BANGLADESH,Sugarcane equivalents,11295217,192808.8869301
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,CANADA,CANADA,Sugarcane equivalents,3609774,58792.2903846
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,CHILE,CHILE,Sugarcane equivalents,1068775,22823.1
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,14603475,345642.15564
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,11426822,280970.9846496
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,EGYPT,EGYPT,Sugarcane equivalents,2708102,67399.4139336
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,EGYPT,EGYPT,Sugarcane equivalents,2975711,59061.846411
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,EGYPT,EGYPT,Sugarcane equivalents,9598168,208673.3074248
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,GEORGIA,GEORGIA,Sugarcane equivalents,1999022,34561.7811
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,INDIA,INDIA,Sugarcane equivalents,3248478,88090.9429014
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,INDIA,INDIA,Sugarcane equivalents,9884870,166998.9506562
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,INDIA,INDIA,Sugarcane equivalents,19259859,394042.5332325
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,INDONESIA,INDONESIA,Sugarcane equivalents,1574500,38038.5
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,INDONESIA,INDONESIA,Sugarcane equivalents,16771436,319696.1480439
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,INDONESIA,INDONESIA,Sugarcane equivalents,6078286,102542.5526445
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,IRAN,IRAN,Sugarcane equivalents,2444010,46079.8389
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,IRAQ,IRAQ,Sugarcane equivalents,219163,6515.5309803
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,IRAQ,IRAQ,Sugarcane equivalents,4012018,82872.7910406
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,ISRAEL,ISRAEL,Sugarcane equivalents,1801543,45646.2
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,ISRAEL,ISRAEL,Sugarcane equivalents,6821451,124994.511
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,KENYA,KENYA,Sugarcane equivalents,3748895,86811.4647
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,LEBANON,LEBANON,Sugarcane equivalents,1964378,38038.5
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,MALAYSIA,MALAYSIA,Sugarcane equivalents,1564346,48174.162633
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,MALAYSIA,MALAYSIA,Sugarcane equivalents,866489,19264.065786
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,MALAYSIA,MALAYSIA,Sugarcane equivalents,5721130,118798.7620815
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,MAURITIUS,MAURITIUS,Sugarcane equivalents,1026135,24040.332
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,MOROCCO,MOROCCO,Sugarcane equivalents,263621,7607.7
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,MOROCCO,MOROCCO,Sugarcane equivalents,4711326,89379.5427351
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,MOROCCO,MOROCCO,Sugarcane equivalents,587261,15529.0959018
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,NEW ZEALAND,NEW ZEALAND,Sugarcane equivalents,653251,12933.09
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,NIGERIA,NIGERIA,Sugarcane equivalents,1072382,27007.335
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,NIGERIA,NIGERIA,Sugarcane equivalents,2993875,49450.05
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,NIGERIA,NIGERIA,Sugarcane equivalents,5893273,119521.8054972
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,PERU,PERU,Sugarcane equivalents,1062340,31952.34
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,2069785,52035.0551676
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,3063995,91292.4
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,6220516,171759.0429
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,5921530,120008.7439434
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,2580672,48571.5356271
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,SOUTH AFRICA,SOUTH AFRICA,Sugarcane equivalents,488956,11288.1226752
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,TUNISIA,TUNISIA,Sugarcane equivalents,1063158,31952.34
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,TUNISIA,TUNISIA,Sugarcane equivalents,496784,12172.32
2015,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,4612319,121472.830593
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,3431588,64422.5970006
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,5474472,100646.1888732
2017,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,1300711,21243.2926257
2016,BRAZIL,SANTOS,VALE DO TIJUCO ACUCAR E ALCOOL,VALE DO TIJUCO ACUCAR E ALCOOL,VIETNAM,VIETNAM,Sugarcane equivalents,1544359,37277.73
2017,BRAZIL,SANTOS,VIRGOLINO DE OLIVEIRA - ACUCAR E ALCOOL,VIRGOLINO DE OLIVEIRA - ACUCAR E ALCOOL,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,322555,7824.0401649
2015,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,ALGERIA,ALGERIA,Sugarcane equivalents,1059988,35908.8993621
2016,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,ALGERIA,ALGERIA,Sugarcane equivalents,1401055,29588.6352177
2017,BRAZIL,SANTOS,WD AGROINDUSTRIAL LTDA,WD AGROINDUSTRIAL LTDA,ALGERIA,ALGERIA,Sugarcane equivalents,1956758,51625.1446839
