YEAR,COUNTRY OF PRODUCTION,PORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COCOA_EQUIVALENT_TONNES
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE SALGADO S A I C,SUCESORES DE JOSE SALGADO S A I C,ARGENTINA,ARGENTINA,Cocoa equivalents,637688.34,249.78
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE SALGADO S A I C,SUCESORES DE JOSE SALGADO S A I C,ARGENTINA,ARGENTINA,Cocoa equivalents,788555.46,299.736
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SWEETWATER,SWEETWATER,UNITED STATES,UNITED STATES,Cocoa equivalents,63732,15.45971014008
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SWEETWATER,SWEETWATER,UNITED STATES,UNITED STATES,Cocoa equivalents,172800,41.043478248
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,THE BAKING PRODUCT W L L,THE BAKING PRODUCT W L L,BAHRAIN,BAHRAIN,Cocoa equivalents,850,0.1717391304
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,THE OBROMA BV,THE OBROMA BV,GERMANY,EUROPEAN UNION,Cocoa equivalents,331656,103.04347824
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,THE OBROMA BV,THE OBROMA BV,GERMANY,EUROPEAN UNION,Cocoa equivalents,1181443.28,377.82608688
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,THEOBROMA USA INC,THEOBROMA USA INC,UNITED STATES,UNITED STATES,Cocoa equivalents,407088,103.04347824
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TOREN GIDA SANAYI VE TICARET A S,TOREN GIDA SANAYI VE TICARET A S,TURKEY,TURKEY,Cocoa equivalents,217777.45,57.164579696034
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TOREN GIDA SANAYI VE TICARET A S,TOREN GIDA SANAYI VE TICARET A S,TURKEY,TURKEY,Cocoa equivalents,2196867.15,608.375594176374
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TOREN GIDA SANAYI VE TICARET A S,TOREN GIDA SANAYI VE TICARET A S,TURKEY,TURKEY,Cocoa equivalents,300219,102.667980644136
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TORN AND GLASSER INC,TORN AND GLASSER INC,UNITED STATES,UNITED STATES,Cocoa equivalents,17018.7,3.2
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TORN AND GLASSER INC,TORN AND GLASSER INC,UNITED STATES,UNITED STATES,Cocoa equivalents,19180.7,3.29
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TORN AND GLASSER INC,TORN AND GLASSER INC,UNITED STATES,UNITED STATES,Cocoa equivalents,5994,0.9
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TORN AND GLASSER INC,TORN AND GLASSER INC,UNITED STATES,UNITED STATES,Cocoa equivalents,20246.4,2.32
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TORN AND GLASSER INC,TORN AND GLASSER INC,UNITED STATES,UNITED STATES,Cocoa equivalents,27972,4.2
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRADER JOE S CO,TRADER JOE S CO,UNITED STATES,UNITED STATES,Cocoa equivalents,796962.24,78.1204187204813
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRADER JOE S,TRADER JOE S,UNITED STATES,UNITED STATES,Cocoa equivalents,1017643.2,105.546584413338
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRADER JOE S,TRADER JOE S,UNITED STATES,UNITED STATES,Cocoa equivalents,1405935.36,138.548786172952
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRADER JOE S,TRADER JOE S,UNITED STATES,UNITED STATES,Cocoa equivalents,1351910.4,141.185780937412
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRADER JOE S,TRADER JOE S,UNITED STATES,UNITED STATES,Cocoa equivalents,1316831.76,137.454195719608
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRADER JOE S,TRADER JOE S,UNITED STATES,UNITED STATES,Cocoa equivalents,1647586.08,164.760651374697
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRADER JOE S,TRADER JOE S,UNITED STATES,UNITED STATES,Cocoa equivalents,1059117.12,106.318670047589
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRANSMAR COMMODITY GROUP LTD,TRANSMAR COMMODITY GROUP LTD,UNITED STATES,UNITED STATES,Cocoa equivalents,387000,103.04347824
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,ESTONIA,EUROPEAN UNION,Cocoa equivalents,466876.08,200.376
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2884612.9,951.786
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,ESTONIA,EUROPEAN UNION,Cocoa equivalents,3389770.93,1152.162
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,GERMANY,EUROPEAN UNION,Cocoa equivalents,440827.18,200.376
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,GERMANY,EUROPEAN UNION,Cocoa equivalents,112000,34.34782608
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,306960,68.69565216
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,482400,137.39130432
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRONADOR S CIAL,TRONADOR S CIAL,ARGENTINA,ARGENTINA,Cocoa equivalents,55346.57,13.222144924742
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,UNIKA LTD,UNIKA LTD,BRAZIL,BRAZIL,Cocoa equivalents,22800,5.043478264
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,UNIKA LTD,UNIKA LTD,BRAZIL,BRAZIL,Cocoa equivalents,5120,1.260869566
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1012398.25,268.73895648
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,951891.17,312.984
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,W J BEITLER CO,W J BEITLER CO,UNITED STATES,UNITED STATES,Cocoa equivalents,97000,22.80193236
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ZAO ASCOL,ZAO ASCOL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,968564.16,332.665140026592
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ZAO ASCOL,ZAO ASCOL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,3047749.27,798.602869386772
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ZAO ASCOL,ZAO ASCOL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,295000,68.69565216
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SURCACAO S A S,SURCACAO S A S,COCOA BEAN Y NIB N V,COCOA BEAN Y NIB N V,BELGIUM,EUROPEAN UNION,Cocoa equivalents,78750,37.5
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SURCACAO S A S,SURCACAO S A S,GUANG CHONG COCOA MANUFACTURER SDN BHD,GUANG CHONG COCOA MANUFACTURER SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,118350,50.13
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SURCACAO S A S,SURCACAO S A S,GUANG CHONG COCOA MANUFACTURER SDN BHD,GUANG CHONG COCOA MANUFACTURER SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,234100,100
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SURCACAO S A S,SURCACAO S A S,TACHIBANA INTL PTE LTD,TACHIBANA INTL PTE LTD,BELGIUM,EUROPEAN UNION,Cocoa equivalents,72025,25
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SURCACAO S A S,SURCACAO S A S,VOLLERS TALLINN OU,VOLLERS TALLINN OU,ESTONIA,EUROPEAN UNION,Cocoa equivalents,120000,50
2017,COLOMBIA,ESPECIAL DE CARTAGENA,WAYCOLOMBIA CAFE S A S,WAYCOLOMBIA CAFE S A S,JAMES HINTON JR,JAMES HINTON JR,CANADA,CANADA,Cocoa equivalents,2910.64,0.42372
2018,COLOMBIA,ESPECIAL DE CARTAGENA,WAYCOLOMBIA CAFE S A S,WAYCOLOMBIA CAFE S A S,JANIMAN UG,JANIMAN UG,GERMANY,EUROPEAN UNION,Cocoa equivalents,1806,0.35
2017,COLOMBIA,IPIALES,ASOC PARA EL FORTALEC INTEG DEL DARIEN Y CARIBE COLOMBIANO,ASOC PARA EL FORTALEC INTEG DEL DARIEN Y CARIBE COLOMBIANO,REPUBLICA DEL CACAO CACAOREPUBLIC CIA LTD,REPUBLICA DEL CACAO CACAOREPUBLIC CIA LTD,ECUADOR,ECUADOR,Cocoa equivalents,46500,15
2014,COLOMBIA,IPIALES,AVON COLOMBIA S A S,AVON COLOMBIA S A S,PRODS AVON S A EDUADOR,PRODS AVON S A EDUADOR,ECUADOR,ECUADOR,Cocoa equivalents,4.23,0.000429347826
2015,COLOMBIA,IPIALES,AVON COLOMBIA S A S,AVON COLOMBIA S A S,PRODS AVON S A EDUADOR,PRODS AVON S A EDUADOR,ECUADOR,ECUADOR,Cocoa equivalents,108.18,0.01083673912824
2016,COLOMBIA,IPIALES,AVON COLOMBIA S A S,AVON COLOMBIA S A S,PRODS AVON S A EDUADOR,PRODS AVON S A EDUADOR,ECUADOR,ECUADOR,Cocoa equivalents,336.05,0.044652173904
2017,COLOMBIA,IPIALES,AVON COLOMBIA S A S,AVON COLOMBIA S A S,PRODS AVON S A EDUADOR,PRODS AVON S A EDUADOR,ECUADOR,ECUADOR,Cocoa equivalents,136.89,0.015456521736
2018,COLOMBIA,IPIALES,AVON COLOMBIA S A S,AVON COLOMBIA S A S,PRODS AVON S A EDUADOR,PRODS AVON S A EDUADOR,ECUADOR,ECUADOR,Cocoa equivalents,15.21,0.001717391304
2014,COLOMBIA,IPIALES,AVON COLOMBIA S A S,AVON COLOMBIA S A S,QUALIPHARM LAB FARMACEUTICO S A,QUALIPHARM LAB FARMACEUTICO S A,ECUADOR,ECUADOR,Cocoa equivalents,344.52,0.04262565216528
2015,COLOMBIA,IPIALES,AVON COLOMBIA S A S,AVON COLOMBIA S A S,QUALIPHARM LAB FARMACEUTICO S A,QUALIPHARM LAB FARMACEUTICO S A,ECUADOR,ECUADOR,Cocoa equivalents,181.02,0.023184782604
2018,COLOMBIA,IPIALES,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,CORP DISTRIBUIDORA DE ALIMENTOS S A,CORP DISTRIBUIDORA DE ALIMENTOS S A,ECUADOR,ECUADOR,Cocoa equivalents,11329.6,4.413043481
2018,COLOMBIA,IPIALES,GIRONES S A,GIRONES S A,CONFITECA C A CONFITES ECUATORIANOS,CONFITECA C A CONFITES ECUATORIANOS,ECUADOR,ECUADOR,Cocoa equivalents,7700,2.280193236
2015,COLOMBIA,IPIALES,GIRONES S A,GIRONES S A,CONFITECA S A,CONFITECA S A,ECUADOR,ECUADOR,Cocoa equivalents,21500,4.560386472
2017,COLOMBIA,IPIALES,GIRONES S A,GIRONES S A,CONFITECA S A,CONFITECA S A,ECUADOR,ECUADOR,Cocoa equivalents,10650,3.420289854
2018,COLOMBIA,IPIALES,GIRONES S A,GIRONES S A,CONFITECA S A,CONFITECA S A,ECUADOR,ECUADOR,Cocoa equivalents,11670,3.420289854
2013,COLOMBIA,IPIALES,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CORP FAVORITA C A,CORP FAVORITA C A,ECUADOR,ECUADOR,Cocoa equivalents,16732.8,1.5130434792
2014,COLOMBIA,SANTA MARTA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,CAFE CACAO,CAFE CACAO,JAPAN,JAPAN,Cocoa equivalents,21137.5,3.125
2017,COLOMBIA,SANTA MARTA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,ECOM AGROTRADE LTD,ECOM AGROTRADE LTD,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,54000,9
2013,COLOMBIA,SANTA MARTA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,HOTEL CHOCOLATE LTD,HOTEL CHOCOLATE LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,8050,1.05
2016,COLOMBIA,SANTA MARTA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,HOTEL CHOCOLATE LTD,HOTEL CHOCOLATE LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,21920,3
2017,COLOMBIA,SANTA MARTA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,HOTEL CHOCOLATE LTD,HOTEL CHOCOLATE LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,77420,12
2013,COLOMBIA,SANTA MARTA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,WILLIES CACAO LTD,WILLIES CACAO LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,14500,5
2015,COLOMBIA,SANTA MARTA,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ADM INTERNATIONAL SARL,ADM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2103209.81,699.916
2016,COLOMBIA,SANTA MARTA,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ADM INTERNATIONAL SARL,ADM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,451439.81,149.98
2017,COLOMBIA,SANTA MARTA,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CWT COMMODITIES LTD,CWT COMMODITIES LTD,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,559921.62,24.965
2015,COLOMBIA,SANTA MARTA,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,GUANG CHONG COCOA MANUFACTURER SDN BHD,GUANG CHONG COCOA MANUFACTURER SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,937070.31,298.906
2016,COLOMBIA,SANTA MARTA,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,GUANG CHONG COCOA MANUFACTURER SDN BHD,GUANG CHONG COCOA MANUFACTURER SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,3660496.34,1296.365
2016,COLOMBIA,SANTA MARTA,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,JB COCOA SDN BHD,JB COCOA SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,939863.35,298.46
2015,COLOMBIA,SANTA MARTA,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,OLAM SUISSE SARL,OLAM SUISSE SARL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,479538.62,149.809
2017,COLOMBIA,SANTA MARTA,COLCOCOA S A S,COLCOCOA S A S,FERRERO TRADING LUX S A,FERRERO TRADING LUX S A,ITALY,EUROPEAN UNION,Cocoa equivalents,1311617,575.716
2017,COLOMBIA,SANTA MARTA,COLCOCOA S A S,COLCOCOA S A S,FERRERO TRADING LUX S A,FERRERO TRADING LUX S A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,839784,350.407
2017,COLOMBIA,SANTA MARTA,COLCOCOA S A S,COLCOCOA S A S,FERRETERO TRADING LUX S A,FERRETERO TRADING LUX S A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,116116,50.05
2016,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,AMANDAU SA,AMANDAU SA,PARAGUAY,PARAGUAY,Cocoa equivalents,100182.24,24.322724639652
2017,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,AMANDAU SA,AMANDAU SA,PARAGUAY,PARAGUAY,Cocoa equivalents,36909.32,10.374521739888
2016,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASCOLI HFD S R L,ASCOLI HFD S R L,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,2247152.8,601.084028855372
2017,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASCOLI HFD S R L,ASCOLI HFD S R L,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,1406084.56,408.46060377231
2018,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASCOLI HFD S R L,ASCOLI HFD S R L,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,348854.2,95.6514492558
2016,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASSOCIATED BRANDS INDS LTD,ASSOCIATED BRANDS INDS LTD,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Cocoa equivalents,1424011.5,365.700927488046
2017,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASSOCIATED BRANDS INDS LTD,ASSOCIATED BRANDS INDS LTD,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Cocoa equivalents,1816334.1,468.419412977003
2018,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ASSOCIATED BRANDS INDS LTD,ASSOCIATED BRANDS INDS LTD,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Cocoa equivalents,1935510.13,545.634376734158
2016,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ATLAS KING GRAL TRADING LLC,ATLAS KING GRAL TRADING LLC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,87056.55,22.816753616034
2016,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BOHNKAF KOLONIAL GMBH AND CO KG,BOHNKAF KOLONIAL GMBH AND CO KG,GERMANY,EUROPEAN UNION,Cocoa equivalents,399900,103.04347824
2017,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,145542.05,43.920108686395
2018,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,344782.35,91.29067630758
2016,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,GERMANY,EUROPEAN UNION,Cocoa equivalents,172680.32,48.49033815
2017,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,GERMANY,EUROPEAN UNION,Cocoa equivalents,256820.01,86.272946838
2018,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,GERMANY,EUROPEAN UNION,Cocoa equivalents,117384.32,34.925333325264
2016,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,267094.52,59.0679442646632
2017,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,233612.95,59.36594201534
2018,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,5538.46,0.9
2016,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE COLONIAL SA,CHOCOLATE COLONIAL SA,ARGENTINA,ARGENTINA,Cocoa equivalents,1876343.91,509.183710012414
2017,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE COLONIAL SA,CHOCOLATE COLONIAL SA,ARGENTINA,ARGENTINA,Cocoa equivalents,1584266.25,437.349043363276
2018,COLOMBIA,SANTA MARTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CHOCOLATE COLONIAL SA,CHOCOLATE COLONIAL SA,ARGENTINA,ARGENTINA,Cocoa equivalents,574683.63,167.069043434296
