YEAR,COUNTRY OF PRODUCTION,PORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COCOA_EQUIVALENT_TONNES
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,FINO DE AROMA CO LTD,FINO DE AROMA CO LTD,JAPAN,JAPAN,Cocoa equivalents,136,0.02
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,FINO DE AROMA CO LTD,FINO DE AROMA CO LTD,JAPAN,JAPAN,Cocoa equivalents,27214,5.01000000072
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,FINO DE AROMA CO LTD,FINO DE AROMA CO LTD,JAPAN,JAPAN,Cocoa equivalents,37005.8,5.953797102236
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GAC LOGISTICS PARK,GAC LOGISTICS PARK,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,165600,54.724637664
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GENERAL COCOA CO,GENERAL COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,763245.85,434.36543472
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GENERAL COCOA CO,GENERAL COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,523669.84,168.88365216
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GEORGALOS HNOS SAICA,GEORGALOS HNOS SAICA,ARGENTINA,ARGENTINA,Cocoa equivalents,720423.58,278.217188338104
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GEORGALOS HNOS SAICA,GEORGALOS HNOS SAICA,ARGENTINA,ARGENTINA,Cocoa equivalents,584489.86,164.277526538224
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GEORGALOS HNOS SAICA,GEORGALOS HNOS SAICA,ARGENTINA,ARGENTINA,Cocoa equivalents,907963.46,234.323304288462
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GEORGALOS HNOS SAICA,GEORGALOS HNOS SAICA,ARGENTINA,ARGENTINA,Cocoa equivalents,1059355.65,265.145970946608
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GEORGALOS HNOS SAICA,GEORGALOS HNOS SAICA,ARGENTINA,ARGENTINA,Cocoa equivalents,672790.3,170.94608690292
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GEORGALOS HNOS SAICA,GEORGALOS HNOS SAICA,ARGENTINA,ARGENTINA,Cocoa equivalents,432122.8,128.43062798382
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GOLOSINAS O E N P S A,GOLOSINAS O E N P S A,ARGENTINA,ARGENTINA,Cocoa equivalents,279883.25,64.987830905678
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GOLOSINAS O E N P S A,GOLOSINAS O E N P S A,ARGENTINA,ARGENTINA,Cocoa equivalents,991696.26,267.077043410724
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GOLOSINAS O E N P S A,GOLOSINAS O E N P S A,ARGENTINA,ARGENTINA,Cocoa equivalents,918717.84,232.111478205038
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GOLOSINAS O E N P S A,GOLOSINAS O E N P S A,ARGENTINA,ARGENTINA,Cocoa equivalents,1089289.52,288.026673835817
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GOLOSINAS O E N P S A,GOLOSINAS O E N P S A,ARGENTINA,ARGENTINA,Cocoa equivalents,442609.9,121.595284996112
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GUANG CHONG COCOA MANUFACTURER SDN BHD,GUANG CHONG COCOA MANUFACTURER SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,1035693.45,425.799
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GUIDO GOBINO S R L,GUIDO GOBINO S R L,ITALY,EUROPEAN UNION,Cocoa equivalents,34030.89,10.35
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ICAM S P A,ICAM S P A,ITALY,EUROPEAN UNION,Cocoa equivalents,762430.65,300.564
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INSUQUIM SRL,INSUQUIM SRL,PARAGUAY,PARAGUAY,Cocoa equivalents,34695.4,7.8804347875
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INSUQUIM SRL,INSUQUIM SRL,PARAGUAY,PARAGUAY,Cocoa equivalents,181175,47.282608725
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INTL COMMODITY TRADE MANAGEMENT LTD,INTL COMMODITY TRADE MANAGEMENT LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,278000,68.69565216
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INTL COMMODITY TRADERS LTD,INTL COMMODITY TRADERS LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,353000,274.78260864
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INTL FOODS AND INGREDIENTS,INTL FOODS AND INGREDIENTS,UNITED STATES,UNITED STATES,Cocoa equivalents,32990,6.93007246475
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INTL FOODS AND INGREDIENTS,INTL FOODS AND INGREDIENTS,UNITED STATES,UNITED STATES,Cocoa equivalents,35294.5,7.32594202976
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INTL FOODS AND INGREDIENTS,INTL FOODS AND INGREDIENTS,UNITED STATES,UNITED STATES,Cocoa equivalents,80890.5,16.984490337097
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INTL FOODS AND INGREDIENTS,INTL FOODS AND INGREDIENTS,UNITED STATES,UNITED STATES,Cocoa equivalents,13788,2.1782608698
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INTL FOODS AND INGREDIENTS,INTL FOODS AND INGREDIENTS,UNITED STATES,UNITED STATES,Cocoa equivalents,51259.2,10.714434782808
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INTL FOODS AND INGREDIENTS,INTL FOODS AND INGREDIENTS,UNITED STATES,UNITED STATES,Cocoa equivalents,84325.5,17.413272945115
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,JINDAL DRUGS LTD,JINDAL DRUGS LTD,INDIA,INDIA,Cocoa equivalents,476644.4,150.282
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,JINDAL DRUGS LTD,JINDAL DRUGS LTD,INDIA,INDIA,Cocoa equivalents,622737.53,200.376
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,JINDAL DRUGS LTD,JINDAL DRUGS LTD,INDIA,INDIA,Cocoa equivalents,600926.24,200.376
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,JOAQUIN CUTCHET E HIJOS S R L,JOAQUIN CUTCHET E HIJOS S R L,ARGENTINA,ARGENTINA,Cocoa equivalents,157144,68.40579708
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,LE CERCLE DU CACAO S R L,LE CERCLE DU CACAO S R L,BELGIUM,EUROPEAN UNION,Cocoa equivalents,11251,2.26
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,LOPEZ ROBERTO Y LEONARDO JAVIER S H,LOPEZ ROBERTO Y LEONARDO JAVIER S H,ARGENTINA,ARGENTINA,Cocoa equivalents,62567.2,49.625
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,L P B DISTRIB,L P B DISTRIB,CANADA,CANADA,Cocoa equivalents,4905.04,1.309896135016
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,MAMUSHKA S R L,MAMUSHKA S R L,ARGENTINA,ARGENTINA,Cocoa equivalents,62700,22.87439613
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,MAMUSHKA S R L,MAMUSHKA S R L,ARGENTINA,ARGENTINA,Cocoa equivalents,68415.6,18.23323670964
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,MERCONTROL ESTUDIOS DE DISTRIBUCION SL,MERCONTROL ESTUDIOS DE DISTRIBUCION SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,12096,0.90782608752
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,MERCONTROL ESTUDIOS DE DISTRIBUCION SL,MERCONTROL ESTUDIOS DE DISTRIBUCION SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,3225.6,0.242086956672
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,MERCONTROL ESTUDIOS DE DISTRIBUCION SL,MERCONTROL ESTUDIOS DE DISTRIBUCION SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,7525.44,0.7081043482656
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,BELGIUM,EUROPEAN UNION,Cocoa equivalents,105698.34,50.094
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,MONER COCOA S A,MONER COCOA S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,56442.4,80.632
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NEDERLAND S A,NEDERLAND S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,4342642.87,1834.297043472
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NEDERLAND S A,NEDERLAND S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,7993769.09,2600.294608656
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NEDERLAND S A,NEDERLAND S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,4940407.4,1653.042
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NEDERLAND S A,NEDERLAND S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,305329.31,100.188
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NEDERLAND S A,NEDERLAND S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,1527098.78,801.159
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NEDERLAND S A,NEDERLAND S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,640540.25,269.07165216
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NESA FZE,NESA FZE,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,126000,28.57487922
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NESA FZE,NESA FZE,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,126000,28.57487922
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NEWCHEM S R L,NEWCHEM S R L,ITALY,EUROPEAN UNION,Cocoa equivalents,47858.12,13.03420289484
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NEWCHEM S R L,NEWCHEM S R L,ITALY,EUROPEAN UNION,Cocoa equivalents,31490.31,9.0724637664
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NORD COCOA OU,NORD COCOA OU,ESTONIA,EUROPEAN UNION,Cocoa equivalents,1246622.12,400.752
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,NORD COCOA OU,NORD COCOA OU,ESTONIA,EUROPEAN UNION,Cocoa equivalents,78283.2,25.047
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ODW LOGISTICS INC,ODW LOGISTICS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,187000,43.323671484
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,OLAM EUROPE LTD,OLAM EUROPE LTD,UNITED STATES,UNITED STATES,Cocoa equivalents,418408,103.04347824
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,138510,34.34782608
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,600000,171.7391304
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,495360,137.39130432
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,OOO ASCOL,OOO ASCOL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,645148.79,188.31652169151
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PASCAL CLAIR SWEETS CAFE AND BAKERY LLC,PASCAL CLAIR SWEETS CAFE AND BAKERY LLC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,5,0.00242818840604
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PASCAL CLAIR SWEETS CAFE AND BAKERY LLC,PASCAL CLAIR SWEETS CAFE AND BAKERY LLC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,8237.5,2.361413043
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PAULISTA SA,PAULISTA SA,ARGENTINA,ARGENTINA,Cocoa equivalents,249069.1,85.119980655168
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PAULISTA SA,PAULISTA SA,ARGENTINA,ARGENTINA,Cocoa equivalents,369251.16,94.731768092988
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PAULISTA SA,PAULISTA SA,ARGENTINA,ARGENTINA,Cocoa equivalents,257433.14,65.76260868018
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PAULISTA SA,PAULISTA SA,ARGENTINA,ARGENTINA,Cocoa equivalents,44876.16,11.420347822506
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PAULISTA SA,PAULISTA SA,ARGENTINA,ARGENTINA,Cocoa equivalents,161407.2,42.905797092
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODS ZAM FRE S A DE C V,PRODS ZAM FRE S A DE C V,MEXICO,MEXICO,Cocoa equivalents,651278.59,234.874205257824
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODS ZAM FRE S A DE C V,PRODS ZAM FRE S A DE C V,MEXICO,MEXICO,Cocoa equivalents,815859.6,221.917641491891
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODS ZAM FRE S A DE C V,PRODS ZAM FRE S A DE C V,MEXICO,MEXICO,Cocoa equivalents,698127,174.438821212668
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODS ZAM FRE S A DE C V,PRODS ZAM FRE S A DE C V,MEXICO,MEXICO,Cocoa equivalents,766827.6,205.769739081168
2017,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODS ZAM FRE S A DE C V,PRODS ZAM FRE S A DE C V,MEXICO,MEXICO,Cocoa equivalents,982752.8,260.021623124988
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODS ZAM FRE S A DE C V,PRODS ZAM FRE S A DE C V,MEXICO,MEXICO,Cocoa equivalents,1032571.64,295.049748721824
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PANAMA,PANAMA,Cocoa equivalents,158189.1,32.533990345868
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PANAMA,PANAMA,Cocoa equivalents,115709.6,27.217166670133
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODUITS DES CHAMPS INC,PRODUITS DES CHAMPS INC,CANADA,CANADA,Cocoa equivalents,4344.02,0.4206260872176
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODUITS DES CHAMPS INC,PRODUITS DES CHAMPS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,17750.4,1.5304434792108
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SEABORNE EXPRESS LLC,SEABORNE EXPRESS LLC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,90900,22.80193236
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SEABORNE EXPRESS LLC,SEABORNE EXPRESS LLC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,57970,16.553140092
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SHINYA NEGAMI,SHINYA NEGAMI,JAPAN,JAPAN,Cocoa equivalents,11040,1.310869566
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SIA POBEDA CONFECTIONERY,SIA POBEDA CONFECTIONERY,LATVIA,EUROPEAN UNION,Cocoa equivalents,66585.41,17.096888883528
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUC DEN AMERICAS CORP,SUC DEN AMERICAS CORP,UNITED STATES,UNITED STATES,Cocoa equivalents,941767.19,400.752
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE SALGADO S A I C,SUCESORES DE JOSE SALGADO S A I C,ARGENTINA,ARGENTINA,Cocoa equivalents,508234.4,199.1332560144
2014,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE SALGADO S A I C,SUCESORES DE JOSE SALGADO S A I C,ARGENTINA,ARGENTINA,Cocoa equivalents,694974.38,224.2257101328
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE SALGADO S A I C,SUCESORES DE JOSE SALGADO S A I C,ARGENTINA,ARGENTINA,Cocoa equivalents,612139.48,197.43191303742
2016,COLOMBIA,ESPECIAL DE CARTAGENA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE SALGADO S A I C,SUCESORES DE JOSE SALGADO S A I C,ARGENTINA,ARGENTINA,Cocoa equivalents,926470.53,282.53530434473
