YEAR,COUNTRY OF PRODUCTION,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2019,COTE D'IVOIRE,STE COOP AGRI DE TOUIH,STE COOP AGRI DE TOUIH,ITALY,EUROPEAN UNION,Cocoa equivalents,399139.726027397,200.2
2018,COTE D'IVOIRE,STE COOP AGRI DE TOUIH,STE COOP AGRI DE TOUIH,MALAYSIA,MALAYSIA,Cocoa equivalents,1642962.01219512,925.925
2019,COTE D'IVOIRE,STE COOP AGRI DE TOUIH,STE COOP AGRI DE TOUIH,MALAYSIA,MALAYSIA,Cocoa equivalents,17209027.4143836,8008
2018,COTE D'IVOIRE,STE COOP AGRI DE TOUIH,STE COOP AGRI DE TOUIH,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4756728.17944251,2502.5
2019,COTE D'IVOIRE,STE COOP AGRI DE TOUIH,STE COOP AGRI DE TOUIH,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,25429698.4246575,11811.8
2018,COTE D'IVOIRE,STE COOP AGRI DE TOUIH,STE COOP AGRI DE TOUIH,SPAIN,EUROPEAN UNION,Cocoa equivalents,666908.282229965,350.35
2019,COTE D'IVOIRE,STE COOP AGRI DE TOUIH,STE COOP AGRI DE TOUIH,SPAIN,EUROPEAN UNION,Cocoa equivalents,4546820.98116438,2202.2
2019,COTE D'IVOIRE,STE COOP AGRI DE TOUIH,STE COOP AGRI DE TOUIH,UNITED STATES,UNITED STATES,Cocoa equivalents,1983415.15924658,900.9
2018,COTE D'IVOIRE,STE COOP AGRI DE TOUIH,STE COOP AGRI DE TOUIH,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00696864111498256,24.981
2019,COTE D'IVOIRE,STE COOP AGRI DE TOUIH,STE COOP AGRI DE TOUIH,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.011986301369863,448.751
2016,COTE D'IVOIRE,STE COOP AGRI DEV DE SASS,STE COOP AGRI DEV DE SASS,GERMANY,EUROPEAN UNION,Cocoa equivalents,561074.157303371,200.2
2019,COTE D'IVOIRE,STE COOP AGRI DEV DE SASS,STE COOP AGRI DEV DE SASS,MALAYSIA,MALAYSIA,Cocoa equivalents,847107.811643836,350.35
2019,COTE D'IVOIRE,STE COOP AGRI DEV DE SASS,STE COOP AGRI DEV DE SASS,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3638098.14383562,1626.625
2017,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,89945.6638370119,25.025
2018,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,103500.644599303,50.05
2019,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,6876745.42636986,2952.95
2018,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,777344.472125435,375.375
2017,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,ESTONIA,EUROPEAN UNION,Cocoa equivalents,390444.470288625,150.15
2018,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,GERMANY,EUROPEAN UNION,Cocoa equivalents,1205998.65679443,550.55
2019,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,GERMANY,EUROPEAN UNION,Cocoa equivalents,1015823.54623288,450.45
2017,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,INDONESIA,INDONESIA,Cocoa equivalents,1886430.07470289,1001
2018,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,INDONESIA,INDONESIA,Cocoa equivalents,195839.733449477,100.1
2019,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,INDONESIA,INDONESIA,Cocoa equivalents,1408167.82876712,600.6
2019,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,ITALY,EUROPEAN UNION,Cocoa equivalents,3289240.21746575,1501.5
2017,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,MALAYSIA,MALAYSIA,Cocoa equivalents,227773.904923599,100.1
2018,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,MALAYSIA,MALAYSIA,Cocoa equivalents,2662943.15679443,1301.3
2019,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,MALAYSIA,MALAYSIA,Cocoa equivalents,411283.916095891,175.175
2018,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,MEXICO,MEXICO,Cocoa equivalents,145179.054006969,75.075
2017,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,373130.623089983,175.175
2018,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3016473.12543554,1401.4
2019,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,10869621.9589041,4729.725
2016,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,SPAIN,EUROPEAN UNION,Cocoa equivalents,170073.813804173,50.05
2017,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,SPAIN,EUROPEAN UNION,Cocoa equivalents,179891.325976231,50.05
2018,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,SPAIN,EUROPEAN UNION,Cocoa equivalents,110999.580139373,50.05
2018,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,TURKEY,TURKEY,Cocoa equivalents,998996.228222997,450.45
2019,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,TURKEY,TURKEY,Cocoa equivalents,704856.121575342,300.3
2016,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,UNITED STATES,UNITED STATES,Cocoa equivalents,340147.638844302,100.1
2017,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,UNITED STATES,UNITED STATES,Cocoa equivalents,1074012.83870968,450.45
2018,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,UNITED STATES,UNITED STATES,Cocoa equivalents,2471672.89721254,1126.125
2019,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,UNITED STATES,UNITED STATES,Cocoa equivalents,351763.67979452,150.15
2017,COTE D'IVOIRE,STE COOP AGR KATANA  COOP CA,STE COOP AGR KATANA  COOP CA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00169779286926995,0.102
2016,COTE D'IVOIRE,STE COOP CA COOP-CA IV DE P AG,STE COOP CA COOP-CA IV DE P AG,BELGIUM,EUROPEAN UNION,Cocoa equivalents,920662.921348314,300.3
2016,COTE D'IVOIRE,STE COOP CA COOP-CA IV DE P AG,STE COOP CA COOP-CA IV DE P AG,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,824498.991974318,275.275
2017,COTE D'IVOIRE,STE COOP CA COOP-CA IV DE P AG,STE COOP CA COOP-CA IV DE P AG,UNITED STATES,UNITED STATES,Cocoa equivalents,12017983.3429542,4262.469
2017,COTE D'IVOIRE,STE COOP CA COOP-CA IV DE P AG,STE COOP CA COOP-CA IV DE P AG,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.0033955857385399,9.438
2016,COTE D'IVOIRE,STE COOP DARLIMANE DE KOKOLOPO,STE COOP DARLIMANE DE KOKOLOPO,BELGIUM,EUROPEAN UNION,Cocoa equivalents,12036174.3900482,4454.989
2016,COTE D'IVOIRE,STE COOP DARLIMANE DE KOKOLOPO,STE COOP DARLIMANE DE KOKOLOPO,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,6753147.60674157,2378.556
2019,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1636910.36643836,700.7
2019,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,CANADA,CANADA,Cocoa equivalents,874761.342465754,375.375
2019,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,FRANCE,EUROPEAN UNION,Cocoa equivalents,1844394.95719178,775.775
2018,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,GERMANY,EUROPEAN UNION,Cocoa equivalents,339974.283972125,150.15
2019,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,GERMANY,EUROPEAN UNION,Cocoa equivalents,3720327.51712328,1626.625
2018,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,INDONESIA,INDONESIA,Cocoa equivalents,239046.043554007,125.125
2019,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,INDONESIA,INDONESIA,Cocoa equivalents,6874457.43664384,2952.95
2019,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,MALAYSIA,MALAYSIA,Cocoa equivalents,3917654.88869863,1701.7
2019,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,MEXICO,MEXICO,Cocoa equivalents,1623238.60616438,700.7
2019,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1203768.70547945,525.525
2018,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,SPAIN,EUROPEAN UNION,Cocoa equivalents,98304.412891986,50.05
2019,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,SPAIN,EUROPEAN UNION,Cocoa equivalents,2726352.72945205,1201.2
2019,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,UNITED STATES,UNITED STATES,Cocoa equivalents,869875.36130137,375.375
2018,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00174216027874564,0.645
2019,COTE D'IVOIRE,STE COOP DESI-CAO NIAPIDOU,STE COOP DESI-CAO NIAPIDOU,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00684931506849316,60.775
2018,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,BELGIUM,EUROPEAN UNION,Cocoa equivalents,289470.167247387,150.15
2019,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,BELGIUM,EUROPEAN UNION,Cocoa equivalents,830995.306506849,375.375
2018,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,ESTONIA,EUROPEAN UNION,Cocoa equivalents,183109.139372822,100.1
2018,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,GERMANY,EUROPEAN UNION,Cocoa equivalents,443517.212543553,225.225
2019,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,GERMANY,EUROPEAN UNION,Cocoa equivalents,52877.5479452055,25.025
2018,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,INDONESIA,INDONESIA,Cocoa equivalents,406781.332752614,200.2
2019,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,INDONESIA,INDONESIA,Cocoa equivalents,490539.022260274,225.225
2018,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,MALAYSIA,MALAYSIA,Cocoa equivalents,672239.360627177,325.325
2019,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,MALAYSIA,MALAYSIA,Cocoa equivalents,2172358.85958904,1001
2018,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,360964.907665505,200.2
2019,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,326001.642123287,150.15
2017,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,96202.896434635,50.05
2019,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,SPAIN,EUROPEAN UNION,Cocoa equivalents,426521.438356164,200.2
2019,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,TURKEY,TURKEY,Cocoa equivalents,769786.880136987,350.35
2019,COTE D'IVOIRE,STE COOP SIMP PROD AGR MOY CAV,STE COOP SIMP PROD AGR MOY CAV,UNITED STATES,UNITED STATES,Cocoa equivalents,103439.02739726,50.05
2017,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,BELGIUM,EUROPEAN UNION,Cocoa equivalents,6757006.49066214,3278.275
2018,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,BELGIUM,EUROPEAN UNION,Cocoa equivalents,4698542.40940767,2312.299
2019,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2091619.98287671,950.95
2017,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,CANADA,CANADA,Cocoa equivalents,396442.567062818,200.2
2018,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,CANADA,CANADA,Cocoa equivalents,29652.6968641115,14.593
2019,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,CANADA,CANADA,Cocoa equivalents,227750.741438356,100.1
2019,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,INDONESIA,INDONESIA,Cocoa equivalents,139901.924657534,75.075
2017,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,ITALY,EUROPEAN UNION,Cocoa equivalents,2824653.28353141,1426.425
2018,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,ITALY,EUROPEAN UNION,Cocoa equivalents,4900814.73867596,2411.841
2019,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,MALAYSIA,MALAYSIA,Cocoa equivalents,1754240.18150685,800.8
2019,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,MEXICO,MEXICO,Cocoa equivalents,910999.595890411,400.4
2016,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,6363363.99197431,2202.231
2017,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,12624858.7266553,4679.386
2018,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1093052.91811847,500.5
2019,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3894350.44006849,1701.7
2018,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,UNITED STATES,UNITED STATES,Cocoa equivalents,1093052.91986063,500.5
2019,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,UNITED STATES,UNITED STATES,Cocoa equivalents,0.00171232876712329,1.76
2019,COTE D'IVOIRE,STE COOP SIMP TIBONI OKROUYO,STE COOP SIMP TIBONI OKROUYO,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00342465753424658,15.29
2018,COTE D'IVOIRE,STE DE NOIX DE CAJOU (SONOCA),STE DE NOIX DE CAJOU (SONOCA),CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,26132.4041811847,95.238
2017,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,386833.100169779,200.2
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2423645.26480836,1176.175
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1022776.24143836,450.45
2017,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,CANADA,CANADA,Cocoa equivalents,567987.487266553,250.25
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,CANADA,CANADA,Cocoa equivalents,186459.777003484,100.1
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,CANADA,CANADA,Cocoa equivalents,530744.467465754,250.25
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,468437.864111498,250.25
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,ESTONIA,EUROPEAN UNION,Cocoa equivalents,978343.865853659,525.525
2017,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,FRANCE,EUROPEAN UNION,Cocoa equivalents,1703124.69439728,700.7
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,FRANCE,EUROPEAN UNION,Cocoa equivalents,640546.580139373,325.325
2017,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,GERMANY,EUROPEAN UNION,Cocoa equivalents,3823179.25127334,1776.775
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,GERMANY,EUROPEAN UNION,Cocoa equivalents,3176366.32229965,1601.6
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,GERMANY,EUROPEAN UNION,Cocoa equivalents,554683.529109589,300.3
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,INDIA,INDIA,Cocoa equivalents,680207.979094077,350.35
2017,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,INDONESIA,INDONESIA,Cocoa equivalents,3221222.17826825,1805.54
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,INDONESIA,INDONESIA,Cocoa equivalents,3076728.74216028,1501.5
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,INDONESIA,INDONESIA,Cocoa equivalents,1132371.60616438,550.55
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,ITALY,EUROPEAN UNION,Cocoa equivalents,395121.988013698,175.175
2016,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,MALAYSIA,MALAYSIA,Cocoa equivalents,1304265.7046549,500.5
2017,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,MALAYSIA,MALAYSIA,Cocoa equivalents,2409345.54159593,1176.175
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,MALAYSIA,MALAYSIA,Cocoa equivalents,11577381.7787456,5730.725
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,MALAYSIA,MALAYSIA,Cocoa equivalents,4662720.94691781,2352.35
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,MEXICO,MEXICO,Cocoa equivalents,1252152.2739726,525.525
2016,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,382585.077046549,150.15
2017,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,11244417.6825127,4654.65
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,14385081.2020906,7207.2
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,18998784.7363014,8283.275
2016,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,SPAIN,EUROPEAN UNION,Cocoa equivalents,275608.808988764,100.1
2017,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,SPAIN,EUROPEAN UNION,Cocoa equivalents,3166512.24787776,1526.525
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,SPAIN,EUROPEAN UNION,Cocoa equivalents,3024985.70557491,1551.55
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,SPAIN,EUROPEAN UNION,Cocoa equivalents,1857406.26883562,950.95
2017,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,TURKEY,TURKEY,Cocoa equivalents,3728476.85229202,1501.5
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,TURKEY,TURKEY,Cocoa equivalents,2718930.53253425,1326.325
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1159915.05993151,475.475
2016,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,UNITED STATES,UNITED STATES,Cocoa equivalents,479127.2070626,175.175
2017,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,UNITED STATES,UNITED STATES,Cocoa equivalents,3576315.21052632,1476.475
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,UNITED STATES,UNITED STATES,Cocoa equivalents,722432.642857142,450.45
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,UNITED STATES,UNITED STATES,Cocoa equivalents,1542733.36130137,700.7
2017,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.0067911714770798,53.538
2018,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1.14459930313589,24.357
2019,COTE D'IVOIRE,STE D USIN TPOR ET EXPT DE C C,STE D USIN TPOR ET EXPT DE C C,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00342465753424658,16.66
2016,COTE D'IVOIRE,STE GENERALE INTERNAT ET MULTI,STE GENERALE INTERNAT ET MULTI,GERMANY,EUROPEAN UNION,Cocoa equivalents,198833.937399679,75.075
2017,COTE D'IVOIRE,STE GENERALE INTERNAT ET MULTI,STE GENERALE INTERNAT ET MULTI,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,0.00169779286926995,0.184
2019,COTE D'IVOIRE,STE IV DE CACAO ET CAFE,STE IV DE CACAO ET CAFE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1189218.59075342,525.525
2019,COTE D'IVOIRE,STE IV DE CACAO ET CAFE,STE IV DE CACAO ET CAFE,GERMANY,EUROPEAN UNION,Cocoa equivalents,1081712.40410959,475.475
2019,COTE D'IVOIRE,STE IV DE CACAO ET CAFE,STE IV DE CACAO ET CAFE,MALAYSIA,MALAYSIA,Cocoa equivalents,232559.220890411,100.1
2019,COTE D'IVOIRE,STE IV DE CACAO ET CAFE,STE IV DE CACAO ET CAFE,SPAIN,EUROPEAN UNION,Cocoa equivalents,892447.47089041,400.4
2017,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,4862091.38879457,2165.794
2018,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,3471029.60801394,1751.75
2019,COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,SUCDEN COTE D'IVOIRE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,24191786.2636986,11186.175
