YEAR,COUNTRY OF PRODUCTION,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2019,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,INDONESIA,INDONESIA,Cocoa equivalents,1990610.46575342,875.875
2018,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,IRAN,IRAN,Cocoa equivalents,2780444.0174216,1501.5
2018,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,MALAYSIA,MALAYSIA,Cocoa equivalents,3275640.13240418,1701.7
2019,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,MALAYSIA,MALAYSIA,Cocoa equivalents,4014954.42465753,1751.75
2016,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1391681.74157303,500.5
2017,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4590518.50254669,2052.05
2018,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,9963849.69512196,5255.25
2019,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,18049836.2311644,8208.2
2019,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,SPAIN,EUROPEAN UNION,Cocoa equivalents,343524.905821918,150.15
2019,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,3478578.15924657,1576.575
2016,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,12033911.258427,3753.75
2018,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1776035.57491289,975.975
2016,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,UNITED STATES,UNITED STATES,Cocoa equivalents,5606871.95345104,1976.975
2017,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,UNITED STATES,UNITED STATES,Cocoa equivalents,10271049.3225806,4654.65
2018,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,UNITED STATES,UNITED STATES,Cocoa equivalents,19633970.076655,10310.3
2019,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,UNITED STATES,UNITED STATES,Cocoa equivalents,2403825.1900685,1101.1
2016,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1.0545746388443,35.685
2017,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00169779286926995,1.547
2018,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.0087108013937282,114.23
2019,COTE D'IVOIRE,BUREAU IVOIRIEN DU CACAO,BUREAU IVOIRIEN DU CACAO,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00342465753424658,24.695
2016,COTE D'IVOIRE,C A B F,C A B F,BELGIUM,EUROPEAN UNION,Cocoa equivalents,756676.44622793,300.3
2017,COTE D'IVOIRE,C A B F,C A B F,BELGIUM,EUROPEAN UNION,Cocoa equivalents,6772182.14601018,3028.025
2018,COTE D'IVOIRE,C A B F,C A B F,BELGIUM,EUROPEAN UNION,Cocoa equivalents,745848.25087108,325.325
2019,COTE D'IVOIRE,C A B F,C A B F,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2805943.67808219,1251.25
2017,COTE D'IVOIRE,C A B F,C A B F,CANADA,CANADA,Cocoa equivalents,3415763.33616299,1251.25
2018,COTE D'IVOIRE,C A B F,C A B F,CANADA,CANADA,Cocoa equivalents,312092.68466899,175.175
2016,COTE D'IVOIRE,C A B F,C A B F,ESTONIA,EUROPEAN UNION,Cocoa equivalents,1477747.93097914,500.5
2019,COTE D'IVOIRE,C A B F,C A B F,ESTONIA,EUROPEAN UNION,Cocoa equivalents,165996.433219178,75.075
2018,COTE D'IVOIRE,C A B F,C A B F,FRANCE,EUROPEAN UNION,Cocoa equivalents,322774.270034843,190.239
2019,COTE D'IVOIRE,C A B F,C A B F,FRANCE,EUROPEAN UNION,Cocoa equivalents,0.00171232876712329,12.671
2016,COTE D'IVOIRE,C A B F,C A B F,GERMANY,EUROPEAN UNION,Cocoa equivalents,366967.13964687,150.414
2017,COTE D'IVOIRE,C A B F,C A B F,GERMANY,EUROPEAN UNION,Cocoa equivalents,861462.758913412,361.101
2018,COTE D'IVOIRE,C A B F,C A B F,GERMANY,EUROPEAN UNION,Cocoa equivalents,348975.980836237,175.175
2019,COTE D'IVOIRE,C A B F,C A B F,GERMANY,EUROPEAN UNION,Cocoa equivalents,465967.590753425,200.2
2017,COTE D'IVOIRE,C A B F,C A B F,INDONESIA,INDONESIA,Cocoa equivalents,227412.161290323,75.075
2019,COTE D'IVOIRE,C A B F,C A B F,INDONESIA,INDONESIA,Cocoa equivalents,640706,275.275
2016,COTE D'IVOIRE,C A B F,C A B F,MALAYSIA,MALAYSIA,Cocoa equivalents,189411.232744783,75.075
2017,COTE D'IVOIRE,C A B F,C A B F,MALAYSIA,MALAYSIA,Cocoa equivalents,784001.723259763,250.25
2018,COTE D'IVOIRE,C A B F,C A B F,MALAYSIA,MALAYSIA,Cocoa equivalents,1114614.93205575,625.625
2019,COTE D'IVOIRE,C A B F,C A B F,MALAYSIA,MALAYSIA,Cocoa equivalents,1508671.89554795,675.675
2016,COTE D'IVOIRE,C A B F,C A B F,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,123101.059390048,50.05
2017,COTE D'IVOIRE,C A B F,C A B F,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2522202.41935484,1354.285
2018,COTE D'IVOIRE,C A B F,C A B F,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,7268766.9390244,3957.175
2019,COTE D'IVOIRE,C A B F,C A B F,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,9195579.25856164,3878.875
2019,COTE D'IVOIRE,C A B F,C A B F,SPAIN,EUROPEAN UNION,Cocoa equivalents,574746.378424658,250.25
2016,COTE D'IVOIRE,C A B F,C A B F,UNITED STATES,UNITED STATES,Cocoa equivalents,5910752.71749599,2002
2018,COTE D'IVOIRE,C A B F,C A B F,UNITED STATES,UNITED STATES,Cocoa equivalents,400825.153310105,225.225
2019,COTE D'IVOIRE,C A B F,C A B F,UNITED STATES,UNITED STATES,Cocoa equivalents,2448873.93150685,1101.1
2018,COTE D'IVOIRE,C A B F,C A B F,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2.28745644599303,10.396
2016,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),BELGIUM,EUROPEAN UNION,Cocoa equivalents,3316111.7271268,1205.57
2017,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),BELGIUM,EUROPEAN UNION,Cocoa equivalents,1672043.88794567,600.6
2016,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),CANADA,CANADA,Cocoa equivalents,3613011.06902087,1206.054
2017,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),CANADA,CANADA,Cocoa equivalents,495528.989813243,200.2
2017,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),ESTONIA,EUROPEAN UNION,Cocoa equivalents,941942.699490661,375.375
2017,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),FRANCE,EUROPEAN UNION,Cocoa equivalents,1863194.10016978,675.675
2016,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),GERMANY,EUROPEAN UNION,Cocoa equivalents,11695344.6260032,4461.655
2017,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),GERMANY,EUROPEAN UNION,Cocoa equivalents,904214.006791171,350.35
2016,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),ITALY,EUROPEAN UNION,Cocoa equivalents,1297645.66613162,500.735
2016,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),MALAYSIA,MALAYSIA,Cocoa equivalents,4341580.22311397,1552.871
2017,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),MALAYSIA,MALAYSIA,Cocoa equivalents,1129396.51952462,450.45
2016,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,18351955.6425656,6616.135
2017,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2685535.14431239,950.95
2016,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),SPAIN,EUROPEAN UNION,Cocoa equivalents,3749278.06741573,1278.199
2017,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),SPAIN,EUROPEAN UNION,Cocoa equivalents,1396683.91341256,525.525
2016,COTE D'IVOIRE,CAFE CACAO INDU. COM. SERV.(2C-ICS),CAFE CACAO INDU. COM. SERV.(2C-ICS),UNITED STATES,UNITED STATES,Cocoa equivalents,16330332.1155698,5612.754
2016,COTE D'IVOIRE,CAGC (COOP.AGRIC.GRD CHANTIER DIVO),CAGC (COOP.AGRIC.GRD CHANTIER DIVO),BELGIUM,EUROPEAN UNION,Cocoa equivalents,947200.855537721,325.325
2016,COTE D'IVOIRE,CAGC (COOP.AGRIC.GRD CHANTIER DIVO),CAGC (COOP.AGRIC.GRD CHANTIER DIVO),NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,455816.412520064,150.15
2016,COTE D'IVOIRE,CAGC (COOP.AGRIC.GRD CHANTIER DIVO),CAGC (COOP.AGRIC.GRD CHANTIER DIVO),UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1562486.41573034,525.525
2017,COTE D'IVOIRE,CAGC (COOP.AGRIC.GRD CHANTIER DIVO),CAGC (COOP.AGRIC.GRD CHANTIER DIVO),UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00169779286926995,2.581
2016,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,702541.325842697,250.25
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2014242.02546689,900.9
2018,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,447847.214285714,225.225
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,3863785.53938356,1751.75
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,BULGARIA,EUROPEAN UNION,Cocoa equivalents,786642.953767123,350.35
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,CANADA,CANADA,Cocoa equivalents,468219.65704584,500.5
2018,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,CANADA,CANADA,Cocoa equivalents,1978990.271777,1001
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,566207.705479452,250.25
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,ESTONIA,EUROPEAN UNION,Cocoa equivalents,4939229.53989814,2652.65
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2080025.04623288,1001
2016,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,FRANCE,EUROPEAN UNION,Cocoa equivalents,828387.353130016,300.3
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,FRANCE,EUROPEAN UNION,Cocoa equivalents,1707142.36672326,1214.492
2018,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,FRANCE,EUROPEAN UNION,Cocoa equivalents,323538.027874564,175.175
2016,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,186758.223113965,75.075
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,778517.220713073,425.425
2018,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,2467435.96515679,1276.275
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,2548490.66609589,1101.1
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,INDONESIA,INDONESIA,Cocoa equivalents,1506981.95585738,775.775
2018,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,INDONESIA,INDONESIA,Cocoa equivalents,231098.590592334,125.125
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,INDONESIA,INDONESIA,Cocoa equivalents,4927555.72431507,2277.275
2016,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,MALAYSIA,MALAYSIA,Cocoa equivalents,2683538.4670947,1026.025
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,MALAYSIA,MALAYSIA,Cocoa equivalents,3852843.06960951,1976.975
2018,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,MALAYSIA,MALAYSIA,Cocoa equivalents,3115480.34320557,1501.5
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,MALAYSIA,MALAYSIA,Cocoa equivalents,6965669.15924658,3253.25
2016,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,MEXICO,MEXICO,Cocoa equivalents,368314.064205457,150.15
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,MEXICO,MEXICO,Cocoa equivalents,1037744.00169779,400.4
2018,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,MEXICO,MEXICO,Cocoa equivalents,189564.390243903,100.1
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,MEXICO,MEXICO,Cocoa equivalents,638849.327054795,300.3
2016,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,11220469.70626,4504.5
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,8594964.01867573,3403.4
2018,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,8365572.4651568,4179.175
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,26494388.5325343,11811.8
2016,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,SPAIN,EUROPEAN UNION,Cocoa equivalents,709241.841091492,250.25
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,SPAIN,EUROPEAN UNION,Cocoa equivalents,4303033.36162988,1751.75
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,SPAIN,EUROPEAN UNION,Cocoa equivalents,763410.393835616,325.325
2016,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,TURKEY,TURKEY,Cocoa equivalents,746086.914927769,300.3
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,TURKEY,TURKEY,Cocoa equivalents,20730169.1782683,10158.873
2018,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,TURKEY,TURKEY,Cocoa equivalents,12271520.7787456,6343.005
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,TURKEY,TURKEY,Cocoa equivalents,14779268.3270548,8058.05
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,3048360.22602739,1251.25
2016,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,UNITED STATES,UNITED STATES,Cocoa equivalents,2633631.72873194,950.95
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,UNITED STATES,UNITED STATES,Cocoa equivalents,3102979.47198641,1451.45
2018,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,UNITED STATES,UNITED STATES,Cocoa equivalents,8089835.78919861,4154.15
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,UNITED STATES,UNITED STATES,Cocoa equivalents,2972605.05308219,1276.275
2016,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00160513643659711,5.835
2017,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00169779286926995,3.719
2018,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00522648083623692,132.95
2019,COTE D'IVOIRE,CAP ARMAZENS GERAIS LTDA,CAP ARMAZENS GERAIS LTDA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00513698630136987,77.171
2017,COTE D'IVOIRE,CAPODU,CAPODU,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1520553.74533107,525.525
2016,COTE D'IVOIRE,CAPODU,CAPODU,GERMANY,EUROPEAN UNION,Cocoa equivalents,1659977.62760835,500.5
2016,COTE D'IVOIRE,CAPODU,CAPODU,ITALY,EUROPEAN UNION,Cocoa equivalents,325665.277688603,100.1
2017,COTE D'IVOIRE,CAPODU,CAPODU,ITALY,EUROPEAN UNION,Cocoa equivalents,1987118.15959253,575.575
2016,COTE D'IVOIRE,CAPODU,CAPODU,TURKEY,TURKEY,Cocoa equivalents,1077084.55216694,350.35
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,AUSTRALIA,AUSTRALIA,Cocoa equivalents,651534.820224719,199.51690815
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,31069430.3675762,8591.74891832415
2017,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,7044284.3582343,1926.43532728267
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,BRAZIL,BRAZIL,Cocoa equivalents,2409605.91653291,785.6239133629
2017,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,BRAZIL,BRAZIL,Cocoa equivalents,946218.528013582,277.35978278085
2018,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,BRAZIL,BRAZIL,Cocoa equivalents,313123.473867596,97.078760929821
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,CANADA,CANADA,Cocoa equivalents,85732.4221508828,24.020826101866
2018,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,CANADA,CANADA,Cocoa equivalents,332101.660278746,108.093717458397
2019,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,CANADA,CANADA,Cocoa equivalents,209855.69520548,72.062478305598
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2766878.21829855,866.47342968
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,ISRAEL,ISRAEL,Cocoa equivalents,245898.589085072,66.3847826499
2017,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,ISRAEL,ISRAEL,Cocoa equivalents,286179.894736842,81.1369565721
2018,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,ISRAEL,ISRAEL,Cocoa equivalents,24120.7038327526,7.3760869611
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,JAPAN,JAPAN,Cocoa equivalents,607776.27447833,182.41545888
2017,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,JAPAN,JAPAN,Cocoa equivalents,77979.8115449915,22.80193236
2017,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,MOZAMBIQUE,MOZAMBIQUE,Cocoa equivalents,22020.7775891341,7.3760869611
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,210806945.71589,63717.1011920318
2017,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,263205066.390493,91569.3651318317
2018,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,198983853.134146,74885.8370307182
2019,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,268693111.94863,98340.2101778412
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,SENEGAL,SENEGAL,Cocoa equivalents,598628.672552167,162.2739131442
2017,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,SENEGAL,SENEGAL,Cocoa equivalents,677889.429541596,177.0260870664
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,3753611.27608346,1163.18840544
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,SPAIN,EUROPEAN UNION,Cocoa equivalents,188208.06741573,84
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,SWITZERLAND,SWITZERLAND,Cocoa equivalents,227342.271268058,68.40579708
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,811554.632423755,250.82125596
2017,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,731754.001697793,314.666666568
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,UNITED STATES,UNITED STATES,Cocoa equivalents,5120354.02407704,1450.34682653476
2017,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,UNITED STATES,UNITED STATES,Cocoa equivalents,4328159.08658744,1324.2962180719
2018,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,UNITED STATES,UNITED STATES,Cocoa equivalents,4852425.90940767,1829.57424640317
2019,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,UNITED STATES,UNITED STATES,Cocoa equivalents,3969831.55650685,1314.86482639411
2016,COTE D'IVOIRE,CARGILL COCOA SARL,CARGILL,URUGUAY,URUGUAY,Cocoa equivalents,43337.3836276083,21
2017,COTE D'IVOIRE,CARGIL WEST AFRICA,CARGILL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,17052298.2665535,6606.6
2018,COTE D'IVOIRE,CARGIL WEST AFRICA,CARGILL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,18713215.5783972,9359.35
2019,COTE D'IVOIRE,CARGIL WEST AFRICA,CARGILL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,14781921.3578767,6406.4
2018,COTE D'IVOIRE,CARGIL WEST AFRICA,CARGILL,BRAZIL,BRAZIL,Cocoa equivalents,12683938.815331,7007
2019,COTE D'IVOIRE,CARGIL WEST AFRICA,CARGILL,BRAZIL,BRAZIL,Cocoa equivalents,34671444.0273973,16016
2016,COTE D'IVOIRE,CARGIL WEST AFRICA,CARGILL,COTE D'IVOIRE,COTE D'IVOIRE,Cocoa equivalents,0.00481540930979133,307.429
2017,COTE D'IVOIRE,CARGIL WEST AFRICA,CARGILL,COTE D'IVOIRE,COTE D'IVOIRE,Cocoa equivalents,0.00509337860780985,660.445
2016,COTE D'IVOIRE,CARGIL WEST AFRICA,CARGILL,FRANCE,EUROPEAN UNION,Cocoa equivalents,34829007.6998395,12062.05
2017,COTE D'IVOIRE,CARGIL WEST AFRICA,CARGILL,FRANCE,EUROPEAN UNION,Cocoa equivalents,57863369.0882852,24799.775
