YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,WOOD_PULP_EQUIVALENT_TONNES
2016,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,180802392,448614
2017,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,192150353,422444
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,FRANCE,EUROPEAN UNION,Wood pulp equivalents,828776,1700
2016,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,FRANCE,EUROPEAN UNION,Wood pulp equivalents,6440638,15302
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,ITALY,EUROPEAN UNION,Wood pulp equivalents,99096281,214052
2016,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,ITALY,EUROPEAN UNION,Wood pulp equivalents,97144813,222214
2017,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,ITALY,EUROPEAN UNION,Wood pulp equivalents,89867078,191336
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,JORDAN,JORDAN,Wood pulp equivalents,7573433,15000
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,160280268,338974
2016,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,43073867,100186
2017,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,29831329,60942
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,12958532,28700
2016,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,20757988,50362
2017,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,66065819,149280
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,SPAIN,EUROPEAN UNION,Wood pulp equivalents,17417170,37506
2016,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,SPAIN,EUROPEAN UNION,Wood pulp equivalents,18068833,42640
2017,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,SPAIN,EUROPEAN UNION,Wood pulp equivalents,9264181,18840
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,TAIWAN,TAIWAN,Wood pulp equivalents,29009409,64318
2016,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,TAIWAN,TAIWAN,Wood pulp equivalents,26708245,63182
2017,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,TAIWAN,TAIWAN,Wood pulp equivalents,35097140,79884
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,TURKEY,TURKEY,Wood pulp equivalents,14509360,37500
2016,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,TURKEY,TURKEY,Wood pulp equivalents,4669185,12570
2017,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,TURKEY,TURKEY,Wood pulp equivalents,10410640,22000
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,UNITED KINGDOM,EUROPEAN UNION,Wood pulp equivalents,19834801,40972
2016,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,UNITED KINGDOM,EUROPEAN UNION,Wood pulp equivalents,2670012,5818
2017,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,UNITED KINGDOM,EUROPEAN UNION,Wood pulp equivalents,2787163,5618
2015,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,UNITED STATES,UNITED STATES,Wood pulp equivalents,557268351,1167892
2016,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,UNITED STATES,UNITED STATES,Wood pulp equivalents,499643701,1160610.72
2017,BRAZIL,VITORIA,FIBRIA CELULOSE S/A,FIBRIA CELULOSE S/A,UNITED STATES,UNITED STATES,Wood pulp equivalents,563905397,1186596
2017,BRAZIL,VITORIA,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,FIBRIA-MS CELULOSE SUL MATO-GROSSENSE LTDA,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,6846545,23868
2017,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CANADA,CANADA,Wood pulp equivalents,3363740,7498
2015,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CAYMAN ISLANDS,CAYMAN ISLANDS,Wood pulp equivalents,10115676,18892
2016,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CAYMAN ISLANDS,CAYMAN ISLANDS,Wood pulp equivalents,11831132,32890
2017,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CAYMAN ISLANDS,CAYMAN ISLANDS,Wood pulp equivalents,9135974,21590
2015,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHINA (HONG KONG),CHINA (HONG KONG),Wood pulp equivalents,36555538,67690
2016,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHINA (HONG KONG),CHINA (HONG KONG),Wood pulp equivalents,45683519,92878
2015,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,461228109,875136
2016,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,409090883,1021166
2017,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,500029783,1077990
2015,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,FRANCE,EUROPEAN UNION,Wood pulp equivalents,71513016,134136
2016,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,FRANCE,EUROPEAN UNION,Wood pulp equivalents,57174358,145230
2017,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,FRANCE,EUROPEAN UNION,Wood pulp equivalents,43625560,91126
2015,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,GERMANY,EUROPEAN UNION,Wood pulp equivalents,1852837,2500
2015,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,45103182,84444
2016,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,3330311,9798
2017,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,2617619,7288
2015,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,87012688,161058
2016,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,41720729,108748
2017,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,52468192,118282
2017,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,6503409,17098
2015,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SPAIN,EUROPEAN UNION,Wood pulp equivalents,1326285,2524
2017,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,SPAIN,EUROPEAN UNION,Wood pulp equivalents,2043698,3928
2015,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,22615419,45190
2016,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,10572634,28588
2017,BRAZIL,VITORIA,SUZANO PAPEL E CELULOSE S.A.,SUZANO PAPEL E CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,3876910,8558
2015,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,96384915,364472
2016,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,98818946,363622
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,BELGIUM,EUROPEAN UNION,Wood pulp equivalents,112995395,372092
2015,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,44627009,160400
2016,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,41389027,151742
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Wood pulp equivalents,40244100,134870
2015,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,FRANCE,EUROPEAN UNION,Wood pulp equivalents,5614091,20450
2016,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,FRANCE,EUROPEAN UNION,Wood pulp equivalents,2480505,8500
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,FRANCE,EUROPEAN UNION,Wood pulp equivalents,7629486,25160
2015,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,GERMANY,EUROPEAN UNION,Wood pulp equivalents,20372610,75072
2016,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,GERMANY,EUROPEAN UNION,Wood pulp equivalents,12825480,44500
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,GERMANY,EUROPEAN UNION,Wood pulp equivalents,24342887,80676
2015,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,15558321,56120
2016,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,13784785,50116
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,ITALY,EUROPEAN UNION,Wood pulp equivalents,19703978,63436
2015,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,70576677,263068
2016,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,49943871,191812
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,NETHERLANDS,EUROPEAN UNION,Wood pulp equivalents,67056039,221146
2015,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,15359490,56000
2016,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,7424691,32000
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,SOUTH KOREA,SOUTH KOREA,Wood pulp equivalents,2725396,10000
2015,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,SPAIN,EUROPEAN UNION,Wood pulp equivalents,14651630,53820
2016,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,SPAIN,EUROPEAN UNION,Wood pulp equivalents,13352643,49124
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,SPAIN,EUROPEAN UNION,Wood pulp equivalents,16175377,53582
2015,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,TAIWAN,TAIWAN,Wood pulp equivalents,30758285,112588
2016,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,TAIWAN,TAIWAN,Wood pulp equivalents,19554693,73654
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,TAIWAN,TAIWAN,Wood pulp equivalents,29022513,97514
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,TURKEY,TURKEY,Wood pulp equivalents,1654014,6000
2015,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,UNITED KINGDOM,EUROPEAN UNION,Wood pulp equivalents,4221673,15070
2016,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,UNITED KINGDOM,EUROPEAN UNION,Wood pulp equivalents,14676518,52688
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,UNITED KINGDOM,EUROPEAN UNION,Wood pulp equivalents,12212385,39874
2015,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,851657,3386
2016,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,4876240,20114
2017,BRAZIL,VITORIA,VERACEL CELULOSE S.A.,VERACEL CELULOSE S.A.,UNITED STATES,UNITED STATES,Wood pulp equivalents,2184727,7128
