YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COCOA_EQUIVALENT_TONNES
2014,PERU,PUERTO DEL CALLAO,CASA LUKER DEL PERU S A C,TAIWAN,TAIWAN,Cocoa equivalents,310607.97,99.506
2014,PERU,PUERTO DEL CALLAO,CASTRO VELA ALFREDO ALFONSO,COSTA RICA,COSTA RICA,Cocoa equivalents,173.7,0.0072500000045
2016,PERU,PUERTO DEL CALLAO,CASTRO VELA ALFREDO ALFONSO,COSTA RICA,COSTA RICA,Cocoa equivalents,283.9,0.0154456521835
2015,PERU,PUERTO DEL CALLAO,CELIS CHUMBILE LEOPOLDO ELIAS,CANADA,CANADA,Cocoa equivalents,73.7,0.00622869565604
2013,PERU,PUERTO DEL CALLAO,CENTRAL DE COOPERATIVAS AGRARIAS CAFETAL,GERMANY,EUROPEAN UNION,Cocoa equivalents,250806.09,87.584
2013,PERU,PUERTO DEL CALLAO,CENTRAL DE COOPERATIVAS AGRARIAS CAFETAL,MALAYSIA,MALAYSIA,Cocoa equivalents,108954.45,49.37
2013,PERU,PUERTO DEL CALLAO,CENTRAL DE COOPERATIVAS AGRARIAS CAFETAL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,273019.06,100.119
2013,PERU,PUERTO DEL CALLAO,CENTRAL DE COOPERATIVAS AGRARIAS CAFETAL,UNITED STATES,UNITED STATES,Cocoa equivalents,114715.26,50.094
2014,PERU,PUERTO DEL CALLAO,CGS GENERAL DISTRIBUTION S A C,CZECH REPUBLIC,EUROPEAN UNION,Cocoa equivalents,1600,0.09456521745
2015,PERU,PUERTO DEL CALLAO,CGS GENERAL DISTRIBUTION S A C,CZECH REPUBLIC,EUROPEAN UNION,Cocoa equivalents,1000,0.1260869566
2016,PERU,PUERTO DEL CALLAO,CGS GENERAL DISTRIBUTION S A C,CZECH REPUBLIC,EUROPEAN UNION,Cocoa equivalents,300,0.04
2016,PERU,PUERTO DEL CALLAO,CGS GENERAL DISTRIBUTION S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,6.9,0.00058630434819
2015,PERU,PUERTO DEL CALLAO,CHOCOMUSEO SOCIEDAD ANONIMA CERRADA CH,AUSTRALIA,AUSTRALIA,Cocoa equivalents,4567.09,0.28081
2016,PERU,PUERTO DEL CALLAO,CHOCOMUSEO SOCIEDAD ANONIMA CERRADA CH,AUSTRALIA,AUSTRALIA,Cocoa equivalents,2080,0.14701
2017,PERU,PUERTO DEL CALLAO,CHOCOMUSEO SOCIEDAD ANONIMA CERRADA CH,SPAIN,EUROPEAN UNION,Cocoa equivalents,263.64,0.02149804347576
2018,PERU,PUERTO DEL CALLAO,CHOCOMUSEO SOCIEDAD ANONIMA CERRADA CH,TAIWAN,TAIWAN,Cocoa equivalents,1320,0.1
2016,PERU,PUERTO DEL CALLAO,COFFEECOA PERU S A C,GERMANY,EUROPEAN UNION,Cocoa equivalents,71221.5,24.99
2015,PERU,PUERTO DEL CALLAO,COFFEECOA PERU S A C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,479235.5,148.271
2016,PERU,PUERTO DEL CALLAO,COFFEECOA PERU S A C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,109740.75,37.205
2016,PERU,PUERTO DEL CALLAO,COFFEECOA PERU S A C,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,53597,15.6465
2017,PERU,PUERTO DEL CALLAO,COFFEECOA PERU S A C,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,146689.62,4.035
2014,PERU,PUERTO DEL CALLAO,COFFEECOA PERU S A C,SPAIN,EUROPEAN UNION,Cocoa equivalents,315253.21,100.08
2016,PERU,PUERTO DEL CALLAO,COFFEECOA PERU S A C,SPAIN,EUROPEAN UNION,Cocoa equivalents,415491.32,150.155
2013,PERU,PUERTO DEL CALLAO,COLCA CANYON COFFEE PERU SAC,BELGIUM,EUROPEAN UNION,Cocoa equivalents,296159.04,124.968
2013,PERU,PUERTO DEL CALLAO,COLCA CANYON COFFEE PERU SAC,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,62434.88,25.024
2016,PERU,PUERTO DEL CALLAO,COM ALT DE PROD NO TRAD Y DES EN LAT AME,FRANCE,EUROPEAN UNION,Cocoa equivalents,600.55,0.027739130452
2017,PERU,PUERTO DEL CALLAO,COM ALT DE PROD NO TRAD Y DES EN LAT AME,FRANCE,EUROPEAN UNION,Cocoa equivalents,83.22,0.003782608698
2016,PERU,PUERTO DEL CALLAO,COM ALT DE PROD NO TRAD Y DES EN LAT AME,GERMANY,EUROPEAN UNION,Cocoa equivalents,5400,0.6869565216
2018,PERU,PUERTO DEL CALLAO,COMERCIAL INDUSTRIAL DEL CACAO S A C,GERMANY,EUROPEAN UNION,Cocoa equivalents,6270,0.9782608698
2017,PERU,PUERTO DEL CALLAO,COMERCIAL INDUSTRIAL DEL CACAO S A C,ITALY,EUROPEAN UNION,Cocoa equivalents,50539,11.14499999911
2018,PERU,PUERTO DEL CALLAO,COMERCIAL INDUSTRIAL DEL CACAO S A C,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,167859.74,38.5873956519315
2018,PERU,PUERTO DEL CALLAO,COMERCIALIZADORA EL GRANERO E I R L,UNITED STATES,UNITED STATES,Cocoa equivalents,1033,0.05162630437987
2017,PERU,PUERTO DEL CALLAO,COMITE CENTRAL CON DESARROLLO AL FUTURO,ITALY,EUROPEAN UNION,Cocoa equivalents,119800.77,50.252
2018,PERU,PUERTO DEL CALLAO,COMITE CENTRAL CON DESARROLLO AL FUTURO,ITALY,EUROPEAN UNION,Cocoa equivalents,778925.7,301.032
2013,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,BOLIVIA,BOLIVIA,Cocoa equivalents,5700,2.576086956
2013,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,COLOMBIA,COLOMBIA,Cocoa equivalents,42000,22.80193236
2014,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,COLOMBIA,COLOMBIA,Cocoa equivalents,852328.73,308.023746148352
2015,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,COLOMBIA,COLOMBIA,Cocoa equivalents,169120,68.40579708
2016,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,COLOMBIA,COLOMBIA,Cocoa equivalents,941528,433.23671484
2017,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,COLOMBIA,COLOMBIA,Cocoa equivalents,250800,114.0096618
2014,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,COSTA RICA,COSTA RICA,Cocoa equivalents,694064,232.72946863
2015,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,COSTA RICA,COSTA RICA,Cocoa equivalents,665864,248.66036229617
2016,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,COSTA RICA,COSTA RICA,Cocoa equivalents,353120,117.77777778
2013,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,FRANCE,EUROPEAN UNION,Cocoa equivalents,676200,274.78260864
2017,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,FRANCE,EUROPEAN UNION,Cocoa equivalents,490000,171.7391304
2014,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,GERMANY,EUROPEAN UNION,Cocoa equivalents,849000,206.08695648
2015,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,GERMANY,EUROPEAN UNION,Cocoa equivalents,212800,68.69565216
2016,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,GERMANY,EUROPEAN UNION,Cocoa equivalents,435000,103.04347824
2017,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,GERMANY,EUROPEAN UNION,Cocoa equivalents,4582936,1545.6521736
2013,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1293000,515.2173912
2014,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3698320,893.04347808
2015,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3577800,1064.78260848
2016,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,7514600,1957.82608656
2017,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,667000,240.43478256
2015,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,PANAMA,PANAMA,Cocoa equivalents,30400,10.086956528
2014,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,SPAIN,EUROPEAN UNION,Cocoa equivalents,151000,34.34782608
2013,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,955000,343.4782608
2014,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,465000,103.04347824
2015,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,802600,240.43478256
2016,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1904000,480.86956512
2017,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1446112,480.86956512
2013,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,UNITED STATES,UNITED STATES,Cocoa equivalents,2992600,1133.47826064
2014,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,UNITED STATES,UNITED STATES,Cocoa equivalents,5928224,1420.239130157
2015,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,UNITED STATES,UNITED STATES,Cocoa equivalents,5566400,1579.99999968
2016,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,UNITED STATES,UNITED STATES,Cocoa equivalents,1624509.2,412.815443395181
2017,PERU,PUERTO DEL CALLAO,COMPAIA NACIONAL DE CHOCOLATES DE PERU,UNITED STATES,UNITED STATES,Cocoa equivalents,2006512,686.9565216
2013,PERU,PUERTO DEL CALLAO,COMPANIA AGROINDUSTRIAL DEL PERU S A C,GERMANY,EUROPEAN UNION,Cocoa equivalents,534100,200
2014,PERU,PUERTO DEL CALLAO,COMPANIA AGROINDUSTRIAL DEL PERU S A C,GERMANY,EUROPEAN UNION,Cocoa equivalents,394200,150
2014,PERU,PUERTO DEL CALLAO,COMPANIA AGROINDUSTRIAL DEL PERU S A C,ITALY,EUROPEAN UNION,Cocoa equivalents,135400,50
2014,PERU,PUERTO DEL CALLAO,COMPANIA AGROINDUSTRIAL DEL PERU S A C,MALAYSIA,MALAYSIA,Cocoa equivalents,73775,25
2013,PERU,PUERTO DEL CALLAO,COMPANIA AGROINDUSTRIAL DEL PERU S A C,MEXICO,MEXICO,Cocoa equivalents,781200,300
2013,PERU,PUERTO DEL CALLAO,COMPANIA AGROINDUSTRIAL DEL PERU S A C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,193650,75
2014,PERU,PUERTO DEL CALLAO,COMPANIA AGROINDUSTRIAL DEL PERU S A C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,344900,125
2018,PERU,PUERTO DEL CALLAO,COMPANIA NACIONAL DE CHOCOLATES DE PERU,COLOMBIA,COLOMBIA,Cocoa equivalents,190000,126.61835746
2018,PERU,PUERTO DEL CALLAO,COMPANIA NACIONAL DE CHOCOLATES DE PERU,COSTA RICA,COSTA RICA,Cocoa equivalents,385800,212.46376812
2018,PERU,PUERTO DEL CALLAO,COMPANIA NACIONAL DE CHOCOLATES DE PERU,GERMANY,EUROPEAN UNION,Cocoa equivalents,6649224,1923.47826048
2018,PERU,PUERTO DEL CALLAO,COMPANIA NACIONAL DE CHOCOLATES DE PERU,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2732832,755.65217376
2018,PERU,PUERTO DEL CALLAO,COMPANIA NACIONAL DE CHOCOLATES DE PERU,UNITED STATES,UNITED STATES,Cocoa equivalents,1507512,480.86956512
2018,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGANICOS DEL,SPAIN,EUROPEAN UNION,Cocoa equivalents,4400,1.15343
2018,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGANICOS DEL,UNITED STATES,UNITED STATES,Cocoa equivalents,1907.21,0.1604456522735
2014,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,6365,0.5673913047
2015,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,15645,1.9812173915
2016,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,3660,0.6
2013,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,CHINA (HONG KONG),CHINA (HONG KONG),Cocoa equivalents,2815.08,0.270144927555
2014,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,CHINA (HONG KONG),CHINA (HONG KONG),Cocoa equivalents,2059,0.16391304358
2015,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,CHINA (HONG KONG),CHINA (HONG KONG),Cocoa equivalents,5335,0.5891304349
2016,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,CHINA (HONG KONG),CHINA (HONG KONG),Cocoa equivalents,1625,0.15760869575
2013,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,25188.75,3.0958695658
2016,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,10063.75,0.90376608751748
2016,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,11620,1.87
2017,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,76735.4,11.384
2013,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,UNITED STATES,UNITED STATES,Cocoa equivalents,1200,0.13152173915
2016,PERU,PUERTO DEL CALLAO,COMPLEMENTOS Y SUPLEMENTOS ORGNICOS DEL,UNITED STATES,UNITED STATES,Cocoa equivalents,2130,0.2260869566
2014,PERU,PUERTO DEL CALLAO,CONFIPERU S.A.,ECUADOR,ECUADOR,Cocoa equivalents,1850.06,0.07809826091804
2015,PERU,PUERTO DEL CALLAO,CONSERVAS Y ALIMENTOS S.A.,COLOMBIA,COLOMBIA,Cocoa equivalents,8800,2.521739132
2016,PERU,PUERTO DEL CALLAO,CONSERVAS Y ALIMENTOS S.A.,GERMANY,EUROPEAN UNION,Cocoa equivalents,133000,34.34782608
2018,PERU,PUERTO DEL CALLAO,CONSERVAS Y ALIMENTOS S.A.,GERMANY,EUROPEAN UNION,Cocoa equivalents,635600,206.08695648
2015,PERU,PUERTO DEL CALLAO,CONSERVAS Y ALIMENTOS S.A.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,115600,34.34782608
2013,PERU,PUERTO DEL CALLAO,CONSERVAS Y ALIMENTOS S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,1188001,446.52173904
2014,PERU,PUERTO DEL CALLAO,CONSERVAS Y ALIMENTOS S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,1466512.59,343.4782608
2015,PERU,PUERTO DEL CALLAO,CONSERVAS Y ALIMENTOS S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,1032100,309.13043472
2016,PERU,PUERTO DEL CALLAO,CONSERVAS Y ALIMENTOS S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,494860,137.39130432
2017,PERU,PUERTO DEL CALLAO,CONSERVAS Y ALIMENTOS S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,677032,240.43478256
2018,PERU,PUERTO DEL CALLAO,CONSERVAS Y ALIMENTOS S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,216000,68.69565216
2014,PERU,PUERTO DEL CALLAO,CONSORCIO SANGUINETI SOCIEDAD ANONIMA CE,FRANCE,EUROPEAN UNION,Cocoa equivalents,7.24,0.0108260869575
2013,PERU,PUERTO DEL CALLAO,CONSORCIO SANGUINETI SOCIEDAD ANONIMA CE,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,0.87,0.00103869565226
2014,PERU,PUERTO DEL CALLAO,CONSORCIO SANGUINETI SOCIEDAD ANONIMA CE,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,18.75,0.00578137681311
2016,PERU,PUERTO DEL CALLAO,COOL EARTH ACTION,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,6303.92,1.80112
2013,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,202126.08,74.88
2014,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,571683.84,174.72
2015,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,263978.71,72.552
2016,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1220267.58,375.6
2017,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,693249.86,259.388
2018,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,652507.4,243.401
2014,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,ESTONIA,EUROPEAN UNION,Cocoa equivalents,173416.32,50.048
2015,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,ESTONIA,EUROPEAN UNION,Cocoa equivalents,470170.93,150.144
2016,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,ESTONIA,EUROPEAN UNION,Cocoa equivalents,597322.87,200.128
2017,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,ESTONIA,EUROPEAN UNION,Cocoa equivalents,104800.51,50.048
2018,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,ESTONIA,EUROPEAN UNION,Cocoa equivalents,200893,100.096
2013,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,FRANCE,EUROPEAN UNION,Cocoa equivalents,48000,12
2013,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,745825.19,274.888
2014,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,816832.25,250.152
2015,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,666709.07,200.912
2016,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,437085.31,149.996
2017,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,125775,50
2015,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,INDONESIA,INDONESIA,Cocoa equivalents,315626.56,96
2013,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,ITALY,EUROPEAN UNION,Cocoa equivalents,195686.4,74.88
2014,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,ITALY,EUROPEAN UNION,Cocoa equivalents,242767.92,74.92
2016,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,ITALY,EUROPEAN UNION,Cocoa equivalents,42500,12.5
2017,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,ITALY,EUROPEAN UNION,Cocoa equivalents,110105.6,50.048
2018,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,ITALY,EUROPEAN UNION,Cocoa equivalents,5000,1
2013,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,MEXICO,MEXICO,Cocoa equivalents,86881.92,28.96
2014,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,MEXICO,MEXICO,Cocoa equivalents,523725.32,149.88
2015,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,MEXICO,MEXICO,Cocoa equivalents,184620,50
2013,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,335418.52,124.68
2014,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,517136.37,162
2015,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,617975,175
2016,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1599991.8,491.35
2017,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,563077.4,249.896
2018,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,445157.8,200.096
2016,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,SPAIN,EUROPEAN UNION,Cocoa equivalents,127722.5,50.048
2017,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,SPAIN,EUROPEAN UNION,Cocoa equivalents,495749.46,225.146
2015,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,UNITED STATES,UNITED STATES,Cocoa equivalents,177187,50.024
2016,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,UNITED STATES,UNITED STATES,Cocoa equivalents,158047.43,49.9
2017,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,UNITED STATES,UNITED STATES,Cocoa equivalents,356840.54,163.4054
2018,PERU,PUERTO DEL CALLAO,COOP AGRAR CAFETALERA ORO VERDE LTDA,UNITED STATES,UNITED STATES,Cocoa equivalents,209074.1,74.96
2013,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA EL QUINACHO L 78,BELGIUM,EUROPEAN UNION,Cocoa equivalents,561100.8,199.68
2014,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA EL QUINACHO L 78,BELGIUM,EUROPEAN UNION,Cocoa equivalents,778353.28,224.64
2015,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA EL QUINACHO L 78,BELGIUM,EUROPEAN UNION,Cocoa equivalents,632585.94,174.64
2016,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA EL QUINACHO L 78,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2484265.13,728.1792
2017,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA EL QUINACHO L 78,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1908822.61,803.50187
2018,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA EL QUINACHO L 78,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1871342.7,703.1972
2015,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA EL QUINACHO L 78,UNITED STATES,UNITED STATES,Cocoa equivalents,86338.12,24.755
2014,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA JOSE OLAYA LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,79649.46,25.047
2015,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA JOSE OLAYA LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,86708.16,25.024
2016,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA JOSE OLAYA LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,327278.55,99.341
2017,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA JOSE OLAYA LTDA,GERMANY,EUROPEAN UNION,Cocoa equivalents,67500,25
2015,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA JOSE OLAYA LTDA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,178234.45,50.094
2015,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA MATEO PUMACAHUA,GERMANY,EUROPEAN UNION,Cocoa equivalents,80076.8,25.024
2016,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA MATEO PUMACAHUA,GERMANY,EUROPEAN UNION,Cocoa equivalents,81703.36,25.024
2013,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,70137.6,24.96
2015,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,171225.6,49.92
2016,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,243884.16,99.8
2017,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,49920,24.812
