YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COCOA_EQUIVALENT_TONNES
2014,PERU,PUERTO DEL CALLAO,MAPA LOGISTICA INTERNACIONAL,ITALY,EUROPEAN UNION,Cocoa equivalents,409.6,0.064304347866
2015,PERU,PUERTO DEL CALLAO,MAPA LOGISTICA INTERNACIONAL,ITALY,EUROPEAN UNION,Cocoa equivalents,1140,0.288
2016,PERU,PUERTO DEL CALLAO,MARANON CACAO S R L,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,28000,5.6
2017,PERU,PUERTO DEL CALLAO,MARANON CACAO S R L,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,96855,22
2016,PERU,PUERTO DEL CALLAO,MARANON CACAO S R L,UNITED STATES,UNITED STATES,Cocoa equivalents,76125,15.24
2017,PERU,PUERTO DEL CALLAO,MARANON CACAO S R L,UNITED STATES,UNITED STATES,Cocoa equivalents,100720,23.1
2018,PERU,PUERTO DEL CALLAO,MARANON CACAO S R L,UNITED STATES,UNITED STATES,Cocoa equivalents,82500,16.5
2018,PERU,PUERTO DEL CALLAO,MAREMI S A C,ITALY,EUROPEAN UNION,Cocoa equivalents,31.98,0.00675826087376
2013,PERU,PUERTO DEL CALLAO,MAREMI S A C,SWITZERLAND,SWITZERLAND,Cocoa equivalents,47.07,0.00516326087277
2014,PERU,PUERTO DEL CALLAO,MAREMI S A C,SWITZERLAND,SWITZERLAND,Cocoa equivalents,42.48,0.0039717391329
2015,PERU,PUERTO DEL CALLAO,MAREMI S A C,SWITZERLAND,SWITZERLAND,Cocoa equivalents,180.82,0.02221021740509
2017,PERU,PUERTO DEL CALLAO,MCMC PERU S A C,CHILE,CHILE,Cocoa equivalents,148.4,0.008826086962
2016,PERU,PUERTO DEL CALLAO,MEDINA MALPARTIDA MARILU,VIETNAM,VIETNAM,Cocoa equivalents,6,0.00286
2018,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,AUSTRALIA,AUSTRALIA,Cocoa equivalents,16800,3
2017,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,CHILE,CHILE,Cocoa equivalents,6347.39,0.9521739132
2018,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,CHILE,CHILE,Cocoa equivalents,4445,0.47328
2018,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,ITALY,EUROPEAN UNION,Cocoa equivalents,71300,9.782608698
2017,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,MALAYSIA,MALAYSIA,Cocoa equivalents,600,0.0630434783
2018,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,MALAYSIA,MALAYSIA,Cocoa equivalents,5070,0.3521739132
2013,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,10650,3
2016,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,POLAND,EUROPEAN UNION,Cocoa equivalents,142000,20
2018,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,SLOVENIA,EUROPEAN UNION,Cocoa equivalents,865.66,0.0697584541
2016,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,479742.18,63.912
2017,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,403976,63.52
2018,PERU,PUERTO DEL CALLAO,MEMEX SOCIEDAD ANONIMA CERRADA,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,48300,9.1
2018,PERU,PUERTO DEL CALLAO,MERRILL INTERNACIONAL S A C,CZECH REPUBLIC,EUROPEAN UNION,Cocoa equivalents,26.6,0.01
2018,PERU,PUERTO DEL CALLAO,MG AGRO SOCIEDAD ANONIMA CERRADA MG AG,AUSTRALIA,AUSTRALIA,Cocoa equivalents,11195.7,1.260869566
2014,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,AUSTRALIA,AUSTRALIA,Cocoa equivalents,30945.15,4.8030676326
2013,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,CANADA,CANADA,Cocoa equivalents,2248,0.14314021748015
2014,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,CANADA,CANADA,Cocoa equivalents,8595.32,1.09594144899128
2015,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,CANADA,CANADA,Cocoa equivalents,9482.15,0.89669500009972
2016,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,CANADA,CANADA,Cocoa equivalents,9779,0.67953326110101
2017,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,CANADA,CANADA,Cocoa equivalents,13519.82,1.44334934783866
2018,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,CANADA,CANADA,Cocoa equivalents,13332.38,1.33940521758234
2013,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,GERMANY,EUROPEAN UNION,Cocoa equivalents,943.03,0.09120772944
2015,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,GERMANY,EUROPEAN UNION,Cocoa equivalents,168.45,0.026717391304
2016,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,GERMANY,EUROPEAN UNION,Cocoa equivalents,2950,0.5
2017,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,GERMANY,EUROPEAN UNION,Cocoa equivalents,1215,0.2
2013,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,GREECE,EUROPEAN UNION,Cocoa equivalents,706.07,0.2
2016,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,GREECE,EUROPEAN UNION,Cocoa equivalents,5990,0.630434783
2016,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,POLAND,EUROPEAN UNION,Cocoa equivalents,68500,10
2017,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,POLAND,EUROPEAN UNION,Cocoa equivalents,77760.6,12
2016,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,616,0.1
2016,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,SPAIN,EUROPEAN UNION,Cocoa equivalents,798.45,0.23900934777768
2016,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,145500,25
2017,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,165905,26.53260869575
2013,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,UNITED STATES,UNITED STATES,Cocoa equivalents,14528.32,1.9659739129048
2014,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,UNITED STATES,UNITED STATES,Cocoa equivalents,145936.44,26.487231875996
2015,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,UNITED STATES,UNITED STATES,Cocoa equivalents,17726,1.27515195636056
2016,PERU,PUERTO DEL CALLAO,MG NATURA PERU S.A.C.,UNITED STATES,UNITED STATES,Cocoa equivalents,58792.58,10
2014,PERU,PUERTO DEL CALLAO,MIKEL COFFEE S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,321,0.06
2018,PERU,PUERTO DEL CALLAO,MONDO IMPRENDITORE S A C,GERMANY,EUROPEAN UNION,Cocoa equivalents,3.05,0.00137282608725
2015,PERU,PUERTO DEL CALLAO,MONPEZ E I R L,GREECE,EUROPEAN UNION,Cocoa equivalents,1725,0.15
2013,PERU,PUERTO DEL CALLAO,MOYA RODRIGUEZ LUIS ENRIQUE,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,1453.25,0.084195652175
2018,PERU,PUERTO DEL CALLAO,MULTIDIRECTION S A C,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Cocoa equivalents,1722.52,0.1
2018,PERU,PUERTO DEL CALLAO,MULTIDIRECTION S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,198.3,0.01717391304
2015,PERU,PUERTO DEL CALLAO,MULTIPRODUCTOS GLOBALES ANDINOS S A C,AUSTRALIA,AUSTRALIA,Cocoa equivalents,1854.96,1.008
2016,PERU,PUERTO DEL CALLAO,MULTIPRODUCTOS GLOBALES ANDINOS S A C,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,54340.77,7.8413043492
2017,PERU,PUERTO DEL CALLAO,MULTIPRODUCTOS GLOBALES ANDINOS S A C,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,103977.5,14.4760869648
2017,PERU,PUERTO DEL CALLAO,MULTIVENTAS Y MULTISERVICIOS OH CAMPO E,TAIWAN,TAIWAN,Cocoa equivalents,470,0.0630434783
2017,PERU,PUERTO DEL CALLAO,NAIKE E I R L,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,46233.6,8.96
2018,PERU,PUERTO DEL CALLAO,NAIKE E I R L,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,111976.34,20.54491
2015,PERU,PUERTO DEL CALLAO,NAKAYAMA DEL PERU S.A.C.,JAPAN,JAPAN,Cocoa equivalents,2521.65,0.4955951690371
2016,PERU,PUERTO DEL CALLAO,NAKAYAMA DEL PERU S.A.C.,JAPAN,JAPAN,Cocoa equivalents,18105.2,2.63484057922
2017,PERU,PUERTO DEL CALLAO,NAKAYAMA DEL PERU S.A.C.,JAPAN,JAPAN,Cocoa equivalents,5566.8,1.0453043481
2018,PERU,PUERTO DEL CALLAO,NAKAYAMA DEL PERU S.A.C.,JAPAN,JAPAN,Cocoa equivalents,57262,9.228956519772
2016,PERU,PUERTO DEL CALLAO,NATURAL HEALTH FOODS S A C,CHILE,CHILE,Cocoa equivalents,2360,0.25429217407088
2017,PERU,PUERTO DEL CALLAO,NATURAL HEALTH FOODS S A C,CHILE,CHILE,Cocoa equivalents,12000,0.59567891341321
2018,PERU,PUERTO DEL CALLAO,NATURAL HEALTH FOODS S A C,CHILE,CHILE,Cocoa equivalents,15500,1.04559500064899
2014,PERU,PUERTO DEL CALLAO,NATURALIA IMPORT EXPORT S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,3916,0.4
2014,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,AUSTRALIA,AUSTRALIA,Cocoa equivalents,319200,31.21739132
2015,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,BRAZIL,BRAZIL,Cocoa equivalents,3856,0.69351449256
2018,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,BRAZIL,BRAZIL,Cocoa equivalents,0.61,0.0459739130596
2013,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,GERMANY,EUROPEAN UNION,Cocoa equivalents,15000,2
2017,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,MEXICO,MEXICO,Cocoa equivalents,162250,25
2013,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,3717.46,0.5
2014,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,66750,15.14956521728
2013,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,UNITED STATES,UNITED STATES,Cocoa equivalents,1304462,139.441018957619
2014,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,UNITED STATES,UNITED STATES,Cocoa equivalents,1589041,197.1769565469
2015,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,UNITED STATES,UNITED STATES,Cocoa equivalents,2124290,242.0652174555
2016,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,UNITED STATES,UNITED STATES,Cocoa equivalents,2309546,274.2978261625
2017,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,UNITED STATES,UNITED STATES,Cocoa equivalents,1064004.6,165.88782608
2018,PERU,PUERTO DEL CALLAO,NATURAL PERU SRL,UNITED STATES,UNITED STATES,Cocoa equivalents,757056,130.83173912
2017,PERU,PUERTO DEL CALLAO,NATURANDINA DEL PERU S.A.C.,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,16528,1.891304349
2016,PERU,PUERTO DEL CALLAO,NB AGRICULTURE S A C,AUSTRIA,EUROPEAN UNION,Cocoa equivalents,294.74,0.06479
2017,PERU,PUERTO DEL CALLAO,NB AGRICULTURE S A C,AUSTRIA,EUROPEAN UNION,Cocoa equivalents,189,0.073
2017,PERU,PUERTO DEL CALLAO,NB AGRICULTURE S A C,GERMANY,EUROPEAN UNION,Cocoa equivalents,1307.48,0.26009
2018,PERU,PUERTO DEL CALLAO,NO DISPONIBLE LEY 29733,AUSTRALIA,AUSTRALIA,Cocoa equivalents,11232,2.8
2018,PERU,PUERTO DEL CALLAO,NO DISPONIBLE LEY 29733,CANADA,CANADA,Cocoa equivalents,6.2,0.00116
2018,PERU,PUERTO DEL CALLAO,NO DISPONIBLE LEY 29733,GERMANY,EUROPEAN UNION,Cocoa equivalents,23058.78,6.3992
2018,PERU,PUERTO DEL CALLAO,NO DISPONIBLE LEY 29733,UNITED STATES,UNITED STATES,Cocoa equivalents,161,0.02264521740536
2018,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,80,0.01717391304
2016,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,CANADA,CANADA,Cocoa equivalents,32928,5.80869565244
2017,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,CANADA,CANADA,Cocoa equivalents,47435.75,9.958373912
2018,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,CHILE,CHILE,Cocoa equivalents,9059.2,0.98001717452133
2016,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,FINLAND,EUROPEAN UNION,Cocoa equivalents,22360,3.6708695654
2017,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,FINLAND,EUROPEAN UNION,Cocoa equivalents,109322,19.422173913
2018,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,FINLAND,EUROPEAN UNION,Cocoa equivalents,85803.5,15.890434783
2013,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,FRANCE,EUROPEAN UNION,Cocoa equivalents,54167.87,11.714295869518
2014,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,FRANCE,EUROPEAN UNION,Cocoa equivalents,66013.1,10.2755313046239
2015,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,FRANCE,EUROPEAN UNION,Cocoa equivalents,106375.52,19.8801519556102
2016,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,FRANCE,EUROPEAN UNION,Cocoa equivalents,151218,23.9477363065846
2017,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,FRANCE,EUROPEAN UNION,Cocoa equivalents,187383.68,31.2209482625065
2018,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,FRANCE,EUROPEAN UNION,Cocoa equivalents,229392.9,40.4110521731196
2016,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,GERMANY,EUROPEAN UNION,Cocoa equivalents,9832.5,12.99702
2017,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,GERMANY,EUROPEAN UNION,Cocoa equivalents,53741.5,8.840978261075
2013,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,159.58,0.01215478261624
2014,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1016.25,0.10826086959
2015,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,46,0.003152173915
2016,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,430,0.052010869575
2016,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,SERBIA,SERBIA,Cocoa equivalents,350,0.02760869566
2016,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,555744,87.36
2017,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,1181754,193.0956521772
2018,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,305586,63.33
2013,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,SPAIN,EUROPEAN UNION,Cocoa equivalents,3883,0.53864608712257
2014,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,SPAIN,EUROPEAN UNION,Cocoa equivalents,10122,1.1729130436604
2018,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,SPAIN,EUROPEAN UNION,Cocoa equivalents,4875,1.6097826084
2015,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,SWEDEN,EUROPEAN UNION,Cocoa equivalents,16717.5,2.4948543482208
2016,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,SWEDEN,EUROPEAN UNION,Cocoa equivalents,9975,1.319500000122
2017,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,SWEDEN,EUROPEAN UNION,Cocoa equivalents,19192.5,3.56294685963
2018,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,SWEDEN,EUROPEAN UNION,Cocoa equivalents,12847.5,2.67105487852728
2013,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Cocoa equivalents,4429.19,0.33329195672861
2014,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Cocoa equivalents,25391.14,2.58533608852062
2015,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Cocoa equivalents,99456.4,15.1074932634291
2016,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Cocoa equivalents,1286444.18,229.169650165049
2017,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Cocoa equivalents,1182601.6,234.115520876725
2018,PERU,PUERTO DEL CALLAO,NUTRY BODY SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Cocoa equivalents,1166792.04,234.273246560989
2014,PERU,PUERTO DEL CALLAO,ORDOEZ GROUP SOCIEDAD ANONIMA CERRADA O,CHINA (HONG KONG),CHINA (HONG KONG),Cocoa equivalents,9,0.00034673913065
2015,PERU,PUERTO DEL CALLAO,ORDOEZ GROUP SOCIEDAD ANONIMA CERRADA O,JAPAN,JAPAN,Cocoa equivalents,50.78,0.00792188405795
2017,PERU,PUERTO DEL CALLAO,ORGANICA PERU S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,700,0.0630434783
2018,PERU,PUERTO DEL CALLAO,ORGANIC AROMA COCOA PERU S A C AROMA,GERMANY,EUROPEAN UNION,Cocoa equivalents,269955,84.3528912974
2018,PERU,PUERTO DEL CALLAO,ORGANIC AROMA COCOA PERU S A C AROMA,ITALY,EUROPEAN UNION,Cocoa equivalents,280269.2,100.096
2018,PERU,PUERTO DEL CALLAO,ORGANIC AROMA COCOA PERU S A C AROMA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,113159,50.048
2018,PERU,PUERTO DEL CALLAO,ORGANICCROPS EMPRESA INDIVIDUAL DE RESPO,AUSTRALIA,AUSTRALIA,Cocoa equivalents,32380,5.152173912
2016,PERU,PUERTO DEL CALLAO,ORGANICCROPS EMPRESA INDIVIDUAL DE RESPO,SAUDI ARABIA,SAUDI ARABIA,Cocoa equivalents,1194,0.12
2018,PERU,PUERTO DEL CALLAO,ORGANICCROPS EMPRESA INDIVIDUAL DE RESPO,SAUDI ARABIA,SAUDI ARABIA,Cocoa equivalents,3013.96,0.418478260875
2017,PERU,PUERTO DEL CALLAO,ORGANICCROPS EMPRESA INDIVIDUAL DE RESPO,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,3300,0.3782608698
2016,PERU,PUERTO DEL CALLAO,ORGANICCROPS EMPRESA INDIVIDUAL DE RESPO,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,362.32,0.03152173915
2016,PERU,PUERTO DEL CALLAO,ORGANIC HARVEST S A C,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,79206.76,11.01
2017,PERU,PUERTO DEL CALLAO,ORGANIC HARVEST S A C,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,395212.56,78.96
2018,PERU,PUERTO DEL CALLAO,ORGANIC HARVEST S A C,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,5805,1.29
2017,PERU,PUERTO DEL CALLAO,ORGANIC RAINFOREST S A C,BULGARIA,EUROPEAN UNION,Cocoa equivalents,102972.04,15.70304348182
2017,PERU,PUERTO DEL CALLAO,ORGANIC RAINFOREST S A C,CANADA,CANADA,Cocoa equivalents,94319.95,13.4397465969693
2018,PERU,PUERTO DEL CALLAO,ORGANIC RAINFOREST S A C,CANADA,CANADA,Cocoa equivalents,369521.59,72.5037620696718
2018,PERU,PUERTO DEL CALLAO,ORGANIC RAINFOREST S A C,CHILE,CHILE,Cocoa equivalents,6460.49,0.748086956924
2018,PERU,PUERTO DEL CALLAO,ORGANIC RAINFOREST S A C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,59400,12
2018,PERU,PUERTO DEL CALLAO,ORGANIC RAINFOREST S A C,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,131994,26.415
2017,PERU,PUERTO DEL CALLAO,ORGANIC RAINFOREST S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,4012.57,1.19804347875
2018,PERU,PUERTO DEL CALLAO,ORGANIC RAINFOREST S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,61105.02,11.644869565928
2016,PERU,PUERTO DEL CALLAO,ORIGEN PIURA E I R L,ARGENTINA,ARGENTINA,Cocoa equivalents,11287,0.999
2018,PERU,PUERTO DEL CALLAO,ORIGEN PIURA E I R L,SPAIN,EUROPEAN UNION,Cocoa equivalents,1800,0.3
2018,PERU,PUERTO DEL CALLAO,ORIGIN PARTNER S A C,BULGARIA,EUROPEAN UNION,Cocoa equivalents,4893.74,0.7829565216
2016,PERU,PUERTO DEL CALLAO,ORIUNDO TRADING S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,5065.06,0.46656
2018,PERU,PUERTO DEL CALLAO,PACHAKUTEQ S A C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,27711.8,12.544
2014,PERU,PUERTO DEL CALLAO,PASSIONFRUT E I R L,UNITED STATES,UNITED STATES,Cocoa equivalents,32.9,0.00293152174095
2013,PERU,PUERTO DEL CALLAO,PERU NATURALS CORPORATION S.A.C.,AUSTRIA,EUROPEAN UNION,Cocoa equivalents,3545.44,0.44456521739
2014,PERU,PUERTO DEL CALLAO,PERU NATURALS CORPORATION S.A.C.,AUSTRIA,EUROPEAN UNION,Cocoa equivalents,2577,0.1891304349
2014,PERU,PUERTO DEL CALLAO,PERU NATURALS CORPORATION S.A.C.,CANADA,CANADA,Cocoa equivalents,73.99,0.015
2013,PERU,PUERTO DEL CALLAO,PERUVIAN HERITAGE S.A.C,AUSTRALIA,AUSTRALIA,Cocoa equivalents,47744.2,5.672173915
2013,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S & S S.A.C.,AUSTRALIA,AUSTRALIA,Cocoa equivalents,3264,0.1891304349
2017,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S  S S.A.C.,AUSTRALIA,AUSTRALIA,Cocoa equivalents,5800,0.630434783
2018,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S & S S.A.C.,CANADA,CANADA,Cocoa equivalents,1442.1,0.209
2017,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S  S S.A.C.,CHILE,CHILE,Cocoa equivalents,10510.99,1.3782608698
2018,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S & S S.A.C.,CHILE,CHILE,Cocoa equivalents,20630,3.6152173915
2013,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S & S S.A.C.,CZECH REPUBLIC,EUROPEAN UNION,Cocoa equivalents,782,0.0630434783
2016,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S  S S.A.C.,CZECH REPUBLIC,EUROPEAN UNION,Cocoa equivalents,370,0.03152173915
2014,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S & S S.A.C.,GERMANY,EUROPEAN UNION,Cocoa equivalents,1950,0.15760869575
2016,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S  S S.A.C.,GERMANY,EUROPEAN UNION,Cocoa equivalents,1725.24,0.19956
2017,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S  S S.A.C.,GERMANY,EUROPEAN UNION,Cocoa equivalents,3618,0.4860869566
2018,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S & S S.A.C.,GERMANY,EUROPEAN UNION,Cocoa equivalents,1704.8,0.32
2017,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S  S S.A.C.,GREECE,EUROPEAN UNION,Cocoa equivalents,16702.5,2.213586957275
2018,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S & S S.A.C.,GREECE,EUROPEAN UNION,Cocoa equivalents,16050,1.891304349
2015,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S & S S.A.C.,ISRAEL,ISRAEL,Cocoa equivalents,4450,0.3152173915
2017,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S  S S.A.C.,ISRAEL,ISRAEL,Cocoa equivalents,61992.34,10.042289566
2018,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S & S S.A.C.,ISRAEL,ISRAEL,Cocoa equivalents,48309.5,7.886304349
2017,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S  S S.A.C.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,39236.4,7.0065
2018,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S & S S.A.C.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,70305.64,13.42671
2013,PERU,PUERTO DEL CALLAO,PERUVIAN NATURE S & S S.A.C.,SPAIN,EUROPEAN UNION,Cocoa equivalents,1760,0.1260869566
