YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,TYPE,FOB_USD,SOY_EQUIVALENT_TONNES
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,SUPERTIENDAS CANAVERAL S A,SUPERTIENDAS CANAVERAL S A,UNKNOWN COUNTRY,Soy bean equivalents,117624.19,94.59072
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,SUPERTIENDAS CANAVERAL S A,SUPERTIENDAS CANAVERAL S A,UNKNOWN COUNTRY,Soy bean equivalents,520813.71,426.5028
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,ADM SAO PERU,ADM SAO PERU,WIDEWORLD IMPORT Y EXPORT INC,WIDEWORLD IMPORT Y EXPORT INC,UNKNOWN COUNTRY,Soy bean equivalents,295932.24,234.0288
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,ARICA TRADING SA,ARICA TRADING SA,UNKNOWN COUNTRY,Soy bean equivalents,325680,722.16
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,BYS VEGETALES SPA,BYS VEGETALES SPA,UNKNOWN COUNTRY,Soy bean equivalents,199696,529.38
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,INVERS E INMOV REAL CAPITAL LTDA,INVERS E INMOV REAL CAPITAL LTDA,UNKNOWN COUNTRY,Soy bean equivalents,342913,770.1
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,JUAN CARLOS ARANIBAR CASTRO,JUAN CARLOS ARANIBAR CASTRO,UNKNOWN COUNTRY,Soy bean equivalents,43720,110.16
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,SOC PROD Y DISTRIB SOPRODI S A,SOC PROD Y DISTRIB SOPRODI S A,UNKNOWN COUNTRY,Soy bean equivalents,151950,357
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,SOC PROD Y DISTRIB SOPRODI S A,SOC PROD Y DISTRIB SOPRODI S A,UNKNOWN COUNTRY,Soy bean equivalents,31125,76.5
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ETASA,ETASA,AGROSERVICIOS REAL CAPITAL SPA,AGROSERVICIOS REAL CAPITAL SPA,UNKNOWN COUNTRY,Soy bean equivalents,514411.83,1412.7
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ETASA,ETASA,ARICA TRADING SA,ARICA TRADING SA,UNKNOWN COUNTRY,Soy bean equivalents,548642,1466.25
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ETASA,ETASA,BYS VEGETALES SPA,BYS VEGETALES SPA,UNKNOWN COUNTRY,Soy bean equivalents,18179,54.06
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ETASA,ETASA,COMERCIAL SAN FRANCISCO LTDA. - ME,COMERCIAL SAN FRANCISCO LTDA. - ME,UNKNOWN COUNTRY,Soy bean equivalents,110179.76,265.2
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ETASA,ETASA,INVERS E INMOV REAL CAPITAL LTDA,INVERS E INMOV REAL CAPITAL LTDA,UNKNOWN COUNTRY,Soy bean equivalents,79735,188.7
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,GRAN ALIMENTO SRL,GRAN ALIMENTO SRL,AGRICOLA TARAPACA LTDA,AGRICOLA TARAPACA LTDA,UNKNOWN COUNTRY,Soy bean equivalents,645015.78,1271.7462
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,GRAN ALIMENTO SRL,GRAN ALIMENTO SRL,AGRICOLA TARAPACA LTDA,AGRICOLA TARAPACA LTDA,UNKNOWN COUNTRY,Soy bean equivalents,795421.11,1504.5
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,AGROGRAIN LTD,AGROGRAIN,UNKNOWN COUNTRY,Soy bean equivalents,1767150,4681.8
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,AGROSERVICIOS REAL CAPITAL SPA,AGROSERVICIOS REAL CAPITAL SPA,UNKNOWN COUNTRY,Soy bean equivalents,192735,485.6155638
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,ARICA TRADING SA,ARICA TRADING SA,UNKNOWN COUNTRY,Soy bean equivalents,4465401,11110.6195962
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,ARICA TRADING SA,ARICA TRADING SA,UNKNOWN COUNTRY,Soy bean equivalents,4848331.92,10806.7281198
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,BROOM PANAMA S A,BROOM PANAMA S A,UNKNOWN COUNTRY,Soy bean equivalents,331401,920.46891
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,BROOM PANAMA S A,BROOM PANAMA S A,UNKNOWN COUNTRY,Soy bean equivalents,4703531.5,11016.9578004
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,BYS VEGETALES SPA,BYS VEGETALES SPA,UNKNOWN COUNTRY,Soy bean equivalents,8228248.5,20032.4060046
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,BYS VEGETALES SPA,BYS VEGETALES SPA,UNKNOWN COUNTRY,Soy bean equivalents,9744641,23135.924172
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,CANUELAS CHILE SPA,CANUELAS CHILE SPA,UNKNOWN COUNTRY,Soy bean equivalents,209790,527.356116
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,CONTILATIN DEL PERU SA,CONTILATIN DEL PERU SA,CAMEROON,Soy bean equivalents,481000,1224
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,DISTRIB NACIONAL DE CARNES DINACAR,DISTRIB NACIONAL DE CARNES DINACAR,UNKNOWN COUNTRY,Soy bean equivalents,374228,1001.773008
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,DISTRIB NACIONAL DE CARNES DINACAR,DISTRIB NACIONAL DE CARNES DINACAR,UNKNOWN COUNTRY,Soy bean equivalents,445361,1017.5529894
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,GRANELES DE CHILE,GRANELES DE CHILE,UNKNOWN COUNTRY,Soy bean equivalents,198500,509.0309898
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,INVERSIONES E INMOBILIARIAS REAL CA,INVERSIONES E INMOBILIARIAS REAL CA,UNKNOWN COUNTRY,Soy bean equivalents,619306.5,1431.9041928
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,KABSA SA,KABSA SA,UNKNOWN COUNTRY,Soy bean equivalents,138868,303.3824862
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,ALICORP S A A,ALICORP S A A,CAMEROON,Soy bean equivalents,11244329.56,23824.59186
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,ALICORP S A A,ALICORP S A A,CAMEROON,Soy bean equivalents,11650037.44,22829.9256
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,COLCUN S A,COLCUN S A,CAMEROON,Soy bean equivalents,4325588.84,9970.84884
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,INBALNOR SA,INBALNOR SA,UNKNOWN COUNTRY,Soy bean equivalents,1956731.39,4038.36054
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,INBALNOR SA,INBALNOR SA,UNKNOWN COUNTRY,Soy bean equivalents,2112240.01,4080
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,MESEROLE CORPORATION,MESEROLE CORPORATION,CAMEROON,Soy bean equivalents,537977.21,991.1952
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,MESEROLE CORPORATION,MESEROLE CORPORATION,CUBA,Soy bean equivalents,1827422.88,3647.6934
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,PIERRE MICHEL VINCENT,PIERRE MICHEL VINCENT,UNKNOWN COUNTRY,Soy bean equivalents,25206629.41,51996.4074
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,PIERRE MICHEL VINCENT,PIERRE MICHEL VINCENT,UNKNOWN COUNTRY,Soy bean equivalents,16630000,33966
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,ROMERO TRADING S A,ROMERO TRADING S A,CAMEROON,Soy bean equivalents,235887.67,485.0916
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,ROMERO TRADING S A,ROMERO TRADING S A,CAMEROON,Soy bean equivalents,1352468.45,3014.40396
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS DE ACEITE S A,INDUSTRIAS DE ACEITE S A,VITAPRO SA,VITAPRO SA,CAMEROON,Soy bean equivalents,1772112.26,4011.1602
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,AGRICOLA TARAPACA LTDA,AGRICOLA TARAPACA LTDA,UNKNOWN COUNTRY,Soy bean equivalents,699169.36,1522.2582
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,AGRICOLA TARAPACA LTDA,AGRICOLA TARAPACA LTDA,UNKNOWN COUNTRY,Soy bean equivalents,414167.87,822.3852
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,AGRO FARM MANAGEMENT CORP,AGRO FARM MANAGEMENT CORP,UNKNOWN COUNTRY,Soy bean equivalents,1609324.7,3688.7892
2013,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,RADSIL CORP,RADSIL CORP,UNKNOWN COUNTRY,Soy bean equivalents,40147385.94,108787.886208
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,RADSIL CORP,RADSIL CORP,UNKNOWN COUNTRY,Soy bean equivalents,13778298.8,35856.4884
2014,BOLIVIA,FRONTERA TAMBO QUEMADO,ITIKA S A,ITIKA S A,COFRUTT SAS,COFRUTT SAS,UNKNOWN COUNTRY,Soy bean equivalents,188034,246.84
2013,BOLIVIA,FRONTERA VILLAMONTES,ITIKA S A,ITIKA S A,COOPERATIVA CHORTITZER,COOPERATIVA CHORTITZER,UNKNOWN COUNTRY,Soy bean equivalents,400000,1020
2014,BOLIVIA,FRONTERA VILLAMONTES,ITIKA S A,ITIKA S A,COOPERATIVA CHORTITZER,COOPERATIVA CHORTITZER,UNKNOWN COUNTRY,Soy bean equivalents,1430520,3264
2013,BOLIVIA,FRONTERA YACUIBA,ADM SAO PERU,ADM SAO PERU,ADM CHILE COMERCIAL LTDA,ADM CHILE COMERCIAL LTDA,UNKNOWN COUNTRY,Soy bean equivalents,685449.31,1693.37646
2014,BOLIVIA,FRONTERA YACUIBA,ADM SAO PERU,ADM SAO PERU,ADM CHILE COMERCIAL LTDA,ADM CHILE COMERCIAL LTDA,UNKNOWN COUNTRY,Soy bean equivalents,2491245.7,5760.8478
2014,BOLIVIA,FRONTERA YACUIBA,ADM SAO PERU,ADM SAO PERU,AGROGRAIN LTD SUCURSAL URUGUAY,AGROGRAIN,UNKNOWN COUNTRY,Soy bean equivalents,2930.65,3.6822
2013,BOLIVIA,FRONTERA YACUIBA,ADM SAO PERU,ADM SAO PERU,BYS VEGETALES SPA,BYS VEGETALES SPA,UNKNOWN COUNTRY,Soy bean equivalents,659942.1,1450.73478
2013,BOLIVIA,FRONTERA YACUIBA,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,BYS VEGETALES SPA,BYS VEGETALES SPA,UNKNOWN COUNTRY,Soy bean equivalents,123775,279.99
2014,BOLIVIA,FRONTERA YACUIBA,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,BYS VEGETALES SPA,BYS VEGETALES SPA,UNKNOWN COUNTRY,Soy bean equivalents,23865,56.61
2013,BOLIVIA,FRONTERA YACUIBA,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,COMERCIAL SAN FRANCISCO LTDA. - ME,COMERCIAL SAN FRANCISCO LTDA. - ME,UNKNOWN COUNTRY,Soy bean equivalents,278807.5,682.89
2014,BOLIVIA,FRONTERA YACUIBA,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,COMERCIAL SAN FRANCISCO LTDA. - ME,COMERCIAL SAN FRANCISCO LTDA. - ME,UNKNOWN COUNTRY,Soy bean equivalents,378681.81,882.3
2013,BOLIVIA,FRONTERA YACUIBA,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,INVERS E INMOV REAL CAPITAL LTDA,INVERS E INMOV REAL CAPITAL LTDA,UNKNOWN COUNTRY,Soy bean equivalents,146971.5,368.22
2014,BOLIVIA,FRONTERA YACUIBA,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,INVERS E INMOV REAL CAPITAL LTDA,INVERS E INMOV REAL CAPITAL LTDA,UNKNOWN COUNTRY,Soy bean equivalents,308530.45,743.07
2013,BOLIVIA,FRONTERA YACUIBA,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,SOC PROD Y DISTRIB SOPRODI S A,SOC PROD Y DISTRIB SOPRODI S A,UNKNOWN COUNTRY,Soy bean equivalents,250897.5,631.89
2014,BOLIVIA,FRONTERA YACUIBA,EMPRESA DE TRANSFORMACION AGROINDU,EMPRESA DE TRANSFORMACION AGROINDU,SOC PROD Y DISTRIB SOPRODI S A,SOC PROD Y DISTRIB SOPRODI S A,UNKNOWN COUNTRY,Soy bean equivalents,515713.48,1223.49
2014,BOLIVIA,FRONTERA YACUIBA,ETASA,ETASA,COMERCIAL SAN FRANCISCO LTDA. - ME,COMERCIAL SAN FRANCISCO LTDA. - ME,UNKNOWN COUNTRY,Soy bean equivalents,198576.73,545.7
2013,BOLIVIA,FRONTERA YACUIBA,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,BYS VEGETALES SPA,BYS VEGETALES SPA,UNKNOWN COUNTRY,Soy bean equivalents,740120,2211.7396848
2014,BOLIVIA,FRONTERA YACUIBA,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,BYS VEGETALES SPA,BYS VEGETALES SPA,UNKNOWN COUNTRY,Soy bean equivalents,1902326.5,4875.5081388
2014,BOLIVIA,FRONTERA YACUIBA,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,CONTRERAS Y SANCHEZ LTDA,CONTRERAS Y SANCHEZ LTDA,UNKNOWN COUNTRY,Soy bean equivalents,93094,226.009764
2014,BOLIVIA,FRONTERA YACUIBA,HUGO SPECHAR GONZALES,HUGO SPECHAR GONZALES,INVERSIONES E INMOBILIARIAS REAL CA,INVERSIONES E INMOBILIARIAS REAL CA,UNKNOWN COUNTRY,Soy bean equivalents,101709,256.551624
2013,BOLIVIA,FRONTERA YACUIBA,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,AGRICOLA TARAPACA LTDA,AGRICOLA TARAPACA LTDA,UNKNOWN COUNTRY,Soy bean equivalents,237985.92,512.3562
2014,BOLIVIA,FRONTERA YACUIBA,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,AGRICOLA TARAPACA LTDA,AGRICOLA TARAPACA LTDA,UNKNOWN COUNTRY,Soy bean equivalents,1075549.35,2273.5698
2013,BOLIVIA,FRONTERA YACUIBA,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,CHAMPION S A,CHAMPION S A,UNKNOWN COUNTRY,Soy bean equivalents,981317.38,2172.2124
2014,BOLIVIA,FRONTERA YACUIBA,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,CHAMPION S A,CHAMPION S A,UNKNOWN COUNTRY,Soy bean equivalents,233958.22,499.7796
2013,BOLIVIA,FRONTERA YACUIBA,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,RADSIL CORP,RADSIL CORP,UNKNOWN COUNTRY,Soy bean equivalents,19968910.53,24267.1566
2014,BOLIVIA,FRONTERA YACUIBA,INDUSTRIAS OLEAGINOSAS S A,INDUSTRIAS OLEAGINOSAS S A,RADSIL CORP,RADSIL CORP,UNKNOWN COUNTRY,Soy bean equivalents,1725782.96,2208.4326
2013,BOLIVIA,FRONTERA YACUIBA,ITIKA S A,ITIKA S A,AGROANDINA S A,AGROANDINA S A,UNKNOWN COUNTRY,Soy bean equivalents,2304193.71,5384.529
2014,BOLIVIA,FRONTERA YACUIBA,ITIKA S A,ITIKA S A,AGROANDINA S A,AGROANDINA S A,UNKNOWN COUNTRY,Soy bean equivalents,283800,603.636
2014,BOLIVIA,FRONTERA YACUIBA,ITIKA S A,ITIKA S A,AGROSERVICIOS REAL CAPITAL SPA,AGROSERVICIOS REAL CAPITAL SPA,UNKNOWN COUNTRY,Soy bean equivalents,119000,285.6
2013,BOLIVIA,FRONTERA YACUIBA,ITIKA S A,ITIKA S A,COMERCIAL SAN FRANCISCO LTDA. - ME,COMERCIAL SAN FRANCISCO LTDA. - ME,UNKNOWN COUNTRY,Soy bean equivalents,950959.12,2197.08
2014,BOLIVIA,FRONTERA YACUIBA,ITIKA S A,ITIKA S A,COMERCIAL SAN FRANCISCO LTDA. - ME,COMERCIAL SAN FRANCISCO LTDA. - ME,UNKNOWN COUNTRY,Soy bean equivalents,129500.4,283.56
2013,BOLIVIA,FRONTERA YACUIBA,ITIKA S A,ITIKA S A,KABSA SA,KABSA SA,UNKNOWN COUNTRY,Soy bean equivalents,99659.8,227.97
2014,BOLIVIA,FRONTERA YACUIBA,ITIKA S A,ITIKA S A,KABSA SA,KABSA SA,UNKNOWN COUNTRY,Soy bean equivalents,104565.6,220.32
2013,BOLIVIA,FRONTERA YACUIBA,ITIKA S A,ITIKA S A,REAL CAPITAL LTDA,REAL CAPITAL LTDA,UNKNOWN COUNTRY,Soy bean equivalents,44220,112.2
2013,BOLIVIA,FRONTERA YACUIBA,SEMEXA S R L,SEMEXA S R L,AGRO TIUN SRL,AGRO TIUN SRL,UNKNOWN COUNTRY,Soy bean equivalents,8090,20.018
2013,BOLIVIA,FRONTERA YACUIBA,SEMILLAS DE ORO S R L,SEMILLAS DE ORO S R L,MY PLACE TASIMA CILIK SOYA YAGI ITH,MY PLACE TASIMA CILIK SOYA YAGI ITH,UNKNOWN COUNTRY,Soy bean equivalents,105680.5,100.7658
