YEAR,COUNTRY OF PRODUCTION,DEPARTMENT,MUNICIPALITY OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COFFEE_EQUIVALENT_TONNES,COFFEE_BEAN,TRASE_GEOCODE
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ATLANTIC SPECIALTY COFFEE INC,ATLANTIC SPECIALTY COFFEE INC,CANADA,CANADA,Coffee equivalents,123807.745084359,24.2146139568193,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ATLANTIC SPECIALTY COFFEE INC,ATLANTIC SPECIALTY COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,288673.94033644,61.7792449939961,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ATLANTIC SPECIALTY COFFEE INC,ATLANTIC SPECIALTY COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,231017.286460402,52.1480407364183,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ATLANTIC SPECIALTY COFFEE INC,ATLANTIC SPECIALTY COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,805769.444257971,157.184177891179,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ATLANTIC SPECIALTY COFFEE INC,ATLANTIC SPECIALTY COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,614173.060574785,192.916540256205,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ATLANTIS PAK USA INC,ATLANTIS PAK USA INC,CANADA,CANADA,Coffee equivalents,587429.109627493,191.736998396925,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ATLANTIS PAK USA INC,ATLANTIS PAK USA INC,CANADA,CANADA,Coffee equivalents,500845.531801333,118.13055465252,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ATLANTIS PAK USA INC,ATLANTIS PAK USA INC,CANADA,CANADA,Coffee equivalents,438986.952255359,120.516549014555,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ATLANTIS PAK USA INC,ATLANTIS PAK USA INC,UNITED STATES,UNITED STATES,Coffee equivalents,216266.733978182,66.3384539848171,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ATLANTIS PAK USA INC,ATLANTIS PAK USA INC,UNITED STATES,UNITED STATES,Coffee equivalents,1014298.60704016,251.501035140579,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ATLANTIS PAK USA INC,ATLANTIS PAK USA INC,UNITED STATES,UNITED STATES,Coffee equivalents,1925867.57886081,506.374295465615,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,AZUL KAFFEE GMBH AND CO KG,AZUL KAFFEE GMBH AND CO KG,GERMANY,EUROPEAN UNION,Coffee equivalents,170295.080952127,40.058935068785,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BATTISTA NINO CAFFE S R L,BATTISTA NINO CAFFE S R L,ITALY,EUROPEAN UNION,Coffee equivalents,24330.7567959954,7.97770641521684,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BENECKE COFFEE GMBH,BENECKE COFFEE GMBH,GERMANY,EUROPEAN UNION,Coffee equivalents,77561.7349738315,24.1550091393374,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BENECKE COFFEE GMBH,BENECKE COFFEE GMBH,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,45062.9758092958,15.4559034516897,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BERGMAN & BERGSTRAND AB,BERGMAN & BERGSTRAND AB,SWEDEN,EUROPEAN UNION,Coffee equivalents,252661.519810198,69.572025213309,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BERGMAN & BERGSTRAND AB,BERGMAN & BERGSTRAND AB,SWEDEN,EUROPEAN UNION,Coffee equivalents,56351.9884310262,12.2793473457384,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BERGMAN & BERGSTRAND AB,BERGMAN & BERGSTRAND AB,SWEDEN,EUROPEAN UNION,Coffee equivalents,41335.1064562778,12.6004584156813,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BERGMAN & BERGSTRAND AB,BERGMAN & BERGSTRAND AB,SWEDEN,EUROPEAN UNION,Coffee equivalents,112129.809170716,32.0014996525108,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BERNAHRD ROTHFOS GMBH,BERNAHRD ROTHFOS GMBH,GERMANY,EUROPEAN UNION,Coffee equivalents,69057.1194537471,25.2715636532729,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,GERMANY,EUROPEAN UNION,Coffee equivalents,583148.613155362,210.461473433059,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,GERMANY,EUROPEAN UNION,Coffee equivalents,1510495.6306795,520.254464637405,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,POLAND,EUROPEAN UNION,Coffee equivalents,42971.6323496447,15.4390525328887,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,SPAIN,EUROPEAN UNION,Coffee equivalents,25650.8337021247,7.71049898851525,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BKI KAFFE AS,BKI KAFFE AS,DENMARK,EUROPEAN UNION,Coffee equivalents,746485.497003011,223.421204974355,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BKI KAFFE AS,BKI KAFFE AS,DENMARK,EUROPEAN UNION,Coffee equivalents,701210.857802709,174.139364307123,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BKI KAFFE AS,BKI KAFFE AS,DENMARK,EUROPEAN UNION,Coffee equivalents,2096813.8377701,631.692483092689,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BKI KAFFE AS,BKI KAFFE AS,DENMARK,EUROPEAN UNION,Coffee equivalents,500456.199774403,185.347268015736,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BLASER TRADING AG,BLASER TRADING AG,ITALY,EUROPEAN UNION,Coffee equivalents,86738.8944844993,26.5214064970348,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BLASER TRADING AG,BLASER TRADING AG,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,27292.173375195,7.9997730945991,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BOART LONGYEAR S A C,BOART LONGYEAR S A C,SPAIN,EUROPEAN UNION,Coffee equivalents,40820.6457792546,13.2636979121371,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BOART LONGYEAR S A C,BOART LONGYEAR S A C,SPAIN,EUROPEAN UNION,Coffee equivalents,120057.755048918,37.4958221300574,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BRADRI AND HANIA CO,BRADRI AND HANIA CO,ISRAEL,ISRAEL,Coffee equivalents,86126.6920733161,26.5832962118423,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BRADRI AND HANIA CO,BRADRI AND HANIA CO,ISRAEL,ISRAEL,Coffee equivalents,34563.7965132905,12.2566043987598,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BRADRI AND HANIA CO,BRADRI AND HANIA CO,ISRAEL,ISRAEL,Coffee equivalents,8858.91971593992,25.051591078092,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,BRADRI AND HANIA CO,BRADRI AND HANIA CO,ISRAEL,ISRAEL,Coffee equivalents,48301.7103664777,16.0204092315232,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CAFE DE ESPECIALIDAD DE CHIAPAS SAPI DE C V,CAFE DE ESPECIALIDAD DE CHIAPAS SAPI DE C V,MEXICO,MEXICO,Coffee equivalents,147795.500527825,52.9563004894999,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CAFE DE ESPECIALIDAD DE CHIAPAS SAPI DE C V,CAFE DE ESPECIALIDAD DE CHIAPAS SAPI DE C V,MEXICO,MEXICO,Coffee equivalents,80912.7084741326,17.762241590319,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CAFE DE ESPECIALIDAD DE CHIAPAS SAPI DE C V,CAFE DE ESPECIALIDAD DE CHIAPAS SAPI DE C V,MEXICO,MEXICO,Coffee equivalents,53231.9456870631,12.0188408808838,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CAF IMP E CIO LTD,CAF IMP E CIO LTD,PORTUGAL,EUROPEAN UNION,Coffee equivalents,38609.7455220886,13.2437334880057,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CANTARELLA BROS PTY LTD,CANTARELLA BROS PTY LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,45900.1942110218,13.923854870084,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CANTARELLA BROS PTY LTD,CANTARELLA BROS PTY LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,75668.7872816157,19.3776055000452,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CANTARELLA BROS PTY LTD,CANTARELLA BROS PTY LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,547282.305170774,171.325577693551,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CANTARELLA BROS PTY LTD,CANTARELLA BROS PTY LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,339433.95924227,109.440298214864,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CARGO COMPASS COMPASS HOUSE,CARGO COMPASS COMPASS HOUSE,SOUTH AFRICA,SOUTH AFRICA,Coffee equivalents,46142.2295795755,13.2783384898335,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CEREBOS GREEGG S LTD,CEREBOS GREEGG S LTD,NEW ZEALAND,NEW ZEALAND,Coffee equivalents,42094.3149762149,12.0847198896797,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CEREBOS GREEGG S LTD,CEREBOS GREEGG S LTD,NEW ZEALAND,NEW ZEALAND,Coffee equivalents,54574.079726292,15.4185907029161,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CERRO GRANDE,CERRO GRANDE,UNITED STATES,UNITED STATES,Coffee equivalents,25999.6998789112,7.73336809260232,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CJSC CO PROD SERVICE,CJSC CO PROD SERVICE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,47221.502553437,12.0809553748913,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CJSC CO PROD SERVICE,CJSC CO PROD SERVICE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,71621.7851619007,23.1587794055093,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COCA COLA SINGAPORE HOLDINGS PTE LTD,COCA COLA SINGAPORE HOLDINGS PTE LTD,MALAYSIA,MALAYSIA,Coffee equivalents,56547.4811378427,13.2730146433985,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COFFEE AMERICA USA,COFFEE AMERICA USA,UNITED STATES,UNITED STATES,Coffee equivalents,54045.5947914574,15.4181894905637,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COFFEE CLIPPER LLC,COFFEE CLIPPER LLC,ITALY,EUROPEAN UNION,Coffee equivalents,15653.4909594897,6.15504052893586,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COFFEE CLIPPER LLC,COFFEE CLIPPER LLC,ITALY,EUROPEAN UNION,Coffee equivalents,38610.1247815953,12.5364616642796,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COFFEE IND BOARD OF JAMAICA,COFFEE IND BOARD OF JAMAICA,JAMAICA,JAMAICA,Coffee equivalents,33202.1796914592,12.0483295800591,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COFFEE RESOURCES INC,COFFEE RESOURCES INC,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,21379.3997392795,5.35780803619807,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COFFEE RESOURCES INC,COFFEE RESOURCES INC,UNITED STATES,UNITED STATES,Coffee equivalents,252212.704978738,69.7870401410828,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COFFEIN COMPAGNIE,COFFEIN COMPAGNIE,GERMANY,EUROPEAN UNION,Coffee equivalents,379598.531631839,131.740449855969,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COFFEIN COMPAGNIE,COFFEIN COMPAGNIE,GERMANY,EUROPEAN UNION,Coffee equivalents,29719.6284709497,8.42545940050058,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COFFY HANDELS,COFFY HANDELS,GERMANY,EUROPEAN UNION,Coffee equivalents,189544.266995445,62.5681180394852,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COMMODITY SUPPLIES AG,COMMODITY SUPPLIES AG,GERMANY,EUROPEAN UNION,Coffee equivalents,114964.128121034,39.5568939766696,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COMMODITY SUPPLIES AG,COMMODITY SUPPLIES AG,GERMANY,EUROPEAN UNION,Coffee equivalents,141885.422377552,50.5230666889255,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COMPLETE COFFEE LTD,COMPLETE COFFEE LTD,ROMANIA,EUROPEAN UNION,Coffee equivalents,15654.4713649067,5.90886349474813,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COMPLETE COFFEE LTD,COMPLETE COFFEE LTD,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,37324.3427291926,12.8065125995267,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COMPLETE COFFEE LTD,COMPLETE COFFEE LTD,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,570410.42996615,181.139667746735,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COMPLETE COFFEE LTD,COMPLETE COFFEE LTD,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,253532.292239678,84.9402659152656,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CONDESA PTY LTD,CONDESA PTY LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,94163.071541073,25.6343205847936,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CONDESA PTY LTD,CONDESA PTY LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,30280.7433170227,6.14827911226653,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CONDESA PTY LTD,CONDESA PTY LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,24971.946292744,8.0334749322011,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,COOP NORGE KAFEE AS,COOP NORGE KAFEE AS,NORWAY,NORWAY,Coffee equivalents,56772.4379064946,12.9373561225124,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CWT COMMODITIES LTD,CWT COMMODITIES LTD,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,210494.576066431,60.4700284641211,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,CWT COMMODITIES LTD,CWT COMMODITIES LTD,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,224805.218995219,62.3215183360932,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,DESCAFEINADORES MEXICANOS S A DE CV,DESCAFEINADORES MEXICANOS S A DE CV,MEXICO,MEXICO,Coffee equivalents,434680.27575726,121.132146975215,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,DESCAFEINADORES MEXICANOS S A DE CV,DESCAFEINADORES MEXICANOS S A DE CV,MEXICO,MEXICO,Coffee equivalents,109765.40678351,23.6612702971845,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,DESCAFEINADORES MEXICANOS S A DE CV,DESCAFEINADORES MEXICANOS S A DE CV,MEXICO,MEXICO,Coffee equivalents,603497.151989051,168.829704388886,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,DESCAFEINADORES MEXICANOS S A DE CV,DESCAFEINADORES MEXICANOS S A DE CV,MEXICO,MEXICO,Coffee equivalents,276461.24517336,84.938661065856,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ECOM AGRO IND CORP LTD,ECOM AGRO IND CORP LTD,BELGIUM,EUROPEAN UNION,Coffee equivalents,121202.102317372,39.8383428735225,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ECOM AGRO IND CORP LTD,ECOM AGRO IND CORP LTD,GERMANY,EUROPEAN UNION,Coffee equivalents,78417.3897661049,26.5446983251882,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ECOM AGRO IND CORP LTD,ECOM AGRO IND CORP LTD,GERMANY,EUROPEAN UNION,Coffee equivalents,758796.807502999,250.281256025781,Green,CO-73
2014,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ECOM AGRO IND CORP LTD,ECOM AGRO IND CORP LTD,ITALY,EUROPEAN UNION,Coffee equivalents,24355.1084355634,5.93990454400276,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ECOM AGRO IND CORP LTD,ECOM AGRO IND CORP LTD,ITALY,EUROPEAN UNION,Coffee equivalents,37512.524027335,12.0677795731322,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ECOM AGRO IND CORP LTD,ECOM AGRO IND CORP LTD,SPAIN,EUROPEAN UNION,Coffee equivalents,49751.0454692344,13.9231893892797,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ECOM AGROINDL ASIA PTE LTD,ECOM AGROINDL ASIA PTE LTD,GERMANY,EUROPEAN UNION,Coffee equivalents,155581.078091141,52.7640666924039,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ECOM AGROINDL ASIA PTE LTD,ECOM AGROINDL ASIA PTE LTD,GERMANY,EUROPEAN UNION,Coffee equivalents,304460.667659127,124.054859363561,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ECOM AGROINDL ASIA PTE LTD,ECOM AGROINDL ASIA PTE LTD,JAPAN,JAPAN,Coffee equivalents,203976.1753011,58.1923034583773,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ECOM AGROINDL ASIA PTE LTD,ECOM AGROINDL ASIA PTE LTD,JAPAN,JAPAN,Coffee equivalents,114156.733811806,28.5601188608182,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ECOM AGROINDL ASIA PTE LTD,ECOM AGROINDL ASIA PTE LTD,JAPAN,JAPAN,Coffee equivalents,80863.1500022517,21.0407793971644,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,EFICO GMBH,EFICO GMBH,BELGIUM,EUROPEAN UNION,Coffee equivalents,133960.563653394,39.9711818206796,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,EFICO GMBH,EFICO GMBH,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,50161.8632323026,15.9225134175365,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,EFICO GMBH,EFICO GMBH,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,49085.5447004283,11.7184514843622,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,ELNAKHLEH COFFEE SONS OF RAFIK NAKHLEH LTD,ELNAKHLEH COFFEE SONS OF RAFIK NAKHLEH LTD,ISRAEL,ISRAEL,Coffee equivalents,22620.52093777,7.75262628551775,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,EUROCAF SAS,EUROCAF SAS,ITALY,EUROPEAN UNION,Coffee equivalents,42501.0080571811,12.0489569991905,Green,CO-73
2016,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,EXIMTRADE LLC,EXIMTRADE LLC,UKRAINE,UKRAINE,Coffee equivalents,27942.2697861671,7.70488201558158,Green,CO-73
2013,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,FICHAUX INDUSTRIES,FICHAUX INDUSTRIES,BELGIUM,EUROPEAN UNION,Coffee equivalents,101944.67833768,25.6363170272068,Green,CO-73
2015,COLOMBIA,TOLIMA,CARTAGENA DE INDIAS,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,FINAGRA GROUP LTD,FINAGRA GROUP LTD,BELGIUM,EUROPEAN UNION,Coffee equivalents,165321.665993083,52.6241522261042,Green,CO-73
