YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,CORN_EQUIVALENT_TONNES
2013,PARAGUAY,MARIA AUXILIADORA,BENTO & ASOCIADOS SA,BENTO & ASOCIADOS SA,URUGUAY,URUGUAY,Corn equivalents,133650,990
2015,PARAGUAY,MARIA AUXILIADORA,SCHAEFER JORGGE JUAN FRIDOLIN,SCHAEFER JORGGE JUAN FRIDOLIN,URUGUAY,URUGUAY,Corn equivalents,31570,308
2013,PARAGUAY,MARISCAL ESTIGARRIBIA,ALMISUR SOCIEDAD ANONIMA,ALMISUR SOCIEDAD ANONIMA,BOLIVIA,BOLIVIA,Corn equivalents,39130,91
2014,PARAGUAY,MARISCAL ESTIGARRIBIA,ALMISUR SOCIEDAD ANONIMA,ALMISUR SOCIEDAD ANONIMA,BOLIVIA,BOLIVIA,Corn equivalents,14435,36.5
2015,PARAGUAY,MARISCAL ESTIGARRIBIA,ALMISUR SOCIEDAD ANONIMA,ALMISUR SOCIEDAD ANONIMA,BOLIVIA,BOLIVIA,Corn equivalents,23565,68.5
2016,PARAGUAY,MARISCAL ESTIGARRIBIA,ALMISUR SOCIEDAD ANONIMA,ALMISUR SOCIEDAD ANONIMA,BOLIVIA,BOLIVIA,Corn equivalents,9365,34
2014,PARAGUAY,MARISCAL ESTIGARRIBIA,COMPAIA DE NEGOCIOS AGROINDUSTRIALES SA,COMPAIA DE NEGOCIOS AGROINDUSTRIALES SA,BOLIVIA,BOLIVIA,Corn equivalents,16200,135
2013,PARAGUAY,MARISCAL ESTIGARRIBIA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,BOLIVIA,BOLIVIA,Corn equivalents,17928,52
2014,PARAGUAY,MARISCAL ESTIGARRIBIA,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,BOLIVIA,BOLIVIA,Corn equivalents,17263.8,54
2014,PARAGUAY,MARISCAL ESTIGARRIBIA,FARGO EXPORT,FARGO EXPORT,BOLIVIA,BOLIVIA,Corn equivalents,10478,84.5
2014,PARAGUAY,MINGA GUAZU,AGRICOLA COLONIAL,AGRICOLA COLONIAL,BRAZIL,BRAZIL,Corn equivalents,1367500,10500
2016,PARAGUAY,MINGA GUAZU,AGRICOLA COLONIAL,AGRICOLA COLONIAL,BRAZIL,BRAZIL,Corn equivalents,510000,3000
2013,PARAGUAY,MINGA GUAZU,AGRICOLA COLONIAL,AGRICOLA COLONIAL,URUGUAY,URUGUAY,Corn equivalents,78936,572
2014,PARAGUAY,MINGA GUAZU,AGRICOLA COLONIAL,AGRICOLA COLONIAL,URUGUAY,URUGUAY,Corn equivalents,161500,1250
2018,PARAGUAY,MINGA GUAZU,"""""""AGRO MONDAY"""" SOCIEDAD ANONIMA""","""""""AGRO MONDAY"""" SOCIEDAD ANONIMA""",BRAZIL,BRAZIL,Corn equivalents,413400,3000
2016,PARAGUAY,MINGA GUAZU,AGRO SILO DEZEN SOCIEDAD ANONIMA,AGRO SILO DEZEN SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,81500,500
2016,PARAGUAY,MINGA GUAZU,CARGILL AGROPECUARIA SACI,CARGILL,BRAZIL,BRAZIL,Corn equivalents,225000,1000
2018,PARAGUAY,MINGA GUAZU,CARGILL AGROPECUARIA SACI,CARGILL,BRAZIL,BRAZIL,Corn equivalents,636000,4000
2017,PARAGUAY,MINGA GUAZU,CARGILL AGROPECUARIA SACI,CARGILL,URUGUAY,URUGUAY,Corn equivalents,110000,1000
2016,PARAGUAY,MINGA GUAZU,CEREALL SOCIEDAD ANONIMA,CEREALL SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,20800,200
2014,PARAGUAY,MINGA GUAZU,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,350000,2000
2013,PARAGUAY,MINGA GUAZU,LAR SRL,LAR,URUGUAY,URUGUAY,Corn equivalents,240000,2000
2015,PARAGUAY,MINGA GUAZU,THE GRAIN LEADER,THE GRAIN LEADER,URUGUAY,URUGUAY,Corn equivalents,196845,1610
2014,PARAGUAY,MINGA PORA,AGRO SOJA SOCIEDAD ANONIMA,AGRO SOJA,BRAZIL,BRAZIL,Corn equivalents,498000,3000
2016,PARAGUAY,MINGA PORA,BUNGE PARAGUAY SA,BUNGE,BRAZIL,BRAZIL,Corn equivalents,192816,1300
2014,PARAGUAY,MINGA PORA,COOPERATIVA SANTA MARIA (COOPASAM),COOPERATIVA SANTA MARIA (COOPASAM),BRAZIL,BRAZIL,Corn equivalents,2333575.2,19596.46
2015,PARAGUAY,MINGA PORA,COOPERATIVA SANTA MARIA (COOPASAM),COOPERATIVA SANTA MARIA (COOPASAM),BRAZIL,BRAZIL,Corn equivalents,447000,4000
2016,PARAGUAY,MINGA PORA,COOPERATIVA SANTA MARIA (COOPASAM),COOPERATIVA SANTA MARIA (COOPASAM),BRAZIL,BRAZIL,Corn equivalents,8579000,56000
2017,PARAGUAY,MINGA PORA,COOPERATIVA SANTA MARIA (COOPASAM),COOPERATIVA SANTA MARIA (COOPASAM),BRAZIL,BRAZIL,Corn equivalents,1832500,17000
2018,PARAGUAY,MINGA PORA,COOPERATIVA SANTA MARIA (COOPASAM),COOPERATIVA SANTA MARIA (COOPASAM),BRAZIL,BRAZIL,Corn equivalents,2450700,17000
2018,PARAGUAY,MINGA PORA,COOPERATIVA SANTA MARIA (COOPASAM),COOPERATIVA SANTA MARIA (COOPASAM),URUGUAY,URUGUAY,Corn equivalents,14620,86
2013,PARAGUAY,MINGA PORA,EMPRESA DE TRANSPORTE SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,BRAZIL,BRAZIL,Corn equivalents,118000,1000
2016,PARAGUAY,NARANJAL,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,BRAZIL,BRAZIL,Corn equivalents,629000,4000
2014,PARAGUAY,NARANJAL,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),BRAZIL,BRAZIL,Corn equivalents,168000,1500
2016,PARAGUAY,NARANJAL,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),BRAZIL,BRAZIL,Corn equivalents,771000,4500
2017,PARAGUAY,NARANJAL,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),BRAZIL,BRAZIL,Corn equivalents,508000,4500
2018,PARAGUAY,NARANJAL,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),BRAZIL,BRAZIL,Corn equivalents,1009000,7000
2014,PARAGUAY,NARANJAL,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),URUGUAY,URUGUAY,Corn equivalents,413760,2540
2015,PARAGUAY,NARANJAL,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),URUGUAY,URUGUAY,Corn equivalents,89540,660
2016,PARAGUAY,NARANJAL,COOPERATIVA NARANJAL (COPRONAR),COOPERATIVA NARANJAL (COPRONAR),URUGUAY,URUGUAY,Corn equivalents,100000,500
2014,PARAGUAY,NUEVA ESPERANZA,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,BRAZIL,BRAZIL,Corn equivalents,250000,2000
2016,PARAGUAY,NUEVA ESPERANZA,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,BRAZIL,BRAZIL,Corn equivalents,8431852,49928.54
2014,PARAGUAY,NUEVA ESPERANZA,AGRO SANTA CATARINA S.R.L.,AGRO SANTA CATARINA S.R.L.,BRAZIL,BRAZIL,Corn equivalents,1754000,11000
2016,PARAGUAY,NUEVA ESPERANZA,AGRO SANTA CATARINA S.R.L.,AGRO SANTA CATARINA S.R.L.,BRAZIL,BRAZIL,Corn equivalents,230000,1000
2017,PARAGUAY,NUEVA ESPERANZA,AGRO SANTA CATARINA S.R.L.,AGRO SANTA CATARINA S.R.L.,BRAZIL,BRAZIL,Corn equivalents,390000,3000
2013,PARAGUAY,NUEVA ESPERANZA,AGRO SILOS EL PRODUCTOR,AGRO SILOS EL PRODUCTOR,BRAZIL,BRAZIL,Corn equivalents,2252000,17500
2014,PARAGUAY,NUEVA ESPERANZA,AGRO SILOS EL PRODUCTOR,AGRO SILOS EL PRODUCTOR,BRAZIL,BRAZIL,Corn equivalents,3388500,24000
2014,PARAGUAY,NUEVA ESPERANZA,ALLEGRETTI,ALLEGRETTI,BRAZIL,BRAZIL,Corn equivalents,587350,4950
2015,PARAGUAY,NUEVA ESPERANZA,ALLEGRETTI,ALLEGRETTI,BRAZIL,BRAZIL,Corn equivalents,206400,2000
2016,PARAGUAY,NUEVA ESPERANZA,ALLEGRETTI,ALLEGRETTI,BRAZIL,BRAZIL,Corn equivalents,528000,3900
2017,PARAGUAY,NUEVA ESPERANZA,ALLEGRETTI,ALLEGRETTI,BRAZIL,BRAZIL,Corn equivalents,67200,600
2018,PARAGUAY,NUEVA ESPERANZA,ALLEGRETTI,ALLEGRETTI,BRAZIL,BRAZIL,Corn equivalents,99000,600
2016,PARAGUAY,NUEVA ESPERANZA,ASEPSA TRADING,ASEPSA TRADING,BRAZIL,BRAZIL,Corn equivalents,3190000,19000
2017,PARAGUAY,NUEVA ESPERANZA,ASEPSA TRADING,ASEPSA TRADING,BRAZIL,BRAZIL,Corn equivalents,1511600,13700
2018,PARAGUAY,NUEVA ESPERANZA,ASEPSA TRADING,ASEPSA TRADING,BRAZIL,BRAZIL,Corn equivalents,2077900,14800
2016,PARAGUAY,NUEVA ESPERANZA,EMPRENDIMIENTOS TEMBIAPORA SA,EMPRENDIMIENTOS TEMBIAPORA SA,BRAZIL,BRAZIL,Corn equivalents,246700,1300
2013,PARAGUAY,NUEVA ESPERANZA,GRUPO APANE,GRUPO APANE,BRAZIL,BRAZIL,Corn equivalents,438000,3500
2014,PARAGUAY,NUEVA ESPERANZA,GRUPO APANE,GRUPO APANE,BRAZIL,BRAZIL,Corn equivalents,329000,2000
2015,PARAGUAY,NUEVA ESPERANZA,GRUPO APANE,GRUPO APANE,BRAZIL,BRAZIL,Corn equivalents,409000,4000
2016,PARAGUAY,NUEVA ESPERANZA,GRUPO APANE,GRUPO APANE,BRAZIL,BRAZIL,Corn equivalents,2619000,16500
2013,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,BRAZIL,BRAZIL,Corn equivalents,5205550,30318.13953508
2014,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,BRAZIL,BRAZIL,Corn equivalents,583100,4102.79069777
2015,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,BRAZIL,BRAZIL,Corn equivalents,1790700,20344.1860473
2016,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,BRAZIL,BRAZIL,Corn equivalents,5676380,41007.162792198
2017,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,BRAZIL,BRAZIL,Corn equivalents,4013166,17431.534885476
2018,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,BRAZIL,BRAZIL,Corn equivalents,4323560,21095.34883954
2018,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,ITALY,EUROPEAN UNION,Corn equivalents,199540,511.62790712
2015,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,MYANMAR,MYANMAR,Corn equivalents,75047,797.08558143158
2018,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,PORTUGAL,EUROPEAN UNION,Corn equivalents,39600,102.325581424
2015,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,SPAIN,EUROPEAN UNION,Corn equivalents,170846,567.59302341474
2018,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,SPAIN,EUROPEAN UNION,Corn equivalents,299200,767.44186068
2013,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,URUGUAY,URUGUAY,Corn equivalents,491820,1976.930232648
2014,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,URUGUAY,URUGUAY,Corn equivalents,47220,363.255813956
2015,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,URUGUAY,URUGUAY,Corn equivalents,407144,3812.651162964
2016,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,URUGUAY,URUGUAY,Corn equivalents,498685,4448.093023458
2017,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,URUGUAY,URUGUAY,Corn equivalents,125660,1004.837209348
2018,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,URUGUAY,URUGUAY,Corn equivalents,637514,3829.86334901129
2017,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,VIETNAM,VIETNAM,Corn equivalents,188750,1023.255814
2018,PARAGUAY,NUEVA ESPERANZA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,VIETNAM,VIETNAM,Corn equivalents,1104800,7929.72604687207
2014,PARAGUAY,NUEVA ESPERANZA,OLIGRANOS SRL,OLIGRANOS SRL,BRAZIL,BRAZIL,Corn equivalents,18989760.4,126689.67
2015,PARAGUAY,NUEVA ESPERANZA,OLIGRANOS SRL,OLIGRANOS SRL,BRAZIL,BRAZIL,Corn equivalents,6110271,49435.14
2016,PARAGUAY,NUEVA ESPERANZA,OLIGRANOS SRL,OLIGRANOS SRL,BRAZIL,BRAZIL,Corn equivalents,2849988,19625.84
2016,PARAGUAY,NUEVA ESPERANZA,SOCIEDAD DE EMPRESARIOS AGRICULTORES 14 MIL SOCIEDAD ANONIMA (SEAGRI 14 MIL S.A.),SOCIEDAD DE EMPRESARIOS AGRICULTORES 14 MIL SOCIEDAD ANONIMA (SEAGRI 14 MIL S.A.),BRAZIL,BRAZIL,Corn equivalents,759000,5000
2017,PARAGUAY,NUEVA ESPERANZA,SOCIEDAD DE EMPRESARIOS AGRICULTORES 14 MIL SOCIEDAD ANONIMA (SEAGRI 14 MIL S.A.),SOCIEDAD DE EMPRESARIOS AGRICULTORES 14 MIL SOCIEDAD ANONIMA (SEAGRI 14 MIL S.A.),BRAZIL,BRAZIL,Corn equivalents,60000,500
2018,PARAGUAY,NUEVA ESPERANZA,SOCIEDAD DE EMPRESARIOS AGRICULTORES 14 MIL SOCIEDAD ANONIMA (SEAGRI 14 MIL S.A.),SOCIEDAD DE EMPRESARIOS AGRICULTORES 14 MIL SOCIEDAD ANONIMA (SEAGRI 14 MIL S.A.),BRAZIL,BRAZIL,Corn equivalents,157000,1000
2015,PARAGUAY,NUEVA ESPERANZA,SOCIEDAD DE EMPRESARIOS AGRICULTORES KUMANDA KAI SOCIEDAD ANONIMA,SOCIEDAD DE EMPRESARIOS AGRICULTORES KUMANDA KAI SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,117000,1000
2016,PARAGUAY,NUEVA ESPERANZA,SOCIEDAD DE EMPRESARIOS AGRICULTORES KUMANDA KAI SOCIEDAD ANONIMA,SOCIEDAD DE EMPRESARIOS AGRICULTORES KUMANDA KAI SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,153000,1000
2018,PARAGUAY,NUEVA ESPERANZA,SOCIEDAD DE EMPRESARIOS AGRICULTORES MBARACAYU S.A. (SEAGRI MBARACAYU S.A.),SOCIEDAD DE EMPRESARIOS AGRICULTORES MBARACAYU S.A. (SEAGRI MBARACAYU S.A.),BRAZIL,BRAZIL,Corn equivalents,326000,2000
2013,PARAGUAY,OBLIGADO,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,URUGUAY,URUGUAY,Corn equivalents,35280,280
2018,PARAGUAY,OBLIGADO,TRANS AGRO SA,TRANSAGRO,URUGUAY,URUGUAY,Corn equivalents,576140,3506
2017,PARAGUAY,PAREDON,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,CHILE,CHILE,Corn equivalents,3366624,23633.72
2017,PARAGUAY,PAREDON,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,SOUTH KOREA,SOUTH KOREA,Corn equivalents,3050564,27736.3
2016,PARAGUAY,PEDRO JUAN CABALLERO,AGROTEC,AGROTEC,BRAZIL,BRAZIL,Corn equivalents,1574100,10600
2016,PARAGUAY,PEDRO JUAN CABALLERO,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,BRAZIL,BRAZIL,Corn equivalents,490500,3000
2014,PARAGUAY,PUERTO AMISTAD DE ALMASOL,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,MOROCCO,MOROCCO,Corn equivalents,1517306.34,10183.264
2016,PARAGUAY,PUERTO AMISTAD DE ALMASOL,COFCO AGRI PARAGUAY S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,591824,3541.806
2014,PARAGUAY,PUERTO AMISTAD DE ALMASOL,NOBLE PARAGUAY S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,208275,1500
2015,PARAGUAY,PUERTO ASUNCION,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,CHILE,CHILE,Corn equivalents,6022565,38005.23
2015,PARAGUAY,PUERTO ASUNCION,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,656097,5499.736
2015,PARAGUAY,PUERTO ASUNCION,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,EGYPT,EGYPT,Corn equivalents,5252700,46240.094
2015,PARAGUAY,PUERTO ASUNCION,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,MALAYSIA,MALAYSIA,Corn equivalents,3825772,25297.698
2016,PARAGUAY,PUERTO ASUNCION,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,MALAYSIA,MALAYSIA,Corn equivalents,2442396,16783.922
2013,PARAGUAY,PUERTO ASUNCION,CARGILL AGROPECUARIA SACI,CARGILL,PERU,PERU,Corn equivalents,1036350,5000
2018,PARAGUAY,PUERTO ASUNCION,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,CHILE,CHILE,Corn equivalents,3346840,20762.035
2018,PARAGUAY,PUERTO ASUNCION,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),BRAZIL,BRAZIL,Corn equivalents,149714,513
2016,PARAGUAY,PUERTO ASUNCION,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),CHILE,CHILE,Corn equivalents,74864,239
2017,PARAGUAY,PUERTO ASUNCION,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),CHILE,CHILE,Corn equivalents,48653,138.24
2016,PARAGUAY,PUERTO ASUNCION,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),URUGUAY,URUGUAY,Corn equivalents,9522,27
2016,PARAGUAY,PUERTO ASUNCION,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,CHILE,CHILE,Corn equivalents,52528,187.6
2014,PARAGUAY,PUERTO ASUNCION,DASA SOCIEDAD ANONIMA,DASA SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,177600,1200
2017,PARAGUAY,PUERTO ASUNCION,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),URUGUAY,URUGUAY,Corn equivalents,133,0.08186046512
2013,PARAGUAY,PUERTO ASUNCION,INDEGA,INDEGA,SPAIN,EUROPEAN UNION,Corn equivalents,870,1
2015,PARAGUAY,PUERTO ASUNCION,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,VIETNAM,VIETNAM,Corn equivalents,23679,210.6883721026
2014,PARAGUAY,PUERTO ASUNCION,NOBLE PARAGUAY S.A.,COFCO,MOROCCO,MOROCCO,Corn equivalents,495906.96,3420.048
2013,PARAGUAY,PUERTO CAACUPEMI,CARGILL AGROPECUARIA SACI,CARGILL,MALAYSIA,MALAYSIA,Corn equivalents,2780750,9385.95
2014,PARAGUAY,PUERTO CAACUPEMI,CODINA DE FIGUEROA CUICUI ALFONSO SEGUNDO,CODINA DE FIGUEROA CUICUI ALFONSO SEGUNDO,SPAIN,EUROPEAN UNION,Corn equivalents,1096.78,2.97767441874
2015,PARAGUAY,PUERTO CAACUPEMI,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,43,0.1
2018,PARAGUAY,PUERTO CAACUPEMI,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),ECUADOR,ECUADOR,Corn equivalents,21496,42
2016,PARAGUAY,PUERTO CAACUPEMI,COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),COMPAIA DE DESAR.Y DE INDUST. DE PROD. PRIMAR. SA (CODIPSA),NICARAGUA,NICARAGUA,Corn equivalents,20,0.05
2016,PARAGUAY,PUERTO CAACUPEMI,CONO SUR TRADING S.R.L,CONO SUR TRADING S.R.L,BELGIUM,EUROPEAN UNION,Corn equivalents,6912,48.32
2014,PARAGUAY,PUERTO CAACUPEMI,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COLOMBIA,COLOMBIA,Corn equivalents,51462,143.8
2015,PARAGUAY,PUERTO CAACUPEMI,DIFERENZIA SA,DIFERENZIA SA,SPAIN,EUROPEAN UNION,Corn equivalents,285,1.023255814
2016,PARAGUAY,PUERTO CAACUPEMI,DIFERENZIA SA,DIFERENZIA SA,SPAIN,EUROPEAN UNION,Corn equivalents,143,0.52186046514
2014,PARAGUAY,PUERTO CAACUPEMI,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,VIETNAM,VIETNAM,Corn equivalents,242455.99,1410.41
2015,PARAGUAY,PUERTO CAACUPEMI,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),AUSTRALIA,AUSTRALIA,Corn equivalents,90,0.057302325584
2016,PARAGUAY,PUERTO CAACUPEMI,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),FRANCE,EUROPEAN UNION,Corn equivalents,251,0.13186046512
2017,PARAGUAY,PUERTO CAACUPEMI,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),FRANCE,EUROPEAN UNION,Corn equivalents,370,0.752465116286
2014,PARAGUAY,PUERTO CAACUPEMI,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),GERMANY,EUROPEAN UNION,Corn equivalents,332.8,0.210418604656
2017,PARAGUAY,PUERTO CAACUPEMI,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),JORDAN,JORDAN,Corn equivalents,1125,1.61674418612
2013,PARAGUAY,PUERTO CAACUPEMI,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),SPAIN,EUROPEAN UNION,Corn equivalents,5000,5
2016,PARAGUAY,PUERTO CAACUPEMI,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),SPAIN,EUROPEAN UNION,Corn equivalents,1200,1.534883721
2014,PARAGUAY,PUERTO CAACUPEMI,FARGO EXPORT,FARGO EXPORT,INDONESIA,INDONESIA,Corn equivalents,188763.1,992.57
2014,PARAGUAY,PUERTO CAACUPEMI,FARGO EXPORT,FARGO EXPORT,VIETNAM,VIETNAM,Corn equivalents,133944.3,708.7
2015,PARAGUAY,PUERTO CAACUPEMI,FARGO EXPORT,FARGO EXPORT,VIETNAM,VIETNAM,Corn equivalents,136439,826.905
2015,PARAGUAY,PUERTO CAACUPEMI,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDONESIA,INDONESIA,Corn equivalents,84758,963.64093027636
2015,PARAGUAY,PUERTO CAACUPEMI,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,ISRAEL,ISRAEL,Corn equivalents,33075,320.62697675876
2017,PARAGUAY,PUERTO CAACUPEMI,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,SPAIN,EUROPEAN UNION,Corn equivalents,16720,51.162790712
2014,PARAGUAY,PUERTO CAACUPEMI,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,CHILE,CHILE,Corn equivalents,15370092.45,76278.014
2013,PARAGUAY,PUERTO CAACUPEMI,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,COLOMBIA,COLOMBIA,Corn equivalents,1543843,7166
