YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,CORN_EQUIVALENT_TONNES
2017,PARAGUAY,SAN PEDRO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,URUGUAY,URUGUAY,Corn equivalents,919967,6133.115
2016,PARAGUAY,SAN PEDRO,SOCIEDAD DE EMPRESARIOS AGRICULTORES LIBERACION SOCIEDAD ANONIMA.,SOCIEDAD DE EMPRESARIOS AGRICULTORES LIBERACION SOCIEDAD ANONIMA.,BRAZIL,BRAZIL,Corn equivalents,366000,3000
2013,PARAGUAY,SANTA FE DEL PARANA,AGRICOLA SANTA FE,AGRICOLA SANTA FE,BRAZIL,BRAZIL,Corn equivalents,2190000,17500
2014,PARAGUAY,SANTA FE DEL PARANA,AGRICOLA SANTA FE,AGRICOLA SANTA FE,BRAZIL,BRAZIL,Corn equivalents,998250,7000
2015,PARAGUAY,SANTA FE DEL PARANA,AGRICOLA SANTA FE,AGRICOLA SANTA FE,BRAZIL,BRAZIL,Corn equivalents,1246250,12000
2016,PARAGUAY,SANTA FE DEL PARANA,AGRICOLA SANTA FE,AGRICOLA SANTA FE,BRAZIL,BRAZIL,Corn equivalents,3469000,21500
2017,PARAGUAY,SANTA FE DEL PARANA,AGRICOLA SANTA FE,AGRICOLA SANTA FE,BRAZIL,BRAZIL,Corn equivalents,653000,5500
2018,PARAGUAY,SANTA FE DEL PARANA,AGRICOLA SANTA FE,AGRICOLA SANTA FE,BRAZIL,BRAZIL,Corn equivalents,521250,4500
2014,PARAGUAY,SANTA FE DEL PARANA,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,309000,2500
2016,PARAGUAY,SANTA FE DEL PARANA,NOVARA SA,NOVARA SA,BRAZIL,BRAZIL,Corn equivalents,77750,500
2016,PARAGUAY,SANTA RITA,ADM PARAGUAY,ADM,BRAZIL,BRAZIL,Corn equivalents,146580,1000
2013,PARAGUAY,SANTA RITA,AGRICOLA COLONIAL,AGRICOLA COLONIAL,BRAZIL,BRAZIL,Corn equivalents,506000,4000
2014,PARAGUAY,SANTA RITA,AGRICOLA COLONIAL,AGRICOLA COLONIAL,BRAZIL,BRAZIL,Corn equivalents,571000,3500
2016,PARAGUAY,SANTA RITA,AGRICOLA COLONIAL,AGRICOLA COLONIAL,BRAZIL,BRAZIL,Corn equivalents,356400,2000
2013,PARAGUAY,SANTA RITA,AGRICOLA COLONIAL,AGRICOLA COLONIAL,URUGUAY,URUGUAY,Corn equivalents,1354180,10846
2015,PARAGUAY,SANTA RITA,AGRICOLA COLONIAL,AGRICOLA COLONIAL,URUGUAY,URUGUAY,Corn equivalents,351095,3422.5
2016,PARAGUAY,SANTA RITA,AGROFORTE GRANOS,AGROFORTE GRANOS,BRAZIL,BRAZIL,Corn equivalents,85000,500
2016,PARAGUAY,SANTA RITA,BUNGE PARAGUAY SA,BUNGE,BRAZIL,BRAZIL,Corn equivalents,259500,1500
2017,PARAGUAY,SANTA RITA,CARGILL AGROPECUARIA SACI,CARGILL,URUGUAY,URUGUAY,Corn equivalents,641000,6000
2016,PARAGUAY,SANTA RITA,COMERCIAL KONZEN SA,COMERCIAL KONZEN SA,BRAZIL,BRAZIL,Corn equivalents,2847620,16178
2017,PARAGUAY,SANTA RITA,COMERCIAL KONZEN SA,COMERCIAL KONZEN SA,BRAZIL,BRAZIL,Corn equivalents,241500,1800
2013,PARAGUAY,SANTA RITA,COMERCIAL KONZEN SA,COMERCIAL KONZEN SA,URUGUAY,URUGUAY,Corn equivalents,383640,3026
2014,PARAGUAY,SANTA RITA,COMERCIAL KONZEN SA,COMERCIAL KONZEN SA,URUGUAY,URUGUAY,Corn equivalents,360220,2863
2014,PARAGUAY,SANTA RITA,COMERCIAL KONZEN SA,COMERCIAL KONZEN SA,VIETNAM,VIETNAM,Corn equivalents,394989.75,1755.51
2013,PARAGUAY,SANTA RITA,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,URUGUAY,URUGUAY,Corn equivalents,472700,3646
2015,PARAGUAY,SANTA RITA,COOPERATIVA COLONIAS UNIDAS,COOPERATIVA COLONIAS UNIDAS,URUGUAY,URUGUAY,Corn equivalents,1018204,6336
2016,PARAGUAY,SANTA RITA,C.W TRADING SA,C.W TRADING SA,BRAZIL,BRAZIL,Corn equivalents,517000,3000
2016,PARAGUAY,SANTA RITA,C.W TRADING SA,C.W TRADING SA,URUGUAY,URUGUAY,Corn equivalents,113190,836
2013,PARAGUAY,SANTA RITA,EMPRESA DE TRANSPORTE SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,BRAZIL,BRAZIL,Corn equivalents,176000,1600
2016,PARAGUAY,SANTA RITA,EMPRESA DE TRANSPORTE SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,BRAZIL,BRAZIL,Corn equivalents,183000,1000
2014,PARAGUAY,SANTA RITA,EMPRESA DE TRANSPORTE SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,URUGUAY,URUGUAY,Corn equivalents,124236,1044
2016,PARAGUAY,SANTA RITA,MINOZZO LAYSA FRANCIELI,MINOZZO LAYSA FRANCIELI,BRAZIL,BRAZIL,Corn equivalents,135860,755
2014,PARAGUAY,SANTA RITA,MOLINOS HARINEROS D' ITALIA,MOLINOS HARINEROS D' ITALIA,URUGUAY,URUGUAY,Corn equivalents,121660,924
2015,PARAGUAY,SANTA RITA,MOLINOS HARINEROS D' ITALIA,MOLINOS HARINEROS D' ITALIA,URUGUAY,URUGUAY,Corn equivalents,32956,308
2017,PARAGUAY,SANTA RITA,MULTIAGRO AGRICOLA SOCIEDAD ANONIMA,MULTIAGRO AGRICOLA SOCIEDAD ANONIMA,URUGUAY,URUGUAY,Corn equivalents,58696,506
2013,PARAGUAY,SANTA RITA,SILO CERRO LARGO SA,SILO CERRO LARGO SA,URUGUAY,URUGUAY,Corn equivalents,452500,3700
2013,PARAGUAY,SANTA RITA,THE GRAIN LEADER,THE GRAIN LEADER,URUGUAY,URUGUAY,Corn equivalents,1439802,8412.5
2014,PARAGUAY,SANTA RITA,THE GRAIN LEADER,THE GRAIN LEADER,URUGUAY,URUGUAY,Corn equivalents,789754,6027
2018,PARAGUAY,SANTA RITA,TRANS AGRO SA,TRANSAGRO,BRAZIL,BRAZIL,Corn equivalents,217500,1500
2018,PARAGUAY,SANTA RITA,TRANS AGRO SA,TRANSAGRO,URUGUAY,URUGUAY,Corn equivalents,295400,2060
2018,PARAGUAY,SANTA RITA,VILLA CAMPO SOCIEDAD ANONIMA,VILLA CAMPO,BRAZIL,BRAZIL,Corn equivalents,68000,500
2013,PARAGUAY,SANTA RITA,VILLA COSTA SOCIEDAD ANONIMA,VILLA COSTA SOCIEDAD ANONIMA,CHILE,CHILE,Corn equivalents,56803,395
2016,PARAGUAY,SANTA ROSA DEL AGUARAY,ARAGUANEY,ARAGUANEY,BRAZIL,BRAZIL,Corn equivalents,785000,5000
2016,PARAGUAY,SANTA ROSA DEL MONDAY,COOPERATIVA DE PRODUCCION AGROP UNION CURUPAYTY LTDA,COOPERATIVA DE PRODUCCION AGROP UNION CURUPAYTY LTDA,BRAZIL,BRAZIL,Corn equivalents,145800,1080
2013,PARAGUAY,SANTA ROSA DEL MONDAY,COOPERATIVA DE PRODUCCION AGROP UNION CURUPAYTY LTDA,COOPERATIVA DE PRODUCCION AGROP UNION CURUPAYTY LTDA,URUGUAY,URUGUAY,Corn equivalents,125000,1000
2014,PARAGUAY,SANTA ROSA DEL MONDAY,COOPERATIVA DE PRODUCCION AGROP UNION CURUPAYTY LTDA,COOPERATIVA DE PRODUCCION AGROP UNION CURUPAYTY LTDA,URUGUAY,URUGUAY,Corn equivalents,762130,5870
2015,PARAGUAY,SANTA ROSA DEL MONDAY,COOPERATIVA DE PRODUCCION AGROP UNION CURUPAYTY LTDA,COOPERATIVA DE PRODUCCION AGROP UNION CURUPAYTY LTDA,URUGUAY,URUGUAY,Corn equivalents,165000,1500
2013,PARAGUAY,SANTA TERESA,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,BRAZIL,BRAZIL,Corn equivalents,2261000,14500
2014,PARAGUAY,SANTA TERESA,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,BRAZIL,BRAZIL,Corn equivalents,2716000,19000
2015,PARAGUAY,SANTA TERESA,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,BRAZIL,BRAZIL,Corn equivalents,330000,3000
2016,PARAGUAY,SANTA TERESA,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,BRAZIL,BRAZIL,Corn equivalents,3838000,22000
2017,PARAGUAY,SANTA TERESA,AGRICOLA ENTRE RIOS,AGRICOLA ENTRE RIOS,BRAZIL,BRAZIL,Corn equivalents,372000,3000
2013,PARAGUAY,SANTA TERESA,EMPRESA DE TRANSPORTE SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,BRAZIL,BRAZIL,Corn equivalents,257000,2200
2017,PARAGUAY,SANTA TERESA,EMPRESA DE TRANSPORTE SAN CRISTOBAL,EMPRESA DE TRANSPORTE SAN CRISTOBAL,BRAZIL,BRAZIL,Corn equivalents,204000,2000
2017,PARAGUAY,TEDESA,NUTREX,NUTREX,TUNISIA,TUNISIA,Corn equivalents,444029,573.68023271877
2018,PARAGUAY,TEDESA,NUTREX,NUTREX,TUNISIA,TUNISIA,Corn equivalents,79363,102.53488374964
2016,PARAGUAY,TERPORT,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),GERMANY,EUROPEAN UNION,Corn equivalents,172,0.113302325584
2017,PARAGUAY,TERPORT,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),GERMANY,EUROPEAN UNION,Corn equivalents,344,0.226604651168
2018,PARAGUAY,TERPORT,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),GERMANY,EUROPEAN UNION,Corn equivalents,369,0.242418604656
2016,PARAGUAY,TERPORT,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),SPAIN,EUROPEAN UNION,Corn equivalents,2016,2.57860465128
2017,PARAGUAY,TERPORT,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),SPAIN,EUROPEAN UNION,Corn equivalents,600,0.7674418605
2018,PARAGUAY,TERPORT,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),SPAIN,EUROPEAN UNION,Corn equivalents,4200,5.3720930235
2016,PARAGUAY,TERPORT,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDONESIA,INDONESIA,Corn equivalents,96025,1091.7627907473
2017,PARAGUAY,TERPORT,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,VIETNAM,VIETNAM,Corn equivalents,197540,1554.87813960556
2014,PARAGUAY,TERPORT,THE GRAIN LEADER,THE GRAIN LEADER,INDONESIA,INDONESIA,Corn equivalents,97007.82,533.01
2015,PARAGUAY,TERPORT,THE GRAIN LEADER,THE GRAIN LEADER,MALAYSIA,MALAYSIA,Corn equivalents,49096,235.83
2014,PARAGUAY,TERPORT,THE GRAIN LEADER,THE GRAIN LEADER,VIETNAM,VIETNAM,Corn equivalents,349913.45,2198.08
2015,PARAGUAY,TERPORT,THE GRAIN LEADER,THE GRAIN LEADER,VIETNAM,VIETNAM,Corn equivalents,963298,4734.27
2015,PARAGUAY,TLP,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,EMPRENDIMIENTOS COMERCIALES Y PRODUCTIVOS,VIETNAM,VIETNAM,Corn equivalents,154600,957.676
2015,PARAGUAY,TLP,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),GERMANY,EUROPEAN UNION,Corn equivalents,185,0.121488372096
2014,PARAGUAY,TLP,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),SPAIN,EUROPEAN UNION,Corn equivalents,1200,1.534883721
2016,PARAGUAY,TLP,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),SPAIN,EUROPEAN UNION,Corn equivalents,960,1.2279069768
2017,PARAGUAY,TLP,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),SPAIN,EUROPEAN UNION,Corn equivalents,2640,3.3767441862
2015,PARAGUAY,TLP,FARGO EXPORT,FARGO EXPORT,VIETNAM,VIETNAM,Corn equivalents,154187,994.76
2015,PARAGUAY,TLP,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDONESIA,INDONESIA,Corn equivalents,10198,115.94511628434
2018,PARAGUAY,TLP,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,VIETNAM,VIETNAM,Corn equivalents,72029,511.8325581628
2018,PARAGUAY,TLP,NUTREX,NUTREX,AFGHANISTAN,AFGHANISTAN,Corn equivalents,46905,102.713953517132
2018,PARAGUAY,TLP,NUTREX,NUTREX,BANGLADESH,BANGLADESH,Corn equivalents,133515,557.63348839744
2018,PARAGUAY,TLP,NUTREX,NUTREX,ECUADOR,ECUADOR,Corn equivalents,20157,25.90697675144
2018,PARAGUAY,TLP,NUTREX,NUTREX,INDONESIA,INDONESIA,Corn equivalents,127562,527.75441862864
2018,PARAGUAY,TLP,NUTREX,NUTREX,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Corn equivalents,67406,101.79069770292
2017,PARAGUAY,TLP,NUTREX,NUTREX,VIETNAM,VIETNAM,Corn equivalents,1077676,4966.92465138856
2018,PARAGUAY,TLP,NUTREX,NUTREX,VIETNAM,VIETNAM,Corn equivalents,3145688,14398.7697680964
2013,PARAGUAY,TLP,SUL - AMERICA GRAN AGRICULTURA S.R.L.,SUL - AMERICA GRAN AGRICULTURA S.R.L.,SOUTH KOREA,SOUTH KOREA,Corn equivalents,166210,698.66
2014,PARAGUAY,TLP,SUL - AMERICA GRAN AGRICULTURA S.R.L.,SUL - AMERICA GRAN AGRICULTURA S.R.L.,SOUTH KOREA,SOUTH KOREA,Corn equivalents,174500.84,1497.6
2018,PARAGUAY,TLP,SURAGRO,SURAGRO,SAUDI ARABIA,SAUDI ARABIA,Corn equivalents,1326000,7.674418605
2018,PARAGUAY,TLP,SURAGRO,SURAGRO,VIETNAM,VIETNAM,Corn equivalents,87681,514.01209304662
2018,PARAGUAY,TRONCAL 4,CARGILL AGROPECUARIA SACI,CARGILL,BRAZIL,BRAZIL,Corn equivalents,1453000,10000
2016,PARAGUAY,TRONCAL 4,COFCO AGRI PARAGUAY S.A.,COFCO,BRAZIL,BRAZIL,Corn equivalents,159000,1000
2014,PARAGUAY,TRONCAL 4,NOBLE PARAGUAY S.A.,COFCO,BRAZIL,BRAZIL,Corn equivalents,250000,2000
2018,PARAGUAY,UNKNOWN PORT PARAGUAY,"""""""G5""""  SOCIEDAD ANONIMA""","""""""G5""""  SOCIEDAD ANONIMA""",BRAZIL,BRAZIL,Corn equivalents,278000,2000
2018,PARAGUAY,UNKNOWN PORT PARAGUAY,NOVARA SA,NOVARA SA,BRAZIL,BRAZIL,Corn equivalents,157000,1000
