YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2018,GHANA,UNKNOWN,ACCOUNTS SOLN CONSULTANTS,ACCOUNTS SOLN CONSULTANTS,COCOA HOUSE SND BHD LOT17,COCOA HOUSE SND BHD LOT17,MALAYSIA,MALAYSIA,Cocoa equivalents,307207.773144,418.5
2018,GHANA,UNKNOWN,ACCOUNTS SOLN CONSULTANTS,ACCOUNTS SOLN CONSULTANTS,QINGDAO HUIRUNCHANG TRADE CO. LTD,QINGDAO HUIRUNCHANG TRADE CO. LTD,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,4277.581056,100
2019,GHANA,UNKNOWN,AFROTROPIC COCOA PROCESSING COMPANY,AFROTROPIC COCOA PROCESSING COMPANY,ADUNA,ADUNA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,621992.80968,6.30434783
2019,GHANA,UNKNOWN,AFROTROPIC COCOA PROCESSING COMPANY,AFROTROPIC COCOA PROCESSING COMPANY,NUTKAO,NUTKAO,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2225295.61002,21.434782622
2019,GHANA,UNKNOWN,AFROTROPIC COCOA PROCESSING COMPANY,AFROTROPIC COCOA PROCESSING COMPANY,NUTKAO SRL,NUTKAO SRL,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,108530177.483844,1085.56141371727
2019,GHANA,UNKNOWN,AFROTROPIC COCOA PROCESSING COMPANY,AFROTROPIC COCOA PROCESSING COMPANY,NUTKAO USA INC,NUTKAO USA INC,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,4461341.857716,42.869565244
2018,GHANA,UNKNOWN,AGROGHANA LIMITED,AGROGHANA LIMITED,ERISLER YEM SAN VE TIC A.S.,ERISLER YEM SAN VE TIC A.S.,TURKEY,TURKEY,Cocoa equivalents,146142.148536,110.647
2019,GHANA,UNKNOWN,AGROGHANA LIMITED,AGROGHANA LIMITED,ERISLER YEM SAN VE TIC A.S.,ERISLER YEM SAN VE TIC A.S.,TURKEY,TURKEY,Cocoa equivalents,377292.643176,298.41
2018,GHANA,UNKNOWN,AGROGHANA LIMITED,AGROGHANA LIMITED,UNKNOWN,UNKNOWN,TURKEY,TURKEY,Cocoa equivalents,144192.78288,154
2019,GHANA,UNKNOWN,AGROGHANA LIMITED,AGROGHANA LIMITED,UNKNOWN,UNKNOWN,TURKEY,TURKEY,Cocoa equivalents,26493.230256,19
2019,GHANA,UNKNOWN,ALLIANCE LINKS ENTERPRISE,ALLIANCE LINKS ENTERPRISE,BARNARD ANNOR,BARNARD ANNOR,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,5606.766504,2.379891305825
2018,GHANA,UNKNOWN,AMP LOGISTICS GHANA LIMITED,AMP LOGISTICS GHANA LIMITED,NARA AS,NARA AS,NORWAY,NORWAY,Cocoa equivalents,118458.060984,39
2018,GHANA,UNKNOWN,AMP LOGISTICS GHANA LIMITED,AMP LOGISTICS GHANA LIMITED,PT DANORA AGRO PRIMA,PT DANORA AGRO PRIMA,INDONESIA,INDONESIA,Cocoa equivalents,76151.604168,26
2019,GHANA,UNKNOWN,AMP LOGISTICS GHANA LIMITED,AMP LOGISTICS GHANA LIMITED,PT DANORA AGRO PRIMA,PT DANORA AGRO PRIMA,INDONESIA,INDONESIA,Cocoa equivalents,992818.948524,272
2019,GHANA,UNKNOWN,AMP LOGISTICS GHANA LIMITED,AMP LOGISTICS GHANA LIMITED,S&D TRADE OU,S&D TRADE OU,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2711747.68494,756
2019,GHANA,UNKNOWN,AMP LOGISTICS GHANA LIMITED,AMP LOGISTICS GHANA LIMITED,UNKNOWN,UNKNOWN,ESTONIA,EUROPEAN UNION,Cocoa equivalents,402487.937832,112
2018,GHANA,UNKNOWN,ANGERLINA KUSI KUFFUOR,ANGERLINA KUSI KUFFUOR,COCOA HOUSE SND BHD LOT17,COCOA HOUSE SND BHD LOT17,MALAYSIA,MALAYSIA,Cocoa equivalents,1068092.820936,1435.5
2019,GHANA,UNKNOWN,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,AGROCAVA SL.,AGROCAVA SL.,SPAIN,EUROPEAN UNION,Cocoa equivalents,77443.613412,28.74
2018,GHANA,UNKNOWN,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,ARASA GIDA PER. YAT. VE ISI SAN TIC,ARASA GIDA PER. YAT. VE ISI SAN TIC,TURKEY,TURKEY,Cocoa equivalents,129439.906848,83.91
2019,GHANA,UNKNOWN,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,BRAZILCOA COM DE PROD. ALIM LTDA,BRAZILCOA COM DE PROD. ALIM LTDA,BRAZIL,BRAZIL,Cocoa equivalents,970417.473384,169.67
2018,GHANA,UNKNOWN,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,MELINA TEA HOUSE SRL AFUMATI,MELINA TEA HOUSE SRL AFUMATI,ROMANIA,EUROPEAN UNION,Cocoa equivalents,38050.234704,22.3
2018,GHANA,UNKNOWN,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,TIRYAKI AGRO GIDA SAN VE TIC AS,TIRYAKI AGRO GIDA SAN VE TIC AS,TURKEY,TURKEY,Cocoa equivalents,870797.675844,555.22
2019,GHANA,UNKNOWN,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,TIRYAKI AGRO GIDA SAN VE TIC AS,TIRYAKI AGRO GIDA SAN VE TIC AS,TURKEY,TURKEY,Cocoa equivalents,13722673.47126,5177.775
2019,GHANA,UNKNOWN,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,UNKNOWN,UNKNOWN,BRAZIL,BRAZIL,Cocoa equivalents,150674.716404,53.28
2018,GHANA,UNKNOWN,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,UNKNOWN,UNKNOWN,TURKEY,TURKEY,Cocoa equivalents,1955904.57,911.06
2019,GHANA,UNKNOWN,ARASA INVESTMENTS LIMITED,ARASA INVESTMENTS LIMITED,UNKNOWN,UNKNOWN,TURKEY,TURKEY,Cocoa equivalents,1347557.359524,462.436
2019,GHANA,UNKNOWN,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BELGIUM,EUROPEAN UNION,Cocoa equivalents,59155749.15216,598
2019,GHANA,UNKNOWN,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,GERMANY,EUROPEAN UNION,Cocoa equivalents,3734337.650316,40
2019,GHANA,UNKNOWN,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,JAPAN,JAPAN,Cocoa equivalents,2073217.75692,21
2019,GHANA,UNKNOWN,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,MALAYSIA,MALAYSIA,Cocoa equivalents,51379249.086324,480
2019,GHANA,UNKNOWN,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,20772887.765952,192
2019,GHANA,UNKNOWN,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,BARRY CALLEBAUT,UNITED STATES,UNITED STATES,Cocoa equivalents,12610686.168336,140
2018,GHANA,UNKNOWN,BARRY CALLEBAUT,BARRY CALLEBAUT,UNKNOWN,UNKNOWN,MALAYSIA,MALAYSIA,Cocoa equivalents,1574130.234492,20
2018,GHANA,UNKNOWN,BENJAMIN OTCHERE,BENJAMIN OTCHERE,RAGER LEUANG,RAGER LEUANG,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,778.153392,0.2
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,"ABCO, S.A DE C.V","ABCO, S.A DE C.V",UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,5867577.939852,73.760869611
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,BEIJING ZHONG TIAN XU TENG FOOD CO.,BEIJING ZHONG TIAN XU TENG FOOD CO.,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,13741352.97156,176.86847837065
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,CARGIL JAPAN LTD,CARGILL,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,66372251.487756,774.20543526315
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,CARGILL COCOA AND CHOCOLATE,CARGILL,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1376318054.79218,17053.0030323238
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,CARGILL INVESTMENTS (CHINA) LTD,CARGILL INVESTMENTS (CHINA) LTD,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,25231697.177904,302.3565219268
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,CARGILL LIMITED,CARGILL,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2821825.550628,34.873130456428
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,GEODIS,GEODIS,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,907103.123856,11.995913050924
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,"GUANG ZHOU SUKE FOOD CO., LTD","GUANG ZHOU SUKE FOOD CO., LTD",UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2134979.102856,29.5043478444
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,NESTLE CAMEROUN,NESTLE CAMEROUN,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,540676.8816,6.14673913425
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,SUKE FOOD,SUKE FOOD,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2134979.102856,29.5043478444
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,TIANJIN HAIYUN INTERNATIONAL TRADE,TIANJIN HAIYUN INTERNATIONAL TRADE,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,11278607.347692,132.5804348649
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,TORONTO ON - THOMSON TERMINALS,TORONTO ON - THOMSON TERMINALS,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,9213725.85804,108.065347893162
2019,GHANA,UNKNOWN,CARGILL GHANA LIMITED,CARGILL,XIAMEN C & D COMMODITY TRADING CO.,XIAMEN C & D COMMODITY TRADING CO.,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,23782007.630676,265.4760871213
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,ARASCO FOOD BV,ARASCO FOOD BV,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,36363.531288,0.630434783
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,CORPORATION UKRPROMENERGO LTD,CORPORATION UKRPROMENERGO LTD,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1734749.888256,30.260869584
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,14690292.606,63.0434783
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,HAPPY SWEET CO FOR FOOD INDUSTRIES,HAPPY SWEET CO FOR FOOD INDUSTRIES,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,3740584.819296,65.565217432
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,INDCRESA,INDCRESA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2930601.96,65.565217432
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,LLC COCOA OF UKRAINE,LLC COCOA OF UKRAINE,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1881172.15776,30.260869584
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,MAZEX FOR EXPORT & IMPORT,MAZEX FOR EXPORT & IMPORT,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,944683.982112,16.391304358
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,MONER COCOA,MONER COCOA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,13239731.34,315.2173915
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,NEVSKIY KONDITER LTD,NEVSKIY KONDITER LTD,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2594555.39808,90.782608752
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,OMEGA-TRADE LTD,OMEGA-TRADE LTD,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,10004776.408608,191.021739249
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,QURA CHOCOLATE FACTORY,QURA CHOCOLATE FACTORY,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,889210.529856,7.565217396
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,THE ALEXANDRIA CONFECTIONARY AND CH,THE ALEXANDRIA CONFECTIONARY AND CH,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1889367.964224,32.782608716
2019,GHANA,UNKNOWN,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TOTUS TRADE LLC,TOTUS TRADE LLC,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,4645415.55744,37.82608698
2019,GHANA,UNKNOWN,COCOA PROCESSING COMPANY LIMITED,COCOA PROCESSING COMPANY LIMITED,GUANGZHOU COCOA COMMODITIES LIMITED,GUANGZHOU COCOA COMMODITIES LIMITED,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,507413.577216,8.195652179
2019,GHANA,UNKNOWN,COCOA PROCESSING COMPANY LIMITED,COCOA PROCESSING COMPANY LIMITED,KANY CORPORATION,KANY CORPORATION,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2885677.62384,63.0434783
2019,GHANA,UNKNOWN,COCOA PROCESSING COMPANY LIMITED,COCOA PROCESSING COMPANY LIMITED,MICHOC SA,MICHOC SA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,8674615.800156,147.521739222
2019,GHANA,UNKNOWN,COCOA PROCESSING COMPANY LIMITED,COCOA PROCESSING COMPANY LIMITED,MIHEHUA COMPANY LIMITED,MIHEHUA COMPANY LIMITED,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,236869.726284,0.00106543478327
2019,GHANA,UNKNOWN,COCOA PROCESSING COMPANY LIMITED,COCOA PROCESSING COMPANY LIMITED,MONER COCOA,MONER COCOA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2980935.32454,63.0434783
2019,GHANA,UNKNOWN,COCOA PROCESSING COMPANY LIMITED,COCOA PROCESSING COMPANY LIMITED,SITRAPAL S.A,SITRAPAL S.A,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,217549.035288,3.782608698
2019,GHANA,UNKNOWN,COCOA PROCESSING COMPANY LIMITED,COCOA PROCESSING COMPANY LIMITED,THEOBROMA B.V (ECOM COCOA),THEOBROMA B.V (ECOM COCOA),UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2887069.515264,63.0434783
2019,GHANA,UNKNOWN,COCOA PROCESSING COMPANY LIMITED,COCOA PROCESSING COMPANY LIMITED,THEOBROMA BV,ECOM,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2904706.3056,63.0434783
2019,GHANA,UNKNOWN,COCOA PROCESSING COMPANY LIMITED,COCOA PROCESSING COMPANY LIMITED,TOUTON,TOUTON,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,7182638.9856,126.0869566
2019,GHANA,UNKNOWN,COCOA PROCESSING COMPANY LIMITED,COCOA PROCESSING COMPANY LIMITED,TRINITY TRADE,TRINITY TRADE,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,18963013.995744,360.608695876
2019,GHANA,UNKNOWN,COCOA PROCESSING COMPANY LIMITED,COCOA PROCESSING COMPANY LIMITED,VIJU INDUSTRIES,VIJU INDUSTRIES,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1385431.856004,28.369565235
2019,GHANA,UNKNOWN,COCOA TOUTON PROCESSING COMP GH LTD,COCOA TOUTON PROCESSING COMP GH LTD,ESTMA LTD,ESTMA LTD,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,3734158.88202,81.95652179
2019,GHANA,UNKNOWN,COCOA TOUTON PROCESSING COMP GH LTD,COCOA TOUTON PROCESSING COMP GH LTD,HOLLAND TANK SERVICE SP ZOO,HOLLAND TANK SERVICE SP ZOO,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,4092359.575644,90.152173969
2018,GHANA,UNKNOWN,CYMART INVESTMENTS LIMITED,CYMART INVESTMENTS LIMITED,BRAZILCOA COM DE PROD. ALIM LTDA,BRAZILCOA COM DE PROD. ALIM LTDA,BRAZIL,BRAZIL,Cocoa equivalents,328553.458308,218.56
2019,GHANA,UNKNOWN,CYMART INVESTMENTS LIMITED,CYMART INVESTMENTS LIMITED,M/S: BRAZILCOA -INDUSTRIA. COMERCIO,M/S: BRAZILCOA -INDUSTRIA. COMERCIO,BRAZIL,BRAZIL,Cocoa equivalents,854199.478992,444.73
2018,GHANA,UNKNOWN,CYMART INVESTMENTS LIMITED,CYMART INVESTMENTS LIMITED,M/S BRAZILCOA .O. MELHOR ALAMEDA PL,M/S BRAZILCOA .O. MELHOR ALAMEDA PL,BRAZIL,BRAZIL,Cocoa equivalents,77404.722552,54
2018,GHANA,UNKNOWN,CYMART INVESTMENTS LIMITED,CYMART INVESTMENTS LIMITED,M/S:QINGDAO ENZONE COMMERCE CO.LTD,M/S:QINGDAO ENZONE COMMERCE CO.LTD,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,251150.41008,166.75
2018,GHANA,UNKNOWN,CYMART INVESTMENTS LIMITED,CYMART INVESTMENTS LIMITED,UNKNOWN,UNKNOWN,BRAZIL,BRAZIL,Cocoa equivalents,213725.331756,140.32
2019,GHANA,UNKNOWN,EDWIN DARKO,EDWIN DARKO,GRACE NORTEI,GRACE NORTEI,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,832.833252,0.01260869566
2019,GHANA,UNKNOWN,ELIZABETH KWAKYEWA,ELIZABETH KWAKYEWA,MANKESSIM MARKET,MANKESSIM MARKET,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,975.81636,0.08195652179
2019,GHANA,UNKNOWN,ELKANAH ANDERSON,ELKANAH ANDERSON,AMAZING GRACE AFRO SHOP,AMAZING GRACE AFRO SHOP,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,845.392224,0.03152173915
2019,GHANA,UNKNOWN,EMMANUEL ANYAVI,EMMANUEL ANYAVI,COCOA HOUSE SDN BND,COCOA HOUSE SDN BND,MALAYSIA,MALAYSIA,Cocoa equivalents,151270.242888,168.75
2019,GHANA,UNKNOWN,EMMANUEL ANYAVI,EMMANUEL ANYAVI,QINGDAO NICK BROTHERS TRADE CO. LTD,QINGDAO NICK BROTHERS TRADE CO. LTD,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,707772.217428,776.25
2019,GHANA,UNKNOWN,EMMANUEL ANYAVI,EMMANUEL ANYAVI,QINGDAO NICK BROTHERS TRADE CO. LTD,QINGDAO NICK BROTHERS TRADE CO. LTD,MALAYSIA,MALAYSIA,Cocoa equivalents,124314.90552,135
2019,GHANA,UNKNOWN,ESTHER NSIAH,ESTHER NSIAH,ADRIANA CIOCAN,ADRIANA CIOCAN,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,779.234292,0.026
2019,GHANA,UNKNOWN,ESTHER NSIAH,ESTHER NSIAH,AUDREY BROOKS,AUDREY BROOKS,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,403.410996,0.008195652179
2019,GHANA,UNKNOWN,ESTHER NSIAH,ESTHER NSIAH,EMELIA OWUSU,EMELIA OWUSU,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,588.485052,0.1441173913938
2019,GHANA,UNKNOWN,ESTHER OTCHERE,ESTHER OTCHERE,MARINDA STEPHANIS,MARINDA STEPHANIS,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,5086.12092,0.027739130452
2019,GHANA,UNKNOWN,GATYFAX LOGISTICS LIMITED,GATYFAX LOGISTICS LIMITED,ADRIANA CIOCAN,ADRIANA CIOCAN,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,826.474944,0.03
2019,GHANA,UNKNOWN,GOLDEN LEAVES GHANA LIMITED,GOLDEN LEAVES GHANA LIMITED,ANHUI IMPORT & EXPORT CO. LTD.,ANHUI IMPORT & EXPORT CO. LTD.,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1815391.5204,68.086956564
2019,GHANA,UNKNOWN,GOLDEN LEAVES GHANA LIMITED,GOLDEN LEAVES GHANA LIMITED,BEIJING ZHONGHENGWEIYE FOOD TECHNOL,BEIJING ZHONGHENGWEIYE FOOD TECHNOL,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,398730.598188,10.086956528
2019,GHANA,UNKNOWN,GOLDEN LEAVES GHANA LIMITED,GOLDEN LEAVES GHANA LIMITED,CORDIS S.A.,CORDIS S.A.,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,529717.47072,10.086956528
2019,GHANA,UNKNOWN,GOLDEN LEAVES GHANA LIMITED,GOLDEN LEAVES GHANA LIMITED,CROP COMMODITIES,CROP COMMODITIES,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,516894.70776,10.09326087583
2019,GHANA,UNKNOWN,GOLDEN LEAVES GHANA LIMITED,GOLDEN LEAVES GHANA LIMITED,GLOBAL BUNKERS GIDA SANAYI VE DIS T,GLOBAL BUNKERS GIDA SANAYI VE DIS T,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2023659.895764,31.52173915
2019,GHANA,UNKNOWN,GOLDEN LEAVES GHANA LIMITED,GOLDEN LEAVES GHANA LIMITED,GOKALDAS & CO,GOKALDAS & CO,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,650601.412224,10.086956528
2019,GHANA,UNKNOWN,GOLDEN LEAVES GHANA LIMITED,GOLDEN LEAVES GHANA LIMITED,"LINYI KALEFU FOOD CO., LTD","LINYI KALEFU FOOD CO., LTD",UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1696599.40968,52.956521772
2019,GHANA,UNKNOWN,GOLDEN LEAVES GHANA LIMITED,GOLDEN LEAVES GHANA LIMITED,MOFEED MOHAMMED THABET ALI,MOFEED MOHAMMED THABET ALI,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,2099706.362952,52.956521772
2019,GHANA,UNKNOWN,GOLDEN LEAVES GHANA LIMITED,GOLDEN LEAVES GHANA LIMITED,ORKILA SENEGAL S.A,ORKILA SENEGAL S.A,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,114846.491592,3.82043478498
2019,GHANA,UNKNOWN,GOLDEN LEAVES GHANA LIMITED,GOLDEN LEAVES GHANA LIMITED,RAM TEKSTIL GIDA SAN DIS TIC LTD ST,RAM TEKSTIL GIDA SAN DIS TIC LTD ST,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,394775.993352,10.086956528
2019,GHANA,UNKNOWN,GOLDEN LEAVES GHANA LIMITED,GOLDEN LEAVES GHANA LIMITED,SHANDONG MAOBANG TRADING CO. LTD,SHANDONG MAOBANG TRADING CO. LTD,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,4352503.28406,158.869565316
