YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2018,GHANA,CEPS KIA,THEOPHILUS QUAYE,THEOPHILUS QUAYE,MAGED ABDULLAH MURSHED AL-FAKIH,MAGED ABDULLAH MURSHED AL-FAKIH,OMAN,OMAN,Cocoa equivalents,3,0.0429347826
2019,GHANA,CEPS KIA,THEOPHILUS QUAYE,THEOPHILUS QUAYE,ORGANIC BY FARAH,ORGANIC BY FARAH,QATAR,QATAR,Cocoa equivalents,4.59,0.308701086894
2019,GHANA,CEPS KIA,THEOPHILUS QUAYE,THEOPHILUS QUAYE,RUKAYA ABUBAKARI,RUKAYA ABUBAKARI,UNITED STATES,UNITED STATES,Cocoa equivalents,5.92,0.28625478255072
2019,GHANA,CEPS KIA,THEOPHILUS QUAYE,THEOPHILUS QUAYE,SHIRIN GAMAR ELDIN FARAH AHMAD,SHIRIN GAMAR ELDIN FARAH AHMAD,QATAR,QATAR,Cocoa equivalents,22.18,0.026190217386
2018,GHANA,CEPS KIA,WEST WING LOGISTICS LIMITED,WEST WING LOGISTICS LIMITED,OROBAA OF AFRICA PTY LTD,OROBAA OF AFRICA PTY LTD,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,63,0.05267239129368
2018,GHANA,CEPS KIA,YAKALSAN ENTERPRISE,YAKALSAN ENTERPRISE,ALISON PIRIE,ALISON PIRIE,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,40,0.102
2018,GHANA,CEPS KIA,YAKALSAN ENTERPRISE,YAKALSAN ENTERPRISE,ALISON PIRIE MONDELEZ,ALISON PIRIE MONDELEZ,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,19.8,0.05
2018,GHANA,CEPS KIA,YAKALSAN ENTERPRISE,YAKALSAN ENTERPRISE,GLADYS ASANTE,GLADYS ASANTE,CANADA,CANADA,Cocoa equivalents,10,0.0858695652
2018,GHANA,CEPS KIA,YAKUBU ALHASSAN,YAKUBU ALHASSAN,ALISON PIRIE,ALISON PIRIE,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,30,0.053
2018,GHANA,CEPS KIA,YAKUBU ALHASSAN,YAKUBU ALHASSAN,MRS AKUA WOOD,MRS AKUA WOOD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,30,0.133956521712
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,BELGIUM,EUROPEAN UNION,Cocoa equivalents,54750,25
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,GERMANY,EUROPEAN UNION,Cocoa equivalents,1585000,700
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,ITALY,EUROPEAN UNION,Cocoa equivalents,1155000,500
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1259000,550
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,SPAIN,EUROPEAN UNION,Cocoa equivalents,869595.9,300
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,UNITED STATES,UNITED STATES,Cocoa equivalents,1190000,500
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRRY CALLEBAUT SOURCING AG,BARRRY CALLEBAUT SOURCING AG,FRANCE,EUROPEAN UNION,Cocoa equivalents,1987808.02,750
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,BELGIUM,EUROPEAN UNION,Cocoa equivalents,3677500,1600
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,CANADA,CANADA,Cocoa equivalents,2235000,1000
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,CANADA,CANADA,Cocoa equivalents,6123324.98,2000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,GERMANY,EUROPEAN UNION,Cocoa equivalents,2250000,1000
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,GERMANY,EUROPEAN UNION,Cocoa equivalents,7396828.97,2575
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,INDONESIA,INDONESIA,Cocoa equivalents,2269280,1000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2021260,1000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,ITALY,EUROPEAN UNION,Cocoa equivalents,2100000,1000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,MALAYSIA,MALAYSIA,Cocoa equivalents,2038520,1000
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,MALAYSIA,MALAYSIA,Cocoa equivalents,2546333.31,1000
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,JAPAN,JAPAN,Cocoa equivalents,1046029.78,250
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,2725544.42,850
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGILL COCOA AND CHOCOLATE,CARGILL,FRANCE,EUROPEAN UNION,Cocoa equivalents,991498.5,450
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,BELGIUM,EUROPEAN UNION,Cocoa equivalents,619144.77,200
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,MALAYSIA,MALAYSIA,Cocoa equivalents,4165741,1900
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,UNITED STATES,UNITED STATES,Cocoa equivalents,3021345.34,1000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,555347.5,250
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,GERMANY,EUROPEAN UNION,Cocoa equivalents,5114000,2300
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,8637375,3762.5
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,SPAIN,EUROPEAN UNION,Cocoa equivalents,1847633.15,700
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ECOM AGROTRADE,ECOM,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1603633.11,550
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2200000,1000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,TURKEY,TURKEY,Cocoa equivalents,1128776,550
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,MALAYSIA,MALAYSIA,Cocoa equivalents,1260730.02,450
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,SPAIN,EUROPEAN UNION,Cocoa equivalents,1487981.75,525
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERAL COCOA,GENERAL COCOA,UNITED STATES,UNITED STATES,Cocoa equivalents,5171294.84,2000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,GENERTEC INTERNATIONAL CORP,GENERTEC INTERNATIONAL CORP,MALAYSIA,MALAYSIA,Cocoa equivalents,2548270,1000
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,KEMOFINA AG,KEMOFINA AG,MALAYSIA,MALAYSIA,Cocoa equivalents,1457486.08,500
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,KEMOFINA AG,KEMOFINA AG,UNITED STATES,UNITED STATES,Cocoa equivalents,2481250,800
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,GERMANY,EUROPEAN UNION,Cocoa equivalents,1135000,500
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,MALAYSIA,MALAYSIA,Cocoa equivalents,5544807.5,2500
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,MALAYSIA,MALAYSIA,Cocoa equivalents,2600647.22,950
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,SPAIN,EUROPEAN UNION,Cocoa equivalents,115500,50
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,4293000,1900
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,2725903.95,1000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,MALAYSIA,MALAYSIA,Cocoa equivalents,2159130,1000
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4297008.89,1500
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,SPAIN,EUROPEAN UNION,Cocoa equivalents,3639503,1600
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ROCKWINDS,ROCKWINDS,SPAIN,EUROPEAN UNION,Cocoa equivalents,1282813.47,450
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2220000,1000
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,CANADA,CANADA,Cocoa equivalents,972393.54,325
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,ESTONIA,EUROPEAN UNION,Cocoa equivalents,6850000,3000
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2660342.35,1000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,FRANCE,EUROPEAN UNION,Cocoa equivalents,2245000,1000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,GERMANY,EUROPEAN UNION,Cocoa equivalents,8322500,3750
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,ITALY,EUROPEAN UNION,Cocoa equivalents,225500,100
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,MALAYSIA,MALAYSIA,Cocoa equivalents,3066750,1250
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,MALAYSIA,MALAYSIA,Cocoa equivalents,18172166.34,6500
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,900000,400
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,SPAIN,EUROPEAN UNION,Cocoa equivalents,1548501,700
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,SPAIN,EUROPEAN UNION,Cocoa equivalents,5885495.84,2000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,SUCRES ET DENREES,SUCDEN,UNITED STATES,UNITED STATES,Cocoa equivalents,3876000,1700
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TACHIBANA,TACHIBANA,JAPAN,JAPAN,Cocoa equivalents,348676.6,125
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,BELGIUM,EUROPEAN UNION,Cocoa equivalents,3158910.08,1000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,CANADA,CANADA,Cocoa equivalents,1095000,500
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,319143,150
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,624979.67,250
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,ESTONIA,EUROPEAN UNION,Cocoa equivalents,9671000,4500
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,ESTONIA,EUROPEAN UNION,Cocoa equivalents,5398148.44,2050
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,GERMANY,EUROPEAN UNION,Cocoa equivalents,3290000,1500
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,GERMANY,EUROPEAN UNION,Cocoa equivalents,2973900.15,1050
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,INDONESIA,INDONESIA,Cocoa equivalents,2154570,775
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,MALAYSIA,MALAYSIA,Cocoa equivalents,28491540,13500
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,MALAYSIA,MALAYSIA,Cocoa equivalents,15385803.54,5750
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1868666.34,700
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,PANAMA,PANAMA,Cocoa equivalents,1530128.6,500
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,PHILIPPINES,PHILIPPINES,Cocoa equivalents,68354.25,25
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,SPAIN,EUROPEAN UNION,Cocoa equivalents,1671247.5,750
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,TURKEY,TURKEY,Cocoa equivalents,8325198.26,3025
2019,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,2836152.61,1000
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,TOUTON,TOUTON,UNITED STATES,UNITED STATES,Cocoa equivalents,1269250,575
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,WALTER MATTER SA,WALTER MATTER SA,GERMANY,EUROPEAN UNION,Cocoa equivalents,1130000,500
2018,GHANA,CEPS KUMASI,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2673750,1000
2019,GHANA,CEPS KUMASI,COCOA TOUTON PROCESSING COMP GH LTD,COCOA TOUTON PROCESSING COMP GH LTD,DP CHOCOLATE,DP CHOCOLATE,INDIA,INDIA,Cocoa equivalents,65066.87,23.942028978
2019,GHANA,CEPS KUMASI,OLAM,OLAM,AALST CHOCOLATE PTE LTD,AALST CHOCOLATE PTE LTD,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,409699.89,136.81159416
2018,GHANA,CEPS KUMASI,OLAM,OLAM,AALST CHOCOLATE PTE LTD,AALST CHOCOLATE PTE LTD,SINGAPORE,SINGAPORE,Cocoa equivalents,1427619.6,598.608695472
2019,GHANA,CEPS KUMASI,OLAM,OLAM,AALST CHOCOLATE PTE LTD,AALST CHOCOLATE PTE LTD,SINGAPORE,SINGAPORE,Cocoa equivalents,1799604.12,581.797101312
2018,GHANA,CEPS KUMASI,OLAM,OLAM,AL JAZIRA FOOD PROCESSING,AL JAZIRA FOOD PROCESSING,JAPAN,JAPAN,Cocoa equivalents,367815.38,143.652173868
2018,GHANA,CEPS KUMASI,OLAM,OLAM,AL JAZIRA FOOD PROCESSING,AL JAZIRA FOOD PROCESSING,SAUDI ARABIA,SAUDI ARABIA,Cocoa equivalents,354453,143.652173868
2019,GHANA,CEPS KUMASI,OLAM,OLAM,AL JAZIRA FOOD PROCESSING,AL JAZIRA FOOD PROCESSING,SAUDI ARABIA,SAUDI ARABIA,Cocoa equivalents,803484.66,263.362318758
2019,GHANA,CEPS KUMASI,OLAM,OLAM,ALPEZZI CHOCOLATE SA DE CV,ALPEZZI CHOCOLATE SA DE CV,MEXICO,MEXICO,Cocoa equivalents,253577.57,88.40579708
2018,GHANA,CEPS KUMASI,OLAM,OLAM,BARRY CALLEBAUT,BARRY CALLEBAUT,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1497321.13,656.695651968
2018,GHANA,CEPS KUMASI,OLAM,OLAM,BARRY CALLEBAUT,BARRY CALLEBAUT,SWITZERLAND,SWITZERLAND,Cocoa equivalents,516480,273.62318832
2018,GHANA,CEPS KUMASI,OLAM,OLAM,BARRY CALLEBAUT,BARRY CALLEBAUT,UNITED STATES,UNITED STATES,Cocoa equivalents,264998.47,109.449275328
2018,GHANA,CEPS KUMASI,OLAM,OLAM,BERYL'S CHOCOLATE AND CONFECTIONERY,BERYL'S CHOCOLATE AND CONFECTIONERY,MALAYSIA,MALAYSIA,Cocoa equivalents,823358.8,323.42028978
2019,GHANA,CEPS KUMASI,OLAM,OLAM,BERYL'S CHOCOLATE AND CONFECTIONERY,BERYL'S CHOCOLATE AND CONFECTIONERY,MALAYSIA,MALAYSIA,Cocoa equivalents,1157569.6,401.13043467
2019,GHANA,CEPS KUMASI,OLAM,OLAM,CHOCOLATE  LAKE COMPANY FOR CHOCOLA,CHOCOLATE  LAKE COMPANY FOR CHOCOLA,JORDAN,JORDAN,Cocoa equivalents,81300.56,23.942028978
2018,GHANA,CEPS KUMASI,OLAM,OLAM,CONFITERA CO LTD,CONFITERA CO LTD,JAPAN,JAPAN,Cocoa equivalents,115063.82,45.1478260728
2019,GHANA,CEPS KUMASI,OLAM,OLAM,CONFITERA CO LTD,CONFITERA CO LTD,JAPAN,JAPAN,Cocoa equivalents,74411.87,19.8
2019,GHANA,CEPS KUMASI,OLAM,OLAM,DP CHOCOLATE,DP CHOCOLATE,INDIA,INDIA,Cocoa equivalents,82321.97,23.942028978
2019,GHANA,CEPS KUMASI,OLAM,OLAM,EL SHAMADAN INDUSTRIAL FOOD COMPANY,EL SHAMADAN INDUSTRIAL FOOD COMPANY,EGYPT,EGYPT,Cocoa equivalents,283655.82,92.826086934
2019,GHANA,CEPS KUMASI,OLAM,OLAM,ENRICH MIX SDN BHD,ENRICH MIX SDN BHD,MALAYSIA,MALAYSIA,Cocoa equivalents,188403.29,67.7217391092
2019,GHANA,CEPS KUMASI,OLAM,OLAM,FORSIGHT (TIANJIN) INTERNATIONAL TR,FORSIGHT (TIANJIN) INTERNATIONAL TR,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,63995.79,23.942028978
2018,GHANA,CEPS KUMASI,OLAM,OLAM,FRONERI ICE CREAM EGYPT,FRONERI ICE CREAM EGYPT,EGYPT,EGYPT,Cocoa equivalents,247157.37,95.768115912
2019,GHANA,CEPS KUMASI,OLAM,OLAM,FRONERI ICE CREAM EGYPT,FRONERI ICE CREAM EGYPT,EGYPT,EGYPT,Cocoa equivalents,259375.68,95.768115912
2018,GHANA,CEPS KUMASI,OLAM,OLAM,GEORGE R FATTOUH SAL,GEORGE R FATTOUH SAL,LEBANON,LEBANON,Cocoa equivalents,121266.27,47.884057956
2019,GHANA,CEPS KUMASI,OLAM,OLAM,GEORGE R FATTOUH SAL,GEORGE R FATTOUH SAL,LEBANON,LEBANON,Cocoa equivalents,344632.46,89.884057956
2018,GHANA,CEPS KUMASI,OLAM,OLAM,GRIFFIN'S FOODS LTD,GRIFFIN'S FOODS LTD,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,1399885.25,550.666666494
2019,GHANA,CEPS KUMASI,OLAM,OLAM,GRIFFIN'S FOODS LTD,GRIFFIN'S FOODS LTD,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,1699909.13,598.55072445
2018,GHANA,CEPS KUMASI,OLAM,OLAM,GUANGZHOU CITY JI CHEN TRADE CO LTD,GUANGZHOU CITY JI CHEN TRADE CO LTD,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,401019.33,158.768115912
2019,GHANA,CEPS KUMASI,OLAM,OLAM,GUANGZHOU CITY JI CHEN TRADE CO LTD,GUANGZHOU CITY JI CHEN TRADE CO LTD,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,910053.64,281.42028978
2019,GHANA,CEPS KUMASI,OLAM,OLAM,GUANGZHOU CITY JI CHEN TRADE CO LTD,GUANGZHOU CITY JI CHEN TRADE CO LTD,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,80451.7,23.942028978
2018,GHANA,CEPS KUMASI,OLAM,OLAM,ICELANDIC HOLDINGS,ICELANDIC HOLDINGS,MALAYSIA,MALAYSIA,Cocoa equivalents,61873.73,23.942028978
2019,GHANA,CEPS KUMASI,OLAM,OLAM,ICELANDIC HOLDINGS,ICELANDIC HOLDINGS,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,59097.98,23.942028978
2018,GHANA,CEPS KUMASI,OLAM,OLAM,ICELANDIC HOLDINGS,ICELANDIC HOLDINGS,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,700620.77,287.304347736
2019,GHANA,CEPS KUMASI,OLAM,OLAM,ICELANDIC HOLDINGS,ICELANDIC HOLDINGS,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,1181646.51,443.13043467
2018,GHANA,CEPS KUMASI,OLAM,OLAM,ISLAMIC INTERNATIONAL ARAB BANK,ISLAMIC INTERNATIONAL ARAB BANK,JORDAN,JORDAN,Cocoa equivalents,182619.51,71.826086934
2018,GHANA,CEPS KUMASI,OLAM,OLAM,"MARS FOOD (CHINA) CO.,LTD","MARS FOOD (CHINA) CO.,LTD",CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,3985728.22,1463.344927296
2019,GHANA,CEPS KUMASI,OLAM,OLAM,"MARS FOOD (CHINA) CO.,LTD","MARS FOOD (CHINA) CO.,LTD",CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,5288188.89,1919.52173868
2019,GHANA,CEPS KUMASI,OLAM,OLAM,MASSAMIRI BROTHERS CO,MASSAMIRI BROTHERS CO,LEBANON,LEBANON,Cocoa equivalents,180118.04,71.826086934
2018,GHANA,CEPS KUMASI,OLAM,OLAM,MASSAMIRI FOR TRADE AND INDUSTRY LTD,MASSAMIRI FOR TRADE AND INDUSTRY LTD,SYRIA,SYRIA,Cocoa equivalents,497429.6,191.536231824
2019,GHANA,CEPS KUMASI,OLAM,OLAM,MASSAMIRI FOR TRADE AND INDUSTRY LTD,MASSAMIRI FOR TRADE AND INDUSTRY LTD,SYRIA,SYRIA,Cocoa equivalents,126794.41,47.884057956
2018,GHANA,CEPS KUMASI,OLAM,OLAM,MC AGRI ALLIANCE LTD,MC AGRI ALLIANCE LTD,JAPAN,JAPAN,Cocoa equivalents,3058833.01,1208.0038644684
2019,GHANA,CEPS KUMASI,OLAM,OLAM,MC AGRI ALLIANCE LTD,MC AGRI ALLIANCE LTD,JAPAN,JAPAN,Cocoa equivalents,4762023.56,1640.2106276544
2019,GHANA,CEPS KUMASI,OLAM,OLAM,M.O. GANDOUR & SONS S.A.L,M.O. GANDOUR & SONS S.A.L,LEBANON,LEBANON,Cocoa equivalents,96687.79,23.942028978
2019,GHANA,CEPS KUMASI,OLAM,OLAM,M.O. GANDOUR & SONS S.A.L,M.O. GANDOUR & SONS S.A.L,SINGAPORE,SINGAPORE,Cocoa equivalents,79925.73,23.942028978
2018,GHANA,CEPS KUMASI,OLAM,OLAM,MONDELEZ,MONDELEZ,EGYPT,EGYPT,Cocoa equivalents,5119341.26,1980.39130401
