YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COTTON_EQUIVALENT_TONNES
2014,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,34986.91,23
2013,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Cotton equivalents,221756.69,146.784
2017,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Cotton equivalents,49837.02,49.296
2013,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,TAIWAN,TAIWAN,Cotton equivalents,520349.22,454.55
2014,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,TAIWAN,TAIWAN,Cotton equivalents,160025.25,196.35
2015,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,TAIWAN,TAIWAN,Cotton equivalents,14338.03,22.82
2017,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,TAIWAN,TAIWAN,Cotton equivalents,204019.94,181.4575
2013,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,THAILAND,THAILAND,Cotton equivalents,285570.41,201.199653931129
2015,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,THAILAND,THAILAND,Cotton equivalents,56429.22,71.1
2013,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,TURKEY,TURKEY,Cotton equivalents,61206.58,43.38
2015,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,TURKEY,TURKEY,Cotton equivalents,886630.21,1033.89
2016,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,TURKEY,TURKEY,Cotton equivalents,594904.99,441.59
2017,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,TURKEY,TURKEY,Cotton equivalents,882831.01,667.7935
2013,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,UNITED KINGDOM,EUROPEAN UNION,Cotton equivalents,51184.98,35.2271
2013,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cotton equivalents,42642.08,32.8016
2014,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cotton equivalents,103607.83,83.1561
2014,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cotton equivalents,2918.3,6.793
2017,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cotton equivalents,2571.6,6.956
2016,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,VIETNAM,VIETNAM,Cotton equivalents,302743.44,248.7815
2017,ARGENTINA,BUENOS AIRES,UNKNOWN,UNKNOWN,VIETNAM,VIETNAM,Cotton equivalents,199910.73,130.334370097247
2016,ARGENTINA,BUENOS AIRES,VERSSION SA.,VERSSION SA.,URUGUAY,URUGUAY,Cotton equivalents,73.85,0.0015
2016,ARGENTINA,BUENOS AIRES,VILUCO S.A.,VILUCO S.A.,BRAZIL,BRAZIL,Cotton equivalents,128776.75,96.55
2017,ARGENTINA,BUENOS AIRES,VILUCO S.A.,VILUCO S.A.,INDONESIA,INDONESIA,Cotton equivalents,485454.57,306.9
2013,ARGENTINA,BUENOS AIRES,WARBEL S.A. X,WARBEL S.A. X,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,137708.77,92.54
2013,ARGENTINA,BUENOS AIRES,WARBEL S.A. X,WARBEL S.A. X,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,270835.11,189
2013,ARGENTINA,BUENOS AIRES,WARBEL S.A. X,WARBEL S.A. X,SINGAPORE,SINGAPORE,Cotton equivalents,34017.97,22.86
2015,ARGENTINA,CAMPANA,AGRONEGOCIOS JEWELL S R L,AGRONEGOCIOS JEWELL S R L,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,40304.1,217.86
2015,ARGENTINA,CAMPANA,AGRONEGOCIOS JEWELL S R L,AGRONEGOCIOS JEWELL S R L,SINGAPORE,SINGAPORE,Cotton equivalents,7901.94,43.18
2015,ARGENTINA,CAMPANA,AGRONEGOCIOS JEWELL S R L,AGRONEGOCIOS JEWELL S R L,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,264984,1448
2015,ARGENTINA,CAMPANA,AGRONEGOCIOS JEWELL S R L,AGRONEGOCIOS JEWELL S R L,UNITED STATES,UNITED STATES,Cotton equivalents,346020.06,1890.82
2013,ARGENTINA,CAMPANA,BRASTEX SA.,BRASTEX SA.,BRAZIL,BRAZIL,Cotton equivalents,863623.35,511.58
2016,ARGENTINA,CAMPANA,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,SAUDI ARABIA,SAUDI ARABIA,Cotton equivalents,127774.4,491.445
2016,ARGENTINA,CAMPANA,ESTABLECIMIENTO EL JACARANDA S A,ESTABLECIMIENTO EL JACARANDA S A,JAPAN,JAPAN,Cotton equivalents,147003,711.6
2016,ARGENTINA,CAMPANA,ESTABLECIMIENTO EL JACARANDA S A,ESTABLECIMIENTO EL JACARANDA S A,NORTH KOREA,NORTH KOREA,Cotton equivalents,24431.9,119.18
2016,ARGENTINA,CAMPANA,ESTABLECIMIENTO EL JACARANDA S A,ESTABLECIMIENTO EL JACARANDA S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,122272.25,596.45
2015,ARGENTINA,CAMPANA,GOLONDRINA TRADING S R L,GOLONDRINA TRADING S R L,BRAZIL,BRAZIL,Cotton equivalents,64993.6,464.24
2016,ARGENTINA,CAMPANA,GOLONDRINA TRADING S R L,GOLONDRINA TRADING S R L,BRAZIL,BRAZIL,Cotton equivalents,289862.31,1675.28
2016,ARGENTINA,CAMPANA,GOLONDRINA TRADING S R L,GOLONDRINA TRADING S R L,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,39553.92,235.44
2015,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,BAHAMAS,BAHAMAS,Cotton equivalents,142150.6,771.54
2015,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,BRAZIL,BRAZIL,Cotton equivalents,26250,125
2015,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,74895.2,440.56
2015,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,18078,120.52
2015,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,GERMANY,EUROPEAN UNION,Cotton equivalents,22365,149.1
2015,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,JAPAN,JAPAN,Cotton equivalents,13725,75
2016,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,JAPAN,JAPAN,Cotton equivalents,158732.28,613.24
2016,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,SAUDI ARABIA,SAUDI ARABIA,Cotton equivalents,422775.9,1612.42
2015,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,SINGAPORE,SINGAPORE,Cotton equivalents,43839.48,239.56
2015,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,166115.28,1022.92
2016,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,2214344.9,9276.33
2015,ARGENTINA,CAMPANA,GRUPO ADN S A,GRUPO ADN S A,UNITED STATES,UNITED STATES,Cotton equivalents,29558.8,150.28
2016,ARGENTINA,CAMPANA,INTERNATIONAL STAR S A,INTERNATIONAL STAR S A,SAUDI ARABIA,SAUDI ARABIA,Cotton equivalents,1743535.35,6008.135
2016,ARGENTINA,CAMPANA,INTERNATIONAL STAR S A,INTERNATIONAL STAR S A,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cotton equivalents,14212.95,49.87
2016,ARGENTINA,CAMPANA,MINERA DEL NORTE S A,MINERA DEL NORTE S A,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,547173.68,2200.79
2016,ARGENTINA,CAMPANA,MINERA DEL NORTE S A,MINERA DEL NORTE S A,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,174475.51,702.12
2016,ARGENTINA,CAMPANA,MINERA DEL NORTE S A,MINERA DEL NORTE S A,JAPAN,JAPAN,Cotton equivalents,291009.48,1107.7
2018,ARGENTINA,CAMPANA,MINERA DEL NORTE S A,MINERA DEL NORTE S A,JAPAN,JAPAN,Cotton equivalents,125000,500
2016,ARGENTINA,CAMPANA,MINERA DEL NORTE S A,MINERA DEL NORTE S A,MALAYSIA,MALAYSIA,Cotton equivalents,624185.77,2592.51
2018,ARGENTINA,CAMPANA,MINERA DEL NORTE S A,MINERA DEL NORTE S A,MOROCCO,MOROCCO,Cotton equivalents,184250,700
2016,ARGENTINA,CAMPANA,MINERA DEL NORTE S A,MINERA DEL NORTE S A,OMAN,OMAN,Cotton equivalents,32759.3,123.62
2016,ARGENTINA,CAMPANA,MINERA DEL NORTE S A,MINERA DEL NORTE S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,562051.81,2247.35
2016,ARGENTINA,CAMPANA,MINERA DEL NORTE S A,MINERA DEL NORTE S A,SPAIN,EUROPEAN UNION,Cotton equivalents,233476.8,972.82
2015,ARGENTINA,CAMPANA,M S U S A,M S U S A,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,115787,472.6
2015,ARGENTINA,CAMPANA,M S U S A,M S U S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,30992.5,126.5
2015,ARGENTINA,CAMPANA,M S U S A,M S U S A,UNITED STATES,UNITED STATES,Cotton equivalents,24774.4,101.12
2016,ARGENTINA,CAMPANA,OPERACIONES PORTUARIAS INTEGRALES S A,OPERACIONES PORTUARIAS INTEGRALES S A,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,61716.18,239.215
2016,ARGENTINA,CAMPANA,OPERACIONES PORTUARIAS INTEGRALES S A,OPERACIONES PORTUARIAS INTEGRALES S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,30585.9,118.55
2016,ARGENTINA,CAMPANA,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,INDIA,INDIA,Cotton equivalents,27216.63,24.92
2016,ARGENTINA,CAMPANA,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,THAILAND,THAILAND,Cotton equivalents,113606.98,98.72
2016,ARGENTINA,CAMPANA,SCOULAR ARGENTINA S R L,SCOULAR ARGENTINA S R L,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,511885.22,1958.865
2016,ARGENTINA,CAMPANA,SOGICO SA,SOGICO SA,SAUDI ARABIA,SAUDI ARABIA,Cotton equivalents,86869.44,355.4575
2016,ARGENTINA,CAMPANA,SOGICO SA,SOGICO SA,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,817486.17,2952.37
2015,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,BRAZIL,BRAZIL,Cotton equivalents,249621.4,1783.01
2016,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,BRAZIL,BRAZIL,Cotton equivalents,99155.76,653.04
2015,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,42550,230
2015,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,18750,125
2016,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,274927.43,1076.91
2016,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Cotton equivalents,33000,150
2016,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,MALAYSIA,MALAYSIA,Cotton equivalents,74400,310
2016,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,SAUDI ARABIA,SAUDI ARABIA,Cotton equivalents,373964.66,1419.46
2015,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,SINGAPORE,SINGAPORE,Cotton equivalents,8784,48
2015,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,109477.9,687.11
2016,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,815276.87,3446.86178571429
2015,ARGENTINA,CAMPANA,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cotton equivalents,88634.98,516.04
2017,ARGENTINA,CAMPANA,UTESA S A,UTESA S A,BRAZIL,BRAZIL,Cotton equivalents,164150,727.5
2016,ARGENTINA,CAMPANA,UTESA S A,UTESA S A,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,44520,168
2017,ARGENTINA,CAMPANA,UTESA S A,UTESA S A,JAPAN,JAPAN,Cotton equivalents,89637.75,349.95
2016,ARGENTINA,CAMPANA,UTESA S A,UTESA S A,MALAYSIA,MALAYSIA,Cotton equivalents,67475.1,293.37
2017,ARGENTINA,CAMPANA,UTESA S A,UTESA S A,OMAN,OMAN,Cotton equivalents,33000,150
2017,ARGENTINA,CAMPANA,UTESA S A,UTESA S A,SAUDI ARABIA,SAUDI ARABIA,Cotton equivalents,6250,25
2016,ARGENTINA,CAMPANA,UTESA S A,UTESA S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,212970.3,898.129196428571
2017,ARGENTINA,CAMPANA,UTESA S A,UTESA S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,29535,118.14
2017,ARGENTINA,CAMPANA,UTESA S A,UTESA S A,SPAIN,EUROPEAN UNION,Cotton equivalents,51550,227.5
2014,ARGENTINA,CLORINDA,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,PARAGUAY,PARAGUAY,Cotton equivalents,58418.71,49.53
2015,ARGENTINA,CLORINDA,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,PARAGUAY,PARAGUAY,Cotton equivalents,153128.43,143.32
2015,ARGENTINA,CLORINDA,CHAPERO A OMAR MARCOS Y EDUARDO S H,CHAPERO A OMAR MARCOS Y EDUARDO S H,PARAGUAY,PARAGUAY,Cotton equivalents,4263,29
2014,ARGENTINA,CLORINDA,CHASILTRADE S A,CHASILTRADE S A,PARAGUAY,PARAGUAY,Cotton equivalents,4792.9,18.216
2014,ARGENTINA,CLORINDA,DUNAR S A,DUNAR S A,PARAGUAY,PARAGUAY,Cotton equivalents,508324.69,334.6
2013,ARGENTINA,CLORINDA,HILADO SA.,HILADO SA.,PARAGUAY,PARAGUAY,Cotton equivalents,17083.11,15.5301
2014,ARGENTINA,CLORINDA,HILADO SA.,HILADO SA.,PARAGUAY,PARAGUAY,Cotton equivalents,24249.5,22.045
2015,ARGENTINA,CLORINDA,HILADO SA.,HILADO SA.,PARAGUAY,PARAGUAY,Cotton equivalents,76351.99,69.4109
2016,ARGENTINA,CLORINDA,HILADO SA.,HILADO SA.,PARAGUAY,PARAGUAY,Cotton equivalents,35743.54,36.473
2016,ARGENTINA,CLORINDA,LIAG ARGENTINA S A,LIAG ARGENTINA S A,PARAGUAY,PARAGUAY,Cotton equivalents,95110,51.3
2018,ARGENTINA,CLORINDA,S A AZUCARERA JUSTINIANO FRIAS,S A AZUCARERA JUSTINIANO FRIAS,PARAGUAY,PARAGUAY,Cotton equivalents,39748.5,24.09
2013,ARGENTINA,CLORINDA,TIPOITI SATIC.,TIPOITI SATIC.,PARAGUAY,PARAGUAY,Cotton equivalents,126656.61,75.2472
2014,ARGENTINA,CLORINDA,TIPOITI SATIC.,TIPOITI SATIC.,PARAGUAY,PARAGUAY,Cotton equivalents,86207.8,49.2616
2015,ARGENTINA,CLORINDA,TIPOITI SATIC.,TIPOITI SATIC.,PARAGUAY,PARAGUAY,Cotton equivalents,86242.8,49.2816
2017,ARGENTINA,CLORINDA,TIPOITI SATIC.,TIPOITI SATIC.,PARAGUAY,PARAGUAY,Cotton equivalents,85892.8,49.0816
2018,ARGENTINA,CLORINDA,TIPOITI SATIC.,TIPOITI SATIC.,PARAGUAY,PARAGUAY,Cotton equivalents,71956.51,39.106
2015,ARGENTINA,CLORINDA,UNKNOWN,UNKNOWN,PARAGUAY,PARAGUAY,Cotton equivalents,22609.28,23.85
2016,ARGENTINA,CLORINDA,UNKNOWN,UNKNOWN,PARAGUAY,PARAGUAY,Cotton equivalents,127120.7,72.6404
2013,ARGENTINA,CORDOBA,BUSTAMANTE JULIO ALBERTO,BUSTAMANTE JULIO ALBERTO,URUGUAY,URUGUAY,Cotton equivalents,39639.7,47.466
2014,ARGENTINA,CORDOBA,BUSTAMANTE JULIO ALBERTO,BUSTAMANTE JULIO ALBERTO,URUGUAY,URUGUAY,Cotton equivalents,20495.2,25.619
2015,ARGENTINA,CORDOBA,BUSTAMANTE JULIO ALBERTO,BUSTAMANTE JULIO ALBERTO,URUGUAY,URUGUAY,Cotton equivalents,40237.6,50.297
2016,ARGENTINA,CORDOBA,BUSTAMANTE JULIO ALBERTO,BUSTAMANTE JULIO ALBERTO,URUGUAY,URUGUAY,Cotton equivalents,24718.05,26.019
2017,ARGENTINA,CORDOBA,BUSTAMANTE JULIO ALBERTO,BUSTAMANTE JULIO ALBERTO,URUGUAY,URUGUAY,Cotton equivalents,64774.56,100.475
2018,ARGENTINA,CORDOBA,BUSTAMANTE JULIO ALBERTO,BUSTAMANTE JULIO ALBERTO,URUGUAY,URUGUAY,Cotton equivalents,15097.2,25.162
2016,ARGENTINA,DESCONOCIDO,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,CHILE,CHILE,Cotton equivalents,378068.96,2505.75821
2017,ARGENTINA,DESCONOCIDO,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,CHILE,CHILE,Cotton equivalents,473836.65,3135.00859051282
2016,ARGENTINA,DESCONOCIDO,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,URUGUAY,URUGUAY,Cotton equivalents,128515.18,893.109
2017,ARGENTINA,DESCONOCIDO,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,URUGUAY,URUGUAY,Cotton equivalents,122481.08,891.191
2017,ARGENTINA,DESCONOCIDO,EJEMPLAR S A,EJEMPLAR S A,CHILE,CHILE,Cotton equivalents,94213.03,509.37
2018,ARGENTINA,DESCONOCIDO,EJEMPLAR S A,EJEMPLAR S A,CHILE,CHILE,Cotton equivalents,20160,120
2018,ARGENTINA,DESCONOCIDO,INCOTEX SRL,INCOTEX SRL,BOLIVIA,BOLIVIA,Cotton equivalents,172000,100
2018,ARGENTINA,DESCONOCIDO,ORO VERDE S A,ORO VERDE S A,CHILE,CHILE,Cotton equivalents,172519.62,957
2018,ARGENTINA,DESCONOCIDO,ORO VERDE S A,ORO VERDE S A,URUGUAY,URUGUAY,Cotton equivalents,90185.82,611.48
2014,ARGENTINA,DESCONOCIDO,P Y P EXPO IMPO S R L,P Y P EXPO IMPO S R L,CHILE,CHILE,Cotton equivalents,6825,84
2016,ARGENTINA,DESCONOCIDO,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,143970,954
2017,ARGENTINA,DESCONOCIDO,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,88734.47,571.57
2016,ARGENTINA,DESCONOCIDO,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cotton equivalents,3882.6,28.76
2017,ARGENTINA,DESCONOCIDO,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cotton equivalents,15950,116
2015,ARGENTINA,EZEIZA,ALGODONERA DEL VALLE S.A.,ALGODONERA DEL VALLE S.A.,FRANCE,EUROPEAN UNION,Cotton equivalents,56.79,0.053
2013,ARGENTINA,EZEIZA,BASF ARGENTINA S.A. X,BASF ARGENTINA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,10,0.01
2014,ARGENTINA,EZEIZA,BASF ARGENTINA S.A. X,BASF ARGENTINA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,26.5,0.0265
2016,ARGENTINA,EZEIZA,BASF ARGENTINA S.A. X,BASF ARGENTINA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,21.6,0.0216
2013,ARGENTINA,EZEIZA,BAYER S.A.,BAYER S.A.,BELGIUM,EUROPEAN UNION,Cotton equivalents,36.79,0.36785
2014,ARGENTINA,EZEIZA,BAYER S.A.,BAYER S.A.,BELGIUM,EUROPEAN UNION,Cotton equivalents,307.71,0.05129
2015,ARGENTINA,EZEIZA,BAYER S.A.,BAYER S.A.,BELGIUM,EUROPEAN UNION,Cotton equivalents,142.96,0.03574
2016,ARGENTINA,EZEIZA,BAYER S.A.,BAYER S.A.,BELGIUM,EUROPEAN UNION,Cotton equivalents,11.32,0.00282
2013,ARGENTINA,EZEIZA,BAYER S.A.,BAYER S.A.,UNITED STATES,UNITED STATES,Cotton equivalents,23.45,0.102401746724891
2014,ARGENTINA,EZEIZA,BAYER S.A.,BAYER S.A.,UNITED STATES,UNITED STATES,Cotton equivalents,788.1,0.13135
2015,ARGENTINA,EZEIZA,BAYER S.A.,BAYER S.A.,UNITED STATES,UNITED STATES,Cotton equivalents,1252.18,6.59044
2016,ARGENTINA,EZEIZA,BAYER S.A.,BAYER S.A.,UNITED STATES,UNITED STATES,Cotton equivalents,106.08,0.02652
2017,ARGENTINA,EZEIZA,BAYER S.A.,BAYER S.A.,UNITED STATES,UNITED STATES,Cotton equivalents,1.4,0.00035
2013,ARGENTINA,EZEIZA,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,ECUADOR,ECUADOR,Cotton equivalents,81,0.02
2013,ARGENTINA,EZEIZA,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,URUGUAY,URUGUAY,Cotton equivalents,14.37,0.0035
2014,ARGENTINA,EZEIZA,DELGA S.A.I.C.Y F. X,DELGA S.A.I.C.Y F. X,URUGUAY,URUGUAY,Cotton equivalents,2.47,0.0016
2017,ARGENTINA,EZEIZA,S C JOHNSON & SON DE ARGENTINA SOCIEDAD ANONIMA INDUS,S C JOHNSON & SON DE ARGENTINA SOCIEDAD ANONIMA INDUS,ITALY,EUROPEAN UNION,Cotton equivalents,1012,1.012
2018,ARGENTINA,EZEIZA,SYNTECH RESEARCH S.R.L,SYNTECH RESEARCH S.R.L,BRAZIL,BRAZIL,Cotton equivalents,1,0.002
2016,ARGENTINA,EZEIZA,TIPOITI SATIC.,TIPOITI SATIC.,GERMANY,EUROPEAN UNION,Cotton equivalents,72,0.048
2017,ARGENTINA,EZEIZA,TIPOITI SATIC.,TIPOITI SATIC.,GERMANY,EUROPEAN UNION,Cotton equivalents,819.51,0.365
2017,ARGENTINA,EZEIZA,UNKNOWN,UNKNOWN,BELGIUM,EUROPEAN UNION,Cotton equivalents,197.08,0.04927
2015,ARGENTINA,EZEIZA,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cotton equivalents,655.58,3.45044
2016,ARGENTINA,EZEIZA,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cotton equivalents,90,0.0225
2018,ARGENTINA,GUALEGUAYCHU,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,URUGUAY,URUGUAY,Cotton equivalents,315000,2100
2014,ARGENTINA,GUALEGUAYCHU,CHASILTRADE S A,CHASILTRADE S A,URUGUAY,URUGUAY,Cotton equivalents,15883.1,18.686
2018,ARGENTINA,GUALEGUAYCHU,SIR COTTON S A,SIR COTTON S A,URUGUAY,URUGUAY,Cotton equivalents,90000,600
2018,ARGENTINA,IGUAZU,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,534649.13,297.2
2018,ARGENTINA,IGUAZU,COTONE S A,COTONE S A,BRAZIL,BRAZIL,Cotton equivalents,161805.73,103.01
2018,ARGENTINA,IGUAZU,INVERSIONES PRIVADAS DEL NORTE S A,INVERSIONES PRIVADAS DEL NORTE S A,BRAZIL,BRAZIL,Cotton equivalents,319954.68,193.56
2018,ARGENTINA,IGUAZU,SOGICO SA,SOGICO SA,BRAZIL,BRAZIL,Cotton equivalents,60866.5,48.65
2018,ARGENTINA,IGUAZU,TECOTEX S.A.C.I.F.I.Y A. X,TECOTEX S.A.C.I.F.I.Y A. X,BRAZIL,BRAZIL,Cotton equivalents,162810.41,103.649
2015,ARGENTINA,LA RIOJA,LARTEX S.R.L.,LARTEX S.R.L.,CHILE,CHILE,Cotton equivalents,28047.57,24.263
2016,ARGENTINA,LA RIOJA,LARTEX S.R.L.,LARTEX S.R.L.,CHILE,CHILE,Cotton equivalents,24480.32,21.3995
2016,ARGENTINA,LA RIOJA,RICOLTEX S.R.L. X,RICOLTEX S.R.L. X,CHILE,CHILE,Cotton equivalents,24129.32,21.312
2014,ARGENTINA,LA RIOJA,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,24520.28,21.7365
2016,ARGENTINA,MENDOZA,C F S SRL CONTAINER FREIGHT STATION,C F S SRL CONTAINER FREIGHT STATION,CHILE,CHILE,Cotton equivalents,64359.65,347.895
2013,ARGENTINA,MENDOZA,CHASILTRADE S A,CHASILTRADE S A,CHILE,CHILE,Cotton equivalents,29045.2,103.456
2014,ARGENTINA,MENDOZA,CHASILTRADE S A,CHASILTRADE S A,CHILE,CHILE,Cotton equivalents,5457.2,41.332
2015,ARGENTINA,MENDOZA,CHASILTRADE S A,CHASILTRADE S A,CHILE,CHILE,Cotton equivalents,4780.2,16.961
2016,ARGENTINA,MENDOZA,CHASILTRADE S A,CHASILTRADE S A,CHILE,CHILE,Cotton equivalents,31270.9,115.543
2017,ARGENTINA,MENDOZA,CHASILTRADE S A,CHASILTRADE S A,CHILE,CHILE,Cotton equivalents,16019.1,57.775
2018,ARGENTINA,MENDOZA,CHASILTRADE S A,CHASILTRADE S A,CHILE,CHILE,Cotton equivalents,27855.15,94.386
2014,ARGENTINA,MENDOZA,COINGRA S A,COINGRA S A,CHILE,CHILE,Cotton equivalents,12807.5,54.5
2013,ARGENTINA,MENDOZA,COMPANIA ARGENTINA DE GRANOS S.A.,COMPANIA ARGENTINA DE GRANOS S.A.,CHILE,CHILE,Cotton equivalents,39600,120
2014,ARGENTINA,MENDOZA,COMPANIA ARGENTINA DE GRANOS S.A.,COMPANIA ARGENTINA DE GRANOS S.A.,CHILE,CHILE,Cotton equivalents,213813.6,647.92
2016,ARGENTINA,MENDOZA,COMPANIA ARGENTINA DE GRANOS S.A.,COMPANIA ARGENTINA DE GRANOS S.A.,CHILE,CHILE,Cotton equivalents,158264.85,959.52
2013,ARGENTINA,MENDOZA,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,CHILE,CHILE,Cotton equivalents,709907.38,3106.544
2014,ARGENTINA,MENDOZA,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,CHILE,CHILE,Cotton equivalents,376643.19,1984.38700483092
2015,ARGENTINA,MENDOZA,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,CHILE,CHILE,Cotton equivalents,221113,1409.14
